"","country_codes","countries","status","internal_id"
"47","CHE","Switzerland","ACTIVE","10110"
"48","CHE","Switzerland","SUSPENDED","10138"
"49","JEY;GBR","Jersey;United Kingdom","ACTIVE","1014"
"50","CHE","Switzerland","SUSPENDED","10146"
"51","CHE","Switzerland","SUSPENDED","10150"
"52","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","10153"
"53","CHE","Switzerland","ACTIVE","10196"
"54","CHE","Switzerland","SUSPENDED","10197"
"55","HKG","Hong Kong","SUSPENDED","10211"
"56","CHE","Switzerland","SUSPENDED","10236"
"57","CHE","Switzerland","ACTIVE","10252"
"58","ESP","Spain","SUSPENDED","10165"
"59","USA","United States","SUSPENDED","10210"
"60","CHE","Switzerland","ACTIVE","10213"
"61","CHE","Switzerland","SUSPENDED","10216"
"62","CHE","Switzerland","ACTIVE","10217"
"63","CHE","Switzerland","SUSPENDED","10220"
"64","CHE","Switzerland","SUSPENDED","10241"
"65","GBR","United Kingdom","SUSPENDED","10244"
"66","CHE","Switzerland","SUSPENDED","10253"
"67","CHE","Switzerland","INACTIVE","10278"
"68","CHE","Switzerland","ACTIVE","10289"
"69","CHE","Switzerland","ACTIVE","10302"
"70","CHE","Switzerland","ACTIVE","10003"
"71","PAN","Panama","SUSPENDED","1001"
"72","CHE","Switzerland","ACTIVE","10019"
"73","CHE","Switzerland","SUSPENDED","10023"
"74","CHE","Switzerland","SUSPENDED","10024"
"75","CHE","Switzerland","SUSPENDED","10025"
"76","CHE","Switzerland","ACTIVE","10043"
"77","CHE","Switzerland","SUSPENDED","10051"
"78","CHE","Switzerland","ACTIVE","10061"
"79","GBR","United Kingdom","SUSPENDED","10074"
"80","GGY;GBR","Guernsey;United Kingdom","SUSPENDED","10088"
"81","ESP","Spain","SUSPENDED","10093"
"82","CHE","Switzerland","SUSPENDED","10009"
"83","LIE","Liechtenstein","INACTIVE","10011"
"84","SAU","Saudi Arabia","SUSPENDED","1002"
"85","CHE","Switzerland","SUSPENDED","10021"
"86","CHE","Switzerland","SUSPENDED","10046"
"87","CHE","Switzerland","ACTIVE","10049"
"88","CHE","Switzerland","SUSPENDED","10056"
"89","CHE","Switzerland","SUSPENDED","10062"
"90","CHE","Switzerland","ACTIVE","10065"
"91","USA","United States","SUSPENDED","1007"
"92","CHE","Switzerland","ACTIVE","10084"
"93","CHE","Switzerland","SUSPENDED","10085"
"94","CHE","Switzerland","ACTIVE","10090"
"95","CHE","Switzerland","SUSPENDED","10105"
"96","CHE","Switzerland","ACTIVE","10130"
"97","ESP","Spain","SUSPENDED","10134"
"98","CHE","Switzerland","SUSPENDED","10144"
"99","CHE","Switzerland","SUSPENDED","10164"
"100","CHE","Switzerland","SUSPENDED","10177"
"101","CHE","Switzerland","SUSPENDED","10178"
"102","CHE","Switzerland","ACTIVE","10182"
"103","CHE","Switzerland","ACTIVE","10221"
"104","CHE","Switzerland","ACTIVE","10228"
"105","CHE","Switzerland","SUSPENDED","10232"
"106","CHE","Switzerland","SUSPENDED","10261"
"107","GBR","United Kingdom","ACTIVE","10281"
"108","DEU","Germany","SUSPENDED","10313"
"109","CHE","Switzerland","ACTIVE","10354"
"110","CHE","Switzerland","ACTIVE","10378"
"111","CHE","Switzerland","ACTIVE","10395"
"112","CHE","Switzerland","SUSPENDED","10408"
"113","CHE","Switzerland","SUSPENDED","1041"
"114","CHE","Switzerland","SUSPENDED","1042"
"115","","","","10433"
"116","CHE","Switzerland","INACTIVE","10442"
"117","","","","10452"
"118","CHE","Switzerland","SUSPENDED","10458"
"119","","","","10463"
"120","KWT","Kuwait","SUSPENDED","10466"
"121","","","","10470"
"122","CHE","Switzerland","SUSPENDED","10161"
"123","CHE","Switzerland","ACTIVE","10167"
"124","CHE","Switzerland","ACTIVE","10170"
"125","PAN","Panama","SUSPENDED","1018"
"126","CHE","Switzerland","ACTIVE","10185"
"127","CHE","Switzerland","ACTIVE","10192"
"128","CHE","Switzerland","ACTIVE","10201"
"129","HKG","Hong Kong","SUSPENDED","10215"
"130","CHE","Switzerland","ACTIVE","10223"
"131","ESP","Spain","SUSPENDED","10231"
"132","POL","Poland","SUSPENDED","10234"
"133","CHE","Switzerland","ACTIVE","10249"
"134","CHE","Switzerland","ACTIVE","10263"
"135","CHE","Switzerland","SUSPENDED","10258"
"136","CHE","Switzerland","SUSPENDED","10269"
"137","CHE","Switzerland","SUSPENDED","10272"
"138","BRA","Brazil","ACTIVE","10285"
"139","MCO","Monaco","ACTIVE","10286"
"140","MCO","Monaco","SUSPENDED","10290"
"141","CHE","Switzerland","ACTIVE","10291"
"142","CHE","Switzerland","ACTIVE","10298"
"143","ESP","Spain","SUSPENDED","10311"
"144","LIE","Liechtenstein","PROSPECT","10316"
"145","ESP","Spain","ACTIVE","10325"
"146","GBR","United Kingdom","ACTIVE","1036"
"147","TUR","Turkey","SUSPENDED","10094"
"148","CHE","Switzerland","SUSPENDED","10098"
"149","ESP","Spain","SUSPENDED","10102"
"150","CHE","Switzerland","ACTIVE","10104"
"151","CHE","Switzerland","SUSPENDED","10113"
"152","MCO","Monaco","ACTIVE","10122"
"153","CHE","Switzerland","ACTIVE","10123"
"154","HKG","Hong Kong","SUSPENDED","10125"
"155","CHE","Switzerland","SUSPENDED","10128"
"156","EGY","Egypt","SUSPENDED","1013"
"157","CHE","Switzerland","SUSPENDED","10132"
"158","CHE","Switzerland","SUSPENDED","10145"
"159","CHE","Switzerland","SUSPENDED","10147"
"160","MCO","Monaco","ACTIVE","10092"
"161","CHE","Switzerland","ACTIVE","10103"
"162","CHE","Switzerland","SUSPENDED","10107"
"163","CHE","Switzerland","SUSPENDED","10126"
"164","CHE","Switzerland","SUSPENDED","10135"
"165","CAN","Canada","SUSPENDED","10148"
"166","CHE","Switzerland","SUSPENDED","10174"
"167","CHE","Switzerland","SUSPENDED","10175"
"168","CHE","Switzerland","SUSPENDED","10181"
"169","CHE","Switzerland","ACTIVE","10188"
"170","CHE","Switzerland","SUSPENDED","10199"
"171","GBR","United Kingdom","SUSPENDED","102"
"172","CHE","Switzerland","ACTIVE","10203"
"173","CHE","Switzerland","SUSPENDED","10282"
"174","CHE","Switzerland","ACTIVE","10287"
"175","CHE","Switzerland","ACTIVE","10304"
"176","CHE","Switzerland","SUSPENDED","10309"
"177","CHE","Switzerland","SUSPENDED","10322"
"178","PRT","Portugal","ACTIVE","10328"
"179","RUS","Russian Federation","SUSPENDED","10337"
"180","CHE","Switzerland","SUSPENDED","10341"
"181","CHE","Switzerland","SUSPENDED","10357"
"182","GGY;GBR","Guernsey;United Kingdom","ACTIVE","10377"
"183","ESP","Spain","SUSPENDED","10379"
"184","IMN","Isle of Man","SUSPENDED","1038"
"185","CHE","Switzerland","ACTIVE","10000"
"186","CHE","Switzerland","INACTIVE","10042"
"187","CHE","Switzerland","SUSPENDED","10073"
"188","CHE","Switzerland","ACTIVE","10083"
"189","CHE","Switzerland","ACTIVE","10089"
"190","CHE","Switzerland","SUSPENDED","10091"
"191","JEY;GBR","Jersey;United Kingdom","UNRECOVERABLE ACCOUNTS","1011"
"192","MLT","Malta","SUSPENDED","10117"
"193","HUN","Hungary","ACTIVE","10137"
"194","CHE","Switzerland","ACTIVE","10151"
"195","CHE","Switzerland","SUSPENDED","10160"
"196","CHE","Switzerland","SUSPENDED","10007"
"197","CHE","Switzerland","ACTIVE","10010"
"198","CHE","Switzerland","SUSPENDED","10022"
"199","ISR","Israel","SUSPENDED","10031"
"200","CHE","Switzerland","ACTIVE","10036"
"201","CHE","Switzerland","SUSPENDED","10039"
"202","CHE","Switzerland","ACTIVE","10053"
"203","CHE","Switzerland","SUSPENDED","10057"
"204","GRC","Greece","ACTIVE","1006"
"205","CHE","Switzerland","ACTIVE","10087"
"206","CHE","Switzerland","SUSPENDED","10100"
"207","ARG","Argentina","SUSPENDED","10112"
"208","HKG","Hong Kong","SUSPENDED","10471"
"209","ZAF","South Africa","UNRECOVERABLE ACCOUNTS","10472"
"210","HKG","Hong Kong","SUSPENDED","10495"
"211","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","10498"
"212","CHE","Switzerland","SUSPENDED","1050"
"213","HKG","Hong Kong","SUSPENDED","10508"
"214","CHE","Switzerland","ACTIVE","10531"
"215","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","10569"
"216","GGY;GBR","Guernsey;United Kingdom","SUSPENDED","10575"
"217","FRA","France","INACTIVE","10364"
"218","CHE","Switzerland","SUSPENDED","10392"
"219","CHE","Switzerland","SUSPENDED","10396"
"220","CHE","Switzerland","SUSPENDED","10397"
"221","CHE","Switzerland","SUSPENDED","10402"
"222","PHL","Philippines","SUSPENDED","10439"
"223","USA","United States","INACTIVE","1044"
"224","IMN","Isle of Man","SUSPENDED","10459"
"225","HKG","Hong Kong","SUSPENDED","10462"
"226","HKG","Hong Kong","ACTIVE","10467"
"227","PHL","Philippines","UNRECOVERABLE ACCOUNTS","1024"
"228","FRA","France","SUSPENDED","10308"
"229","LBN","Lebanon","ACTIVE","10318"
"230","PRT","Portugal","SUSPENDED","10330"
"231","POL","Poland","SUSPENDED","10336"
"232","LIE","Liechtenstein","SUSPENDED","10346"
"233","ITA","Italy","ACTIVE","10350"
"234","PRT","Portugal","SUSPENDED","10355"
"235","CHE","Switzerland","SUSPENDED","10363"
"236","PAN","Panama","SUSPENDED","1037"
"237","CHE","Switzerland","SUSPENDED","10372"
"238","CHN","China","ACTIVE","10156"
"239","HKG","Hong Kong","ACTIVE","10375"
"240","GIB","Gibraltar","ACTIVE","10158"
"241","CHE","Switzerland","ACTIVE","10159"
"242","ESP","Spain","ACTIVE","10176"
"243","CHE","Switzerland","SUSPENDED","10184"
"244","ISR","Israel","SUSPENDED","1019"
"245","TUR","Turkey","ACTIVE","10191"
"246","CHE","Switzerland","SUSPENDED","10205"
"247","CHE","Switzerland","ACTIVE","10214"
"248","CHE","Switzerland","SUSPENDED","10246"
"249","CHE","Switzerland","ACTIVE","10251"
"250","GRC","Greece","SUSPENDED","10255"
"251","CHE","Switzerland","SUSPENDED","10603"
"252","CHE","Switzerland","SUSPENDED","10604"
"253","IMN","Isle of Man","ACTIVE","10622"
"254","HKG","Hong Kong","SUSPENDED","10623"
"255","HKG","Hong Kong","SUSPENDED","10628"
"256","SAU","Saudi Arabia","SUSPENDED","1063"
"257","BHS","Bahamas","SUSPENDED","10636"
"258","GGY;GBR","Guernsey;United Kingdom","SUSPENDED","10642"
"259","CHE","Switzerland","SUSPENDED","1065"
"260","CHE","Switzerland","ACTIVE","10171"
"261","HND","Honduras","SUSPENDED","1020"
"262","CHE","Switzerland","SUSPENDED","10209"
"263","CHE","Switzerland","ACTIVE","10212"
"264","ZAF","South Africa","SUSPENDED","10218"
"265","AUS","Australia","SUSPENDED","10225"
"266","CHE","Switzerland","SUSPENDED","10229"
"267","CHE","Switzerland","SUSPENDED","10238"
"268","CHE","Switzerland","ACTIVE","10239"
"269","CHE","Switzerland","ACTIVE","10260"
"270","CHE","Switzerland","ACTIVE","10262"
"271","CHE","Switzerland","SUSPENDED","10266"
"272","CHE","Switzerland","ACTIVE","10268"
"273","CHE","Switzerland","SUSPENDED","10299"
"274","CHE","Switzerland","ACTIVE","10306"
"275","CHE","Switzerland","ACTIVE","10310"
"276","CHE","Switzerland","SUSPENDED","10327"
"277","AUT","Austria","SUSPENDED","10329"
"278","FRA","France","SUSPENDED","10351"
"279","ESP","Spain","ACTIVE","10361"
"280","SWE","Sweden","SUSPENDED","10369"
"281","ESP","Spain","SUSPENDED","10371"
"282","DEU","Germany","SUSPENDED","10373"
"283","ARG","Argentina","UNRECOVERABLE ACCOUNTS","10387"
"284","CHE","Switzerland","ACTIVE","10279"
"285","CHE","Switzerland","SUSPENDED","10283"
"286","CHE","Switzerland","ACTIVE","10292"
"287","CHE","Switzerland","ACTIVE","10301"
"288","CHE","Switzerland","SUSPENDED","10307"
"289","CHE","Switzerland","SUSPENDED","10335"
"290","CHE","Switzerland","SUSPENDED","1035"
"291","CHE","Switzerland","SUSPENDED","10359"
"292","CHE","Switzerland","SUSPENDED","10382"
"293","CHE","Switzerland","ACTIVE","10383"
"294","SVN","Slovenia","SUSPENDED","10391"
"295","HKG","Hong Kong","SUSPENDED","10119"
"296","CHE","Switzerland","ACTIVE","10124"
"297","URY","Uruguay","SUSPENDED","10388"
"298","CHE","Switzerland","ACTIVE","10141"
"299","CHE","Switzerland","ACTIVE","10142"
"300","URY","Uruguay","ACTIVE","10149"
"301","CHE","Switzerland","ACTIVE","10152"
"302","CHE","Switzerland","SUSPENDED","10173"
"303","CHE","Switzerland","ACTIVE","10193"
"304","CHE","Switzerland","SUSPENDED","10224"
"305","GBR","United Kingdom","SUSPENDED","10237"
"306","MCO","Monaco","SUSPENDED","10242"
"307","FRA","France","SUSPENDED","10250"
"308","","","","10486"
"309","PRT","Portugal","ACTIVE","10491"
"310","GGY;GBR","Guernsey;United Kingdom","ACTIVE","10513"
"311","ESP","Spain","SUSPENDED","10518"
"312","CHE","Switzerland","ACTIVE","10521"
"313","GIB","Gibraltar","SUSPENDED","10538"
"314","ESP","Spain","SUSPENDED","10540"
"315","GBR","United Kingdom","CLIENT IN REPRESENTATIVE TERRITORY","1055"
"316","CHE","Switzerland","ACTIVE","10556"
"317","HKG","Hong Kong","SUSPENDED","10573"
"318","CHE","Switzerland","ACTIVE","10600"
"319","LIE","Liechtenstein","SUSPENDED","10380"
"320","DEU","Germany","SUSPENDED","10386"
"321","USA","United States","SUSPENDED","10671"
"322","BHS","Bahamas","SUSPENDED","10672"
"323","HKG","Hong Kong","ACTIVE","10674"
"324","IMN","Isle of Man","SUSPENDED","10407"
"325","","","","10443"
"326","GBR","United Kingdom","SUSPENDED","10451"
"327","HKG","Hong Kong","SUSPENDED","10455"
"328","RUS","Russian Federation","SUSPENDED","10500"
"329","EST","Estonia","UNRECOVERABLE ACCOUNTS","10501"
"330","CHN","China","SUSPENDED","10507"
"331","HKG","Hong Kong","ACTIVE","10512"
"332","CHE","Switzerland","ACTIVE","10668"
"333","USA","United States","SUSPENDED","10670"
"334","JEY;GBR","Jersey;United Kingdom","ACTIVE","10683"
"335","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","10684"
"336","FRA","France","ACTIVE","10685"
"337","HKG","Hong Kong","ACTIVE","10715"
"338","HKG","Hong Kong","ACTIVE","10737"
"339","GBR","United Kingdom","SUSPENDED","1076"
"340","CHE","Switzerland","ACTIVE","10265"
"341","CHE","Switzerland","ACTIVE","10276"
"342","MCO","Monaco","SUSPENDED","10295"
"343","LIE","Liechtenstein","SUSPENDED","10342"
"344","CHE","Switzerland","SUSPENDED","10348"
"345","PAN;ESP","Panama;Spain","ACTIVE","10362"
"346","","","","10431"
"347","CHE","Switzerland","ACTIVE","10613"
"348","GGY;GBR","Guernsey;United Kingdom","SUSPENDED","10390"
"349","HKG","Hong Kong","SUSPENDED","10406"
"350","PAN","Panama","UNRECOVERABLE ACCOUNTS","10437"
"351","HKG","Hong Kong","INACTIVE","10468"
"352","THA","Thailand","INACTIVE","10624"
"353","HKG","Hong Kong","SUSPENDED","10682"
"354","HKG","Hong Kong","ACTIVE","10692"
"355","JEY;GBR","Jersey;United Kingdom","UNRECOVERABLE ACCOUNTS","10714"
"356","HKG","Hong Kong","ACTIVE","10729"
"357","CHE","Switzerland","ACTIVE","10730"
"358","PAN","Panama","ACTIVE","10736"
"359","GBR","United Kingdom","SUSPENDED","1075"
"360","TWN","Taiwan, Province of China","ACTIVE","10759"
"361","HKG","Hong Kong","ACTIVE","10793"
"362","FRA","France","SUSPENDED","10794"
"363","HKG","Hong Kong","ACTIVE","10804"
"364","ECU","Ecuador","SUSPENDED","10817"
"365","HKG","Hong Kong","ACTIVE","10822"
"366","CHE","Switzerland","ACTIVE","10404"
"367","","","","10423"
"368","","","","10424"
"369","","","","10429"
"370","ARG","Argentina","SUSPENDED","1043"
"371","HKG","Hong Kong","INACTIVE","10438"
"372","HKG","Hong Kong","SUSPENDED","10464"
"373","ZAF","South Africa","SUSPENDED","10484"
"374","JEY;GBR","Jersey;United Kingdom","UNRECOVERABLE ACCOUNTS","1049"
"375","COL","Colombia","ACTIVE","1051"
"376","CHE","Switzerland","ACTIVE","10393"
"377","CHE","Switzerland","ACTIVE","10394"
"378","HKG","Hong Kong","INACTIVE","10430"
"379","CHE","Switzerland","SUSPENDED","10441"
"380","HKG","Hong Kong","SUSPENDED","10461"
"381","CHE","Switzerland","SUSPENDED","1047"
"382","ARE","United Arab Emirates","ACTIVE","10479"
"383","GGY;GBR","Guernsey;United Kingdom","ACTIVE","10482"
"384","HKG","Hong Kong","SUSPENDED","10488"
"385","HKG","Hong Kong","SUSPENDED","10489"
"386","CHE","Switzerland","ACTIVE","10524"
"387","CHE","Switzerland","ACTIVE","10527"
"388","CHE","Switzerland","SUSPENDED","10530"
"389","LUX","Luxembourg","SUSPENDED","10539"
"390","MCO","Monaco","ACTIVE","10565"
"391","GBR","United Kingdom","SUSPENDED","10475"
"392","ZAF","South Africa","SUSPENDED","105"
"393","ZAF","South Africa","SUSPENDED","10557"
"394","ARG","Argentina","SUSPENDED","10559"
"395","TWN","Taiwan, Province of China","ACTIVE","10561"
"396","HKG","Hong Kong","ACTIVE","10581"
"397","URY","Uruguay","ACTIVE","10493"
"398","CHE","Switzerland","ACTIVE","10506"
"399","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","10514"
"400","CHE","Switzerland","ACTIVE","10526"
"401","CHE","Switzerland","SUSPENDED","10532"
"402","CHE","Switzerland","ACTIVE","10546"
"403","ESP","Spain","ACTIVE","10547"
"404","ARG","Argentina","SUSPENDED","10772"
"405","HKG","Hong Kong","SUSPENDED","10780"
"406","ESP","Spain","ACTIVE","10783"
"407","HKG","Hong Kong","ACTIVE","10795"
"408","VEN","Venezuela, Bolivarian Republic of","INACTIVE","1081"
"409","HKG","Hong Kong","ACTIVE","10812"
"410","ARG","Argentina","INACTIVE","10962"
"411","ARG","Argentina","ACTIVE","10977"
"412","HKG","Hong Kong","SUSPENDED","10995"
"413","HKG","Hong Kong","ACTIVE","10819"
"414","HKG","Hong Kong","ACTIVE","10825"
"415","GBR","United Kingdom","ACTIVE","1059"
"416","USA","United States","SUSPENDED","10594"
"417","PER","Peru","INACTIVE","106"
"418","CZE","Czech Republic","SUSPENDED","10625"
"419","CHE","Switzerland","SUSPENDED","10630"
"420","CHE","Switzerland","SUSPENDED","10633"
"421","PRT","Portugal","INACTIVE","10656"
"422","ARE","United Arab Emirates","ACTIVE","10662"
"423","PAN","Panama","ACTIVE","10675"
"424","KOR","Korea, Republic of","SUSPENDED","10695"
"425","HKG","Hong Kong","SUSPENDED","10831"
"426","CHN","China","SUSPENDED","10834"
"427","JEY;GBR","Jersey;United Kingdom","SUSPENDED","10839"
"428","HKG","Hong Kong","SUSPENDED","10848"
"429","HKG","Hong Kong","SUSPENDED","10849"
"430","HKG","Hong Kong","ACTIVE","10890"
"431","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","10901"
"432","HKG","Hong Kong","SUSPENDED","10856"
"433","HKG","Hong Kong","SUSPENDED","10949"
"434","HKG","Hong Kong","ACTIVE","10950"
"435","CRI","Costa Rica","INACTIVE","11003"
"436","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","10497"
"437","CHE","Switzerland","ACTIVE","10503"
"438","GBR","United Kingdom","ACTIVE","10517"
"439","CHE","Switzerland","SUSPENDED","10523"
"440","THA","Thailand","INACTIVE","10551"
"441","BHS","Bahamas","SUSPENDED","10566"
"442","CHE","Switzerland","ACTIVE","10578"
"443","BHS","Bahamas","UNRECOVERABLE ACCOUNTS","1058"
"444","GGY;GBR","Guernsey;United Kingdom","SUSPENDED","10584"
"445","CHE","Switzerland","ACTIVE","10596"
"446","FRA","France","SUSPENDED","10699"
"447","GBR","United Kingdom","SUSPENDED","107"
"448","GBR","United Kingdom","INACTIVE","1070"
"449","GBR","United Kingdom","SUSPENDED","10720"
"450","CHE","Switzerland","SUSPENDED","10723"
"451","HKG","Hong Kong","ACTIVE","10837"
"452","GIB","Gibraltar","SUSPENDED","10896"
"453","HKG","Hong Kong","SUSPENDED","10951"
"454","GBR","United Kingdom","SUSPENDED","1074"
"455","HKG","Hong Kong","SUSPENDED","10766"
"456","THA","Thailand","SUSPENDED","10768"
"457","PAN","Panama","SUSPENDED","10771"
"458","GGY;GBR","Guernsey;United Kingdom","SUSPENDED","10774"
"459","HKG","Hong Kong","SUSPENDED","10510"
"460","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","10515"
"461","CHE","Switzerland","ACTIVE","10525"
"462","CHE","Switzerland","ACTIVE","10535"
"463","JEY;GBR","Jersey;United Kingdom","SUSPENDED","1054"
"464","AND","Andorra","SUSPENDED","10541"
"465","GIB","Gibraltar","SUSPENDED","10542"
"466","SAU","Saudi Arabia","SUSPENDED","10570"
"467","CAN","Canada","SUSPENDED","10836"
"468","HKG","Hong Kong","SUSPENDED","10850"
"469","JEY;GBR","Jersey;United Kingdom","INACTIVE","1092"
"470","ECU","Ecuador","SUSPENDED","10923"
"471","CRI","Costa Rica","DELINQUENT","11046"
"472","HKG","Hong Kong","SUSPENDED","11068"
"473","PAN","Panama","ACTIVE","10943"
"474","GGY;GBR","Guernsey;United Kingdom","SUSPENDED","10775"
"475","HKG","Hong Kong","ACTIVE","10784"
"476","TWN","Taiwan, Province of China","ACTIVE","10786"
"477","HKG","Hong Kong","ACTIVE","10788"
"478","HKG","Hong Kong","ACTIVE","10801"
"479","CHN","China","SUSPENDED","10813"
"480","DEU","Germany","SUSPENDED","1082"
"481","CYP","Cyprus","SUSPENDED","10820"
"482","HKG","Hong Kong","SUSPENDED","10560"
"483","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","10572"
"484","HKG","Hong Kong","SUSPENDED","10583"
"485","ESP","Spain","UNRECOVERABLE ACCOUNTS","10592"
"486","MCO","Monaco","SUSPENDED","1061"
"487","CYM","Cayman Islands","SUSPENDED","10610"
"488","ISR","Israel","SUSPENDED","10645"
"489","FRA","France","SUSPENDED","10661"
"490","CHE","Switzerland","ACTIVE","10673"
"491","CHE","Switzerland","ACTIVE","10576"
"492","CYP","Cyprus","ACTIVE","11132"
"493","GBR","United Kingdom","SUSPENDED","11134"
"494","LVA","Latvia","ACTIVE","10587"
"495","CHE","Switzerland","SUSPENDED","10591"
"496","CHE","Switzerland","SUSPENDED","10606"
"497","USA","United States","SUSPENDED","10611"
"498","CHE","Switzerland","SUSPENDED","10634"
"499","ATG","Antigua and Barbuda","SUSPENDED","10635"
"500","GBR","United Kingdom","SUSPENDED","10638"
"501","ESP","Spain","SUSPENDED","10641"
"502","CHE","Switzerland","ACTIVE","10648"
"503","CHE","Switzerland","SUSPENDED","10649"
"504","HKG","Hong Kong","SUSPENDED","11069"
"505","HKG","Hong Kong","ACTIVE","11082"
"506","JEY;GBR","Jersey;United Kingdom","INACTIVE","11099"
"507","URY","Uruguay","ACTIVE","11103"
"508","HKG","Hong Kong","SUSPENDED","11137"
"509","HKG","Hong Kong","SUSPENDED","11142"
"510","HKG","Hong Kong","SUSPENDED","11166"
"511","HKG","Hong Kong","ACTIVE","11185"
"512","HKG","Hong Kong","ACTIVE","11005"
"513","ARG","Argentina","SUSPENDED","11063"
"514","FRA","France","SUSPENDED","1111"
"515","PAN","Panama","ACTIVE","11130"
"516","HKG","Hong Kong","SUSPENDED","11029"
"517","HKG","Hong Kong","SUSPENDED","11101"
"518","HKG","Hong Kong","ACTIVE","11141"
"519","HKG","Hong Kong","ACTIVE","11033"
"520","HKG","Hong Kong","SUSPENDED","11038"
"521","ARG","Argentina","ACTIVE","11067"
"522","ARG","Argentina","SUSPENDED","11083"
"523","ARG","Argentina","ACTIVE","11086"
"524","CHE","Switzerland","SUSPENDED","10254"
"525","CHE","Switzerland","ACTIVE","10273"
"526","CHE","Switzerland","ACTIVE","10275"
"527","CHE","Switzerland","SUSPENDED","10280"
"528","CHE","Switzerland","ACTIVE","10297"
"529","CHE","Switzerland","SUSPENDED","1030"
"530","GTM","Guatemala","SUSPENDED","10344"
"531","PRT","Portugal","SUSPENDED","10345"
"532","CHE","Switzerland","SUSPENDED","10353"
"533","HKG","Hong Kong","SUSPENDED","10385"
"534","","","","10420"
"535","VEN","Venezuela, Bolivarian Republic of","INACTIVE","10690"
"536","VEN","Venezuela, Bolivarian Republic of","ACTIVE","10712"
"537","CHE","Switzerland","ACTIVE","10722"
"538","CHE","Switzerland","SUSPENDED","1073"
"539","UKR","Ukraine","SUSPENDED","10732"
"540","NZL","New Zealand","SUSPENDED","10753"
"541","MLT","Malta","ACTIVE","10778"
"542","PAN","Panama","SUSPENDED","10792"
"543","LIE","Liechtenstein","ACTIVE","108"
"544","HKG","Hong Kong","SUSPENDED","10845"
"545","ARG","Argentina","UNRECOVERABLE ACCOUNTS","11209"
"546","GBR","United Kingdom","CLIENT IN REPRESENTATIVE TERRITORY","1121"
"547","UKR","Ukraine","UNRECOVERABLE ACCOUNTS","11248"
"548","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","11340"
"549","CHL","Chile","SUSPENDED","11346"
"550","USA","United States","SUSPENDED","11347"
"551","HKG","Hong Kong","ACTIVE","11348"
"552","URY","Uruguay","SUSPENDED","11353"
"553","THA","Thailand","INACTIVE","11356"
"554","CAN","Canada","SUSPENDED","10663"
"555","HKG","Hong Kong","ACTIVE","10676"
