"","country_codes","countries","status","internal_id"
"2985","COL","Colombia","ACTIVE","24767"
"2986","CHE","Switzerland","ACTIVE","24814"
"2987","PAN","Panama","ACTIVE","24819"
"2988","BRA","Brazil","ACTIVE","24830"
"2989","","","","24888"
"2990","PAN","Panama","ACTIVE","24910"
"2991","CHE","Switzerland","ACTIVE","24919"
"2992","ECU","Ecuador","ACTIVE","24937"
"2993","GIB","Gibraltar","INACTIVE","24938"
"2994","CHE","Switzerland","ACTIVE","18264"
"2995","USA","United States","ACTIVE","18282"
"2996","BHS","Bahamas","SUSPENDED","18312"
"2997","BRA","Brazil","ACTIVE","18410"
"2998","CAN","Canada","SUSPENDED","18433"
"2999","HKG","Hong Kong","SUSPENDED","18446"
"3000","HKG","Hong Kong","SUSPENDED","18448"
"3001","CHE","Switzerland","SUSPENDED","18451"
"3002","","","","18481"
"3003","HKG","Hong Kong","SUSPENDED","18484"
"3004","ECU","Ecuador","SUSPENDED","15651"
"3005","JEY;GBR","Jersey;United Kingdom","INACTIVE","1567"
"3006","HKG","Hong Kong","SUSPENDED","15699"
"3007","ARG","Argentina","ACTIVE","15702"
"3008","HKG","Hong Kong","SUSPENDED","15716"
"3009","HKG","Hong Kong","ACTIVE","15735"
"3010","KWT","Kuwait","ACTIVE","15798"
"3011","GBR","United Kingdom","SUSPENDED","1582"
"3012","IMN","Isle of Man","ACTIVE","15838"
"3013","HKG","Hong Kong","ACTIVE","18499"
"3014","URY","Uruguay","SUSPENDED","18516"
"3015","CHE","Switzerland","ACTIVE","18563"
"3016","GTM","Guatemala","ACTIVE","18602"
"3017","CHE","Switzerland","ACTIVE","18604"
"3018","","","","18622"
"3019","PAN","Panama","SUSPENDED","18656"
"3020","PAN","Panama","SUSPENDED","187"
"3021","CYM","Cayman Islands","SUSPENDED","18726"
"3022","CHN","China","ACTIVE","18728"
"3023","PAN","Panama","SUSPENDED","18752"
"3024","USA","United States","SUSPENDED","18775"
"3025","SLV","El Salvador","SUSPENDED","18778"
"3026","CHE","Switzerland","ACTIVE","18802"
"3027","USA","United States","ACTIVE","18881"
"3028","CRI","Costa Rica","SUSPENDED","18962"
"3029","USA","United States","ACTIVE","18980"
"3030","DEU","Germany","SUSPENDED","18988"
"3031","CHE","Switzerland","ACTIVE","18990"
"3032","BRA","Brazil","ACTIVE","19009"
"3033","KWT","Kuwait","ACTIVE","20620"
"3034","COL","Colombia","ACTIVE","20697"
"3035","CHN","China","ACTIVE","20698"
"3036","USA","United States","ACTIVE","20738"
"3037","PAN","Panama","ACTIVE","20740"
"3038","DOM","Dominican Republic","ACTIVE","20758"
"3039","URY","Uruguay","ACTIVE","20770"
"3040","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","20783"
"3041","USA","United States","ACTIVE","20797"
"3042","PAN","Panama","ACTIVE","15928"
"3043","PAN","Panama","SUSPENDED","15951"
"3044","USA","United States","ACTIVE","15996"
"3045","USA","United States","ACTIVE","16002"
"3046","USA","United States","ACTIVE","16039"
"3047","","","","16070"
"3048","","","","16096"
"3049","","","","16097"
"3050","","","","16107"
"3051","","","","16135"
"3052","","","","16137"
"3053","","","","16161"
"3054","","","","16169"
"3055","","","","16171"
"3056","","","","16172"
"3057","FRA","France","SUSPENDED","1629"
"3058","URY","Uruguay","ACTIVE","14827"
"3059","BRA","Brazil","ACTIVE","14831"
"3060","JEY;GBR","Jersey;United Kingdom","ACTIVE","14892"
"3061","MYS","Malaysia","SUSPENDED","1499"
"3062","USA","United States","SUSPENDED","150"
"3063","CAN","Canada","ACTIVE","15013"
"3064","BEL","Belgium","SUSPENDED","15044"
"3065","PAN","Panama","SUSPENDED","15055"
"3066","PAN","Panama","ACTIVE","24971"
"3067","ECU","Ecuador","ACTIVE","24988"
"3068","BRA","Brazil","ACTIVE","25043"
"3069","USA","United States","ACTIVE","25053"
"3070","","","","25135"
"3071","COL","Colombia","ACTIVE","25167"
"3072","CHN","China","INACTIVE","25200"
"3073","","","","25220"
"3074","","","","25230"
"3075","CHE;FRA","Switzerland;France","SUSPENDED","25283"
"3076","JEY;GBR","Jersey;United Kingdom","INACTIVE","25301"
"3077","","","ACTIVE","25348"
"3078","AUT","Austria","SUSPENDED","15494"
"3079","CHE","Switzerland","SUSPENDED","155"
"3080","CYM","Cayman Islands","ACTIVE","15518"
"3081","PAN","Panama","SUSPENDED","15560"
"3082","HKG","Hong Kong","ACTIVE","15514"
"3083","CHN","China","ACTIVE","15562"
"3084","CHN","China","ACTIVE","15567"
"3085","CHE","Switzerland","SUSPENDED","1566"
"3086","","","","16407"
"3087","HKG","Hong Kong","SUSPENDED","1649"
"3088","","","","16504"
"3089","","","","16551"
"3090","","","","16554"
"3091","","","","16565"
"3092","","","","16568"
"3093","","","","16579"
"3094","","","","16580"
"3095","","","","16598"
"3096","","","","16609"
"3097","","","","16713"
"3098","","","","16724"
"3099","","","","16731"
"3100","","","","16735"
"3101","","","","16736"
"3102","","","","16737"
"3103","","","","16738"
"3104","","","","16742"
"3105","","","","16760"
"3106","CHE","Switzerland","SUSPENDED","168"
"3107","USA","United States","SUSPENDED","16844"
"3108","HKG","Hong Kong","SUSPENDED","20829"
"3109","BRA","Brazil","ACTIVE","20837"
"3110","CAN","Canada","UNRECOVERABLE ACCOUNTS","20869"
"3111","URY","Uruguay","ACTIVE","20884"
"3112","CHL","Chile","SUSPENDED","20959"
"3113","GGY;GBR","Guernsey;United Kingdom","SUSPENDED","2098"
"3114","JEY;GBR","Jersey;United Kingdom","ACTIVE","21016"
"3115","","","","21023"
"3116","ESP","Spain","SUSPENDED","21036"
"3117","EGY;GRC","Egypt;Greece","ACTIVE","16921"
"3118","HKG","Hong Kong","ACTIVE","16977"
"3119","FRA","France","SUSPENDED","16979"
"3120","PAN;CHE","Panama;Switzerland","SUSPENDED","17"
"3121","CAN","Canada","UNRECOVERABLE ACCOUNTS","1704"
"3122","HKG","Hong Kong","SUSPENDED","17204"
"3123","COL","Colombia","ACTIVE","17242"
"3124","BRA","Brazil","ACTIVE","17255"
"3125","IMN","Isle of Man","SUSPENDED","17327"
"3126","LIE","Liechtenstein","ACTIVE","15091"
"3127","HKG","Hong Kong","SUSPENDED","15115"
"3128","ITA","Italy","SUSPENDED","15150"
"3129","BRA","Brazil","ACTIVE","15209"
"3130","BRA","Brazil","ACTIVE","15212"
"3131","CHE","Switzerland","SUSPENDED","15223"
"3132","BRA","Brazil","ACTIVE","15228"
"3133","FRA","France","SUSPENDED","15265"
"3134","BRA","Brazil","ACTIVE","15337"
"3135","","","","19421"
"3136","USA","United States","SUSPENDED","19453"
"3137","HKG","Hong Kong","ACTIVE","19642"
"3138","HKG","Hong Kong","ACTIVE","19685"
"3139","HKG","Hong Kong","SUSPENDED","19707"
"3140","BRA","Brazil","ACTIVE","19016"
"3141","BRA","Brazil","ACTIVE","19070"
"3142","CHE","Switzerland","SUSPENDED","19688"
"3143","MLT","Malta","ACTIVE","19690"
"3144","CHN","China","ACTIVE","19742"
"3145","AUT","Austria","ACTIVE","19078"
"3146","PAN","Panama","SUSPENDED","191"
"3147","HKG","Hong Kong","SUSPENDED","19120"
"3148","URY","Uruguay","ACTIVE","19298"
"3149","HKG","Hong Kong","SUSPENDED","193"
"3150","PRT","Portugal","PROSPECT","19313"
"3151","PAN","Panama","SUSPENDED","194"
"3152","USA","United States","SUSPENDED","21044"
"3153","ESP","Spain","SUSPENDED","21053"
"3154","COL","Colombia","ACTIVE","21110"
"3155","CHN","China","SUSPENDED","21131"
"3156","CHE","Switzerland","ACTIVE","21142"
"3157","","","","21150"
"3158","BHS","Bahamas","SUSPENDED","21156"
"3159","FRA","France","ACTIVE","21234"
"3160","","","","21240"
"3161","URY","Uruguay","ACTIVE","19491"
"3162","COL","Colombia","SUSPENDED","19510"
"3163","PAN","Panama","DELINQUENT","19556"
"3164","HKG","Hong Kong","ACTIVE","21263"
"3165","ECU","Ecuador","ACTIVE","25357"
"3166","BRA","Brazil","ACTIVE","25391"
"3167","ECU","Ecuador","ACTIVE","25402"
"3168","HKG","Hong Kong","ACTIVE","25417"
"3169","CYP","Cyprus","ACTIVE","25439"
"3170","","","","25450"
"3171","JEY;GBR","Jersey;United Kingdom","SUSPENDED","2546"
"3172","ESP","Spain","ACTIVE","25463"
"3173","BRA","Brazil","ACTIVE","25465"
"3174","IMN","Isle of Man","ACTIVE","25554"
"3175","CHE","Switzerland","ACTIVE","15706"
"3176","HKG","Hong Kong","ACTIVE","15711"
"3177","BMU","Bermuda","ACTIVE","15731"
"3178","GBR;ARE","United Kingdom;United Arab Emirates","SUSPENDED","15736"
"3179","USA","United States","ACTIVE","15737"
"3180","CHE","Switzerland","ACTIVE","15742"
"3181","HKG","Hong Kong","SUSPENDED","15764"
"3182","MOZ","Mozambique","SUSPENDED","15769"
"3183","LIE","Liechtenstein","ACTIVE","15775"
"3184","CHE","Switzerland","ACTIVE","19460"
"3185","BRA","Brazil","ACTIVE","19469"
"3186","CHE","Switzerland","SUSPENDED","19569"
"3187","","","","19570"
"3188","PAN","Panama","SUSPENDED","19578"
"3189","CHN","China","SUSPENDED","19583"
"3190","ESP","Spain","SUSPENDED","19603"
"3191","CHE","Switzerland","ACTIVE","15350"
"3192","BRA","Brazil","ACTIVE","15352"
"3193","CHE","Switzerland","ACTIVE","15364"
"3194","BRA","Brazil","ACTIVE","15368"
"3195","GBR","United Kingdom","ACTIVE","15506"
"3196","IMN","Isle of Man","SUSPENDED","15508"
"3197","SWE","Sweden","SUSPENDED","1551"
"3198","CHN","China","SUSPENDED","15512"
"3199","URY","Uruguay","ACTIVE","15515"
"3200","HKG","Hong Kong","ACTIVE","15637"
"3201","","","","19617"
"3202","CHN;HKG","China;Hong Kong","ACTIVE","19639"
"3203","CHE","Switzerland","ACTIVE","19704"
"3204","DOM","Dominican Republic","ACTIVE","19715"
"3205","PAN","Panama","PROSPECT","19754"
"3206","GBR","United Kingdom","SUSPENDED","198"
"3207","PAN","Panama","ACTIVE","19828"
"3208","PAN;USA","Panama;United States","DELINQUENT","19862"
"3209","USA","United States","SUSPENDED","19867"
"3210","GIB","Gibraltar","ACTIVE","19851"
"3211","","","","19877"
"3212","BHS","Bahamas","SUSPENDED","19890"
"3213","BRA","Brazil","ACTIVE","19911"
"3214","HKG;CHN","Hong Kong;China","ACTIVE","19915"
"3215","FRA","France","UNRECOVERABLE ACCOUNTS","20029"
"3216","NLD","Netherlands","SUSPENDED","20040"
"3217","URY","Uruguay","ACTIVE","20067"
"3218","USA","United States","ACTIVE","20088"
"3219","GBR","United Kingdom","SUSPENDED","2014"
"3220","BHS","Bahamas","SUSPENDED","2016"
"3221","BHS","Bahamas","SUSPENDED","15788"
"3222","HKG","Hong Kong","SUSPENDED","15882"
"3223","CRI","Costa Rica","ACTIVE","15917"
"3224","BRA","Brazil","ACTIVE","15929"
"3225","NLD","Netherlands","SUSPENDED","15950"
"3226","HKG","Hong Kong","DELINQUENT","16063"
"3227","","","","16064"
"3228","JEY;GBR","Jersey;United Kingdom","SUSPENDED","1607"
"3229","","","","16072"
"3230","","","","16117"
"3231","","","","16120"
"3232","","","","25635"
"3233","","","","25717"
"3234","","","","25722"
"3235","CHE","Switzerland","ACTIVE","17588"
"3236","LUX","Luxembourg","ACTIVE","17592"
"3237","","","","16157"
"3238","","","","16170"
"3239","","","","16282"
"3240","","","","16302"
"3241","","","","16312"
"3242","","","","16323"
"3243","","","","16340"
"3244","","","","16350"
"3245","","","","16352"
"3246","","","","16363"
"3247","HKG","Hong Kong","ACTIVE","25741"
"3248","CHE","Switzerland","ACTIVE","25763"
"3249","JEY;GBR","Jersey;United Kingdom","SUSPENDED","2578"
"3250","MCO","Monaco","ACTIVE","25781"
"3251","IMN","Isle of Man","SUSPENDED","25785"
"3252","CHE","Switzerland","ACTIVE","25793"
"3253","LUX","Luxembourg","ACTIVE","25821"
"3254","IDN","Indonesia","SUSPENDED","25937"
"3255","KEN","Kenya","SUSPENDED","19815"
"3256","CHN","China","SUSPENDED","19844"
"3257","BMU","Bermuda","SUSPENDED","19858"
"3258","COL","Colombia","ACTIVE","19945"
"3259","URY","Uruguay","ACTIVE","19967"
"3260","JEY;GBR","Jersey;United Kingdom","ACTIVE","19975"
"3261","CHE","Switzerland","ACTIVE","19991"
"3262","PAN","Panama","ACTIVE","20006"
"3263","TUR","Turkey","ACTIVE","20081"
"3264","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","17343"
"3265","CHE","Switzerland","ACTIVE","17383"
"3266","COL","Colombia","ACTIVE","17420"
"3267","BRA","Brazil","ACTIVE","17426"
"3268","","","","17572"
"3269","","","","17573"
"3270","USA","United States","ACTIVE","17583"
"3271","LUX","Luxembourg","SUSPENDED","174"
"3272","CHE","Switzerland","ACTIVE","175"
"3273","HKG","Hong Kong","SUSPENDED","1620"
"3274","HKG","Hong Kong","SUSPENDED","1630"
"3275","","","","16365"
"3276","","","","16429"
"3277","HKG","Hong Kong","SUSPENDED LEGAL","1644"
"3278","","","","16482"
"3279","ZAF","South Africa","UNRECOVERABLE ACCOUNTS","1652"
"3280","","","","16545"
"3281","HKG","Hong Kong","SUSPENDED","1655"
"3282","CHN","China","SUSPENDED","21354"
"3283","","","","21375"
"3284","USA","United States","ACTIVE","21383"
"3285","JEY;GBR","Jersey;United Kingdom","ACTIVE","21407"
"3286","HKG","Hong Kong","ACTIVE","21431"
"3287","CHN","China","SUSPENDED","21471"
"3288","PAN;USA","Panama;United States","ACTIVE","21473"
"3289","USA","United States","SUSPENDED","21481"
"3290","GTM","Guatemala","ACTIVE","21490"
"3291","","","","20090"
"3292","PAN","Panama","SUSPENDED","20097"
"3293","BRA","Brazil","ACTIVE","18452"
"3294","","","","18513"
"3295","BRA","Brazil","ACTIVE","18542"
"3296","","","","18576"
"3297","USA","United States","ACTIVE","18603"
"3298","PAN","Panama","ACTIVE","18766"
"3299","ARE","United Arab Emirates","ACTIVE","20263"
"3300","PAN","Panama","ACTIVE","20328"
"3301","HKG","Hong Kong","ACTIVE","20335"
"3302","LBN","Lebanon","ACTIVE","20486"
"3303","PAN","Panama","SUSPENDED","205"
"3304","URY","Uruguay","ACTIVE","20503"
"3305","HKG","Hong Kong","SUSPENDED","20513"
"3306","HKG","Hong Kong","ACTIVE","15646"
"3307","ZAF","South Africa","SUSPENDED","15668"
"3308","CZE","Czech Republic","SUSPENDED","15669"
"3309","USA","United States","ACTIVE","15679"
"3310","CHE","Switzerland","ACTIVE","15693"
"3311","GBR","United Kingdom","SUSPENDED","1571"
"3312","HKG","Hong Kong","SUSPENDED","15749"
"3313","GGY;GBR","Guernsey;United Kingdom","ACTIVE","15754"
"3314","ZWE","Zimbabwe","ACTIVE","21494"
"3315","","","","21530"
"3316","HKG","Hong Kong","SUSPENDED","21541"
"3317","SYC","Seychelles","SUSPENDED","21664"
"3318","COL","Colombia","ACTIVE","21705"
"3319","BRA","Brazil","ACTIVE","25956"
"3320","HKG","Hong Kong","ACTIVE","21658"
"3321","PAN","Panama","ACTIVE","21670"
"3322","HKG","Hong Kong","SUSPENDED","21683"
"3323","HKG","Hong Kong","ACTIVE","21748"
"3324","BRA","Brazil","ACTIVE","25982"
"3325","RUS","Russian Federation","PROSPECT","25992"
"3326","MCO","Monaco","SUSPENDED","260"
"3327","HKG","Hong Kong","ACTIVE","26009"
"3328","","","","26062"
"3329","VEN","Venezuela, Bolivarian Republic of","ACTIVE","26076"
"3330","CHE","Switzerland","ACTIVE","26127"
"3331","COL","Colombia","ACTIVE","26136"
"3332","CHE","Switzerland","ACTIVE","26247"
"3333","JEY;GBR","Jersey;United Kingdom","ACTIVE","20315"
"3334","HKG","Hong Kong","ACTIVE","20345"
"3335","COL","Colombia","ACTIVE","20424"
"3336","CHE","Switzerland","SUSPENDED","20427"
"3337","FRA","France","SUSPENDED","20447"
"3338","USA","United States","ACTIVE","20453"
"3339","CHE","Switzerland","ACTIVE","18197"
"3340","CHE","Switzerland","ACTIVE","18198"
"3341","","","","18207"
"3342","CHE","Switzerland","ACTIVE","18267"
"3343","","","","18342"
"3344","NLD","Netherlands","SUSPENDED","1836"
"3345","HKG","Hong Kong","ACTIVE","20462"
"3346","","","","20519"
"3347","","","","20571"
"3348","AUS","Australia","SUSPENDED","20647"
"3349","GIB","Gibraltar","INACTIVE","15772"
"3350","SAU","Saudi Arabia","SUSPENDED","15785"
"3351","BHS","Bahamas","ACTIVE","15804"
"3352","VEN","Venezuela, Bolivarian Republic of","SUSPENDED","15817"
"3353","URY","Uruguay","ACTIVE","15832"
"3354","GRC","Greece","ACTIVE","15960"
"3355","USA","United States","ACTIVE","15997"
"3356","","","","16114"
"3357","","","","16130"
"3358","","","","16148"
"3359","HKG","Hong Kong","ACTIVE","1615"
"3360","BRA","Brazil","ACTIVE","26252"
"3361","URY","Uruguay","ACTIVE","26304"
"3362","LBN","Lebanon","ACTIVE","26355"
"3363","SLV","El Salvador","ACTIVE","26358"
"3364","","","","26431"
"3365","","","","26441"
"3366","RUS","Russian Federation","SUSPENDED","26480"
"3367","CHN","China","SUSPENDED","26497"
"3368","","","","26508"
"3369","ARE","United Arab Emirates","ACTIVE","26532"
"3370","CHE","Switzerland","ACTIVE","26545"
"3371","ARE","United Arab Emirates","ACTIVE","17603"
"3372","ARE","United Arab Emirates","ACTIVE","17612"
"3373","LUX","Luxembourg","SUSPENDED","1766"
"3374","","","","17685"
"3375","HKG","Hong Kong","SUSPENDED","17706"
"3376","CHE","Switzerland","SUSPENDED","17716"
"3377","USA","United States","ACTIVE","17750"
"3378","USA","United States","ACTIVE","17766"
"3379","CHN;HKG","China;Hong Kong","SUSPENDED","17794"
"3380","CHE","Switzerland","ACTIVE","17843"
"3381","CHE","Switzerland","SUSPENDED","2656"
"3382","GTM","Guatemala","ACTIVE","26627"
"3383","GTM","Guatemala","ACTIVE","26630"
"3384","GTM","Guatemala","ACTIVE","26665"
"3385","CRI","Costa Rica","SUSPENDED","26669"
"3386","GTM","Guatemala","UNRECOVERABLE ACCOUNTS","26691"
"3387","GTM","Guatemala","ACTIVE","26697"
"3388","GTM","Guatemala","ACTIVE","26745"
"3389","GTM","Guatemala","ACTIVE","26751"
"3390","GTM","Guatemala","ACTIVE","26756"
"3391","USA","United States","ACTIVE","17845"
"3392","CZE","Czech Republic","ACTIVE","17896"
"3393","VEN","Venezuela, Bolivarian Republic of","ACTIVE","17958"
"3394","","","","17977"
"3395","CHE","Switzerland","ACTIVE","17990"
"3396","ESP","Spain","SUSPENDED","18084"
"3397","CYM","Cayman Islands","SUSPENDED","181"
"3398","HKG","Hong Kong","ACTIVE","17937"
"3399","HKG","Hong Kong","SUSPENDED","17961"
"3400","DOM","Dominican Republic","SUSPENDED","18231"
"3401","GTM","Guatemala","ACTIVE","18339"
"3402","HKG;CHN","Hong Kong;China","ACTIVE","18366"
"3403","JEY;GBR","Jersey;United Kingdom","ACTIVE","18416"
"3404","COL","Colombia","ACTIVE","1872"
"3405","HKG","Hong Kong","SUSPENDED","18757"
"3406","CHE","Switzerland","ACTIVE","18769"
"3407","GTM","Guatemala","ACTIVE","18808"
"3408","","","","18820"
"3409","BRA","Brazil","ACTIVE","18880"
"3410","PAN","Panama","SUSPENDED","18895"
"3411","USA","United States","ACTIVE","18936"
"3412","ZAF","South Africa","PROSPECT","18961"
"3413","JEY;GBR","Jersey;United Kingdom","ACTIVE","18979"
"3414","BRA","Brazil","ACTIVE","19011"
"3415","URY","Uruguay","ACTIVE","19022"
"3416","CYM","Cayman Islands","SUSPENDED","19073"
"3417","CHE","Switzerland","ACTIVE","19077"
"3418","GBR","United Kingdom","SUSPENDED","19083"
"3419","HKG","Hong Kong","ACTIVE","20515"
"3420","HKG","Hong Kong","ACTIVE","20518"
"3421","","","","20559"
"3422","FIN","Finland","SUSPENDED","20573"
"3423","ABW","Aruba","SUSPENDED","20579"
"3424","FRA","France","SUSPENDED","20597"
"3425","COL","Colombia","ACTIVE","20616"
"3426","BRA","Brazil","ACTIVE","20618"
"3427","JEY;GBR","Jersey;United Kingdom","ACTIVE","20642"
"3428","HKG","Hong Kong","ACTIVE","21793"
"3429","BRA","Brazil","ACTIVE","21807"
"3430","CHE","Switzerland","ACTIVE","21808"
"3431","HKG","Hong Kong","ACTIVE","21819"
"3432","BRA","Brazil","ACTIVE","21880"
"3433","CHE","Switzerland","ACTIVE","21937"
"3434","IMN","Isle of Man","ACTIVE","21995"
"3435","ARG","Argentina","SUSPENDED","22006"
"3436","","","","22007"
"3437","MLT","Malta","SUSPENDED","22062"
"3438","PAN","Panama","SUSPENDED","20757"
"3439","HKG","Hong Kong","SUSPENDED","20802"
"3440","HKG","Hong Kong","SUSPENDED","20823"
"3441","JEY;GBR","Jersey;United Kingdom","ACTIVE","20834"
"3442","CHN","China","SUSPENDED","20772"
"3443","JEY;GBR","Jersey;United Kingdom","ACTIVE","20798"
"3444","MUS","Mauritius","ACTIVE","20804"
"3445","HKG","Hong Kong","ACTIVE","20814"
"3446","ECU","Ecuador","ACTIVE","20819"
"3447","HKG","Hong Kong","ACTIVE","20860"
"3448","","","","20872"
"3449","CHE","Switzerland","ACTIVE","20885"
"3450","HKG;CHN","Hong Kong;China","ACTIVE","20894"
"3451","COL","Colombia","ACTIVE","209"
"3452","VGB","Virgin Islands, British","ACTIVE","20900"
"3453","HKG","Hong Kong","ACTIVE","20925"
"3454","","","","20947"
"3455","HKG","Hong Kong","ACTIVE","20949"
"3456","CHN","China","ACTIVE","22069"
"3457","ARE","United Arab Emirates","ACTIVE","22081"
"3458","HKG","Hong Kong","ACTIVE","22082"
"3459","","","","22088"
"3460","GRC","Greece","ACTIVE","22099"
"3461","GTM","Guatemala","ACTIVE","26854"
"3462","BOL","Bolivia, Plurinational State of","SUSPENDED","19847"
"3463","","","","20987"
"3464","USA","United States","ACTIVE","21018"
"3465","CHN","China","ACTIVE","22102"
"3466","ARG","Argentina","SUSPENDED","22138"
"3467","HKG","Hong Kong","ACTIVE","22139"
"3468","HKG","Hong Kong","SUSPENDED","22173"
"3469","HKG","Hong Kong","SUSPENDED","20761"
"3470","SGP","Singapore","SUSPENDED","20767"
"3471","USA","United States","SUSPENDED","20777"
"3472","ECU","Ecuador","SUSPENDED","20868"
"3473","HKG","Hong Kong","SUSPENDED","20882"
"3474","IRL","Ireland","SUSPENDED","20948"
"3475","USA","United States","ACTIVE","20967"
"3476","USA","United States","SUSPENDED","21006"
"3477","URY","Uruguay","ACTIVE","21015"
"3478","GTM","Guatemala","ACTIVE","26758"
"3479","GTM","Guatemala","ACTIVE","26773"
"3480","USA","United States","ACTIVE","26784"
"3481","GTM","Guatemala","ACTIVE","26785"
"3482","GTM","Guatemala","ACTIVE","26806"
"3483","GTM","Guatemala","ACTIVE","26821"
"3484","GTM","Guatemala","ACTIVE","26834"
"3485","GTM","Guatemala","ACTIVE","26842"
"3486","GTM","Guatemala","ACTIVE","26846"
"3487","IMN","Isle of Man","ACTIVE","1910"
"3488","MCO","Monaco","SUSPENDED","19156"
"3489","","","","19171"
"3490","CHL","Chile","INACTIVE","192"
"3491","CRI","Costa Rica","ACTIVE","19267"
"3492","PAN","Panama","ACTIVE","19293"
"3493","IMN","Isle of Man","ACTIVE","19441"
"3494","CHN","China","ACTIVE","19488"
"3495","GTM","Guatemala","ACTIVE","26865"
"3496","GTM","Guatemala","ACTIVE","26869"
"3497","GTM","Guatemala","ACTIVE","26873"
"3498","GTM","Guatemala","ACTIVE","26883"
"3499","GTM","Guatemala","ACTIVE","26904"
"3500","GTM","Guatemala","ACTIVE","26906"
"3501","GTM","Guatemala","ACTIVE","26907"
"3502","GTM","Guatemala","ACTIVE","26924"
"3503","GTM","Guatemala","ACTIVE","26925"
"3504","GTM","Guatemala","ACTIVE","26929"
"3505","GGY;GBR","Guernsey;United Kingdom","ACTIVE","19497"
"3506","JEY;GBR","Jersey;United Kingdom","ACTIVE","19545"
"3507","ARE","United Arab Emirates","ACTIVE","19571"
"3508","","","","19700"
"3509","CHE","Switzerland","SUSPENDED","19734"
"3510","","","","19750"
"3511","HKG","Hong Kong","SUSPENDED","19539"
"3512","HKG","Hong Kong","ACTIVE","19677"
"3513","HKG","Hong Kong","ACTIVE","19745"
"3514","CRI","Costa Rica","ACTIVE","21034"
"3515","CHE","Switzerland","SUSPENDED","21046"
"3516","HKG","Hong Kong","ACTIVE","21050"
"3517","IMN","Isle of Man","SUSPENDED","21055"
"3518","URY","Uruguay","ACTIVE","21057"
"3519","JEY;GBR","Jersey;United Kingdom","INACTIVE","2106"
"3520","","","","21065"
"3521","PAN","Panama","ACTIVE","21067"
"3522","JEY;GBR","Jersey;United Kingdom","ACTIVE","2107"
"3523","CHE","Switzerland","SUSPENDED","21082"
"3524","ESP","Spain","ACTIVE","21087"
"3525","BRA","Brazil","ACTIVE","21101"
"3526","URY","Uruguay","ACTIVE","21115"
"3527","","","","21149"
"3528","HKG","Hong Kong","ACTIVE","21155"
"3529","CYP","Cyprus","SUSPENDED","21184"
"3530","GBR","United Kingdom","UNRECOVERABLE ACCOUNTS","212"
"3531","","","","16188"
"3532","GBR","United Kingdom","SUSPENDED","162"
"3533","","","","16264"
"3534","","","","16275"
"3535","","","","16298"
"3536","","","","16345"
"3537","","","","16369"
"3538","","","","16439"
"3539","","","","16460"
"3540","","","","16461"
"3541","","","","16543"
"3542","","","","16562"
"3543","","","","16570"
"3544","","","","16586"
"3545","","","","16594"
"3546","DEU","Germany","SUSPENDED","166"
"3547","","","","16601"
"3548","","","","16602"
"3549","","","","16612"
"3550","","","","16614"
"3551","","","","16616"
"3552","AND","Andorra","ACTIVE","16662"
"3553","CHN","China","ACTIVE","16701"
"3554","","","","16564"
"3555","","","","16606"
"3556","VEN","Venezuela, Bolivarian Republic of","ACTIVE","16697"
"3557","","","","16717"
"3558","","","","16744"
"3559","","","","16745"
"3560","","","","16792"
"3561","","","","16797"
"3562","","","SUSPENDED","16801"
"3563","USA","United States","ACTIVE","16829"
"3564","COL","Colombia","UNRECOVERABLE ACCOUNTS","16842"
"3565","PRT","Portugal","SUSPENDED","16843"
"3566","URY","Uruguay","ACTIVE","16851"
"3567","LIE","Liechtenstein","ACTIVE","16870"
"3568","HKG","Hong Kong","ACTIVE","21019"
"3569","IRL","Ireland","ACTIVE","21028"
"3570","","","","21030"
"3571","","","","21037"
"3572","","","","21039"
"3573","HKG","Hong Kong","ACTIVE","21042"
"3574","CYM","Cayman Islands","ACTIVE","21059"
"3575","BRA","Brazil","ACTIVE","21103"
"3576","USA","United States","ACTIVE","21108"
"3577","COL","Colombia","ACTIVE","21125"
"3578","COL","Colombia","ACTIVE","21126"
"3579","GTM","Guatemala","ACTIVE","26933"
"3580","GTM","Guatemala","ACTIVE","26961"
"3581","USA","United States","ACTIVE","26994"
"3582","USA","United States","ACTIVE","27040"
"3583","ARG","Argentina","SUSPENDED","27089"
"3584","BRA","Brazil","ACTIVE","27163"
"3585","HKG","Hong Kong","ACTIVE","27185"
"3586","GBR","United Kingdom","ACTIVE","272"
"3587","","","","27242"
"3588","GBR","United Kingdom","SUSPENDED","273"
"3589","","","","27313"
"3590","IMN","Isle of Man","SUSPENDED","1692"
"3591","USA","United States","ACTIVE","16935"
"3592","PAN","Panama","ACTIVE","16963"
"3593","GBR","United Kingdom","SUSPENDED","17031"
"3594","CHN","China","SUSPENDED","17061"
"3595","FRA","France","SUSPENDED","1713"
"3596","","","","17207"
"3597","MCO","Monaco","ACTIVE","1724"
"3598","CHE","Switzerland","ACTIVE","17379"
"3599","ITA","Italy","ACTIVE","22183"
"3600","USA","United States","ACTIVE","22255"
"3601","TUR","Turkey","ACTIVE","22272"
"3602","URY","Uruguay","ACTIVE","22276"
"3603","HKG","Hong Kong","SUSPENDED","22221"
"3604","HKG","Hong Kong","SUSPENDED","22235"
