"","country_codes","countries","status","internal_id"
"159","LIE","Liechtenstein","ACTIVE","9102"
"160","LIE","Liechtenstein","SUSPENDED","8419"
"161","LIE","Liechtenstein","ACTIVE","7382"
"162","LIE","Liechtenstein","ACTIVE","14259"
"163","LIE","Liechtenstein","ACTIVE","14323"
"164","LIE","Liechtenstein","SUSPENDED","1442"
"165","LIE","Liechtenstein","ACTIVE","15081"
"166","LIE","Liechtenstein","ACTIVE","23838"
"167","LIE","Liechtenstein","ACTIVE","26138"
"168","LIE","Liechtenstein","ACTIVE","31720"
"169","LIE","Liechtenstein","ACTIVE","34326"
"170","LIE","Liechtenstein","SUSPENDED","350"
"171","LIE","Liechtenstein","SUSPENDED","3568"
"172","LIE","Liechtenstein","ACTIVE","7994"
"173","LIE","Liechtenstein","ACTIVE","8396"
"174","MCO","Monaco","SUSPENDED","10014"
"175","MCO","Monaco","UNRECOVERABLE ACCOUNTS","1004"
"176","MCO","Monaco","ACTIVE","10286"
"177","MCO","Monaco","SUSPENDED","10290"
"178","MCO","Monaco","ACTIVE","10122"
"179","MCO","Monaco","ACTIVE","10092"
"180","MCO","Monaco","SUSPENDED","10242"
"181","MCO","Monaco","SUSPENDED","10295"
"182","MCO","Monaco","ACTIVE","10565"
"183","MCO","Monaco","SUSPENDED","1061"
"184","MCO","Monaco","SUSPENDED","11295"
"185","MCO","Monaco","SUSPENDED","11844"
"186","MCO","Luxembourg;Monaco","ACTIVE","12887"
"187","MCO","Monaco","ACTIVE","11897"
"188","MCO","Monaco","ACTIVE","12095"
"189","MCO","Monaco","INACTIVE","11359"
"190","MCO","Monaco","SUSPENDED","114"
"191","MCO","Monaco","ACTIVE","12878"
"192","MCO","Monaco","SUSPENDED","12228"
"193","MCO","Monaco","ACTIVE","12726"
"194","MCO","Monaco","SUSPENDED","12725"
"195","MCO","Monaco","SUSPENDED","1438"
"196","MCO","Monaco","INACTIVE","1148"
"197","MCO","Monaco","SUSPENDED","1350"
"198","MCO","Monaco","ACTIVE","1423"
"199","MCO","Monaco","ACTIVE","1298"
"200","MCO","Monaco","ACTIVE","15062"
"201","MCO","Monaco","SUSPENDED","1343"
"202","MCO","Monaco","SUSPENDED","1317"
"203","MCO","Monaco","SUSPENDED","1382"
"204","MCO","Monaco","SUSPENDED","16974"
"205","MCO","Monaco;Brazil","ACTIVE","13558"
"206","MCO","Monaco","SUSPENDED","21013"
"207","MCO","Monaco","SUSPENDED","1482"
"208","MCO","Monaco","UNRECOVERABLE ACCOUNTS","1465"
"209","MCO","Monaco","ACTIVE","25781"
"210","MCO","Monaco","SUSPENDED","260"
"211","MCO","Monaco","SUSPENDED","19156"
"212","MCO","Monaco","ACTIVE","1724"
"213","MCO","Monaco","ACTIVE","21632"
"214","MCO","Monaco","SUSPENDED","27315"
"215","MCO","Monaco","SUSPENDED","22653"
"216","MCO","Monaco","SUSPENDED","20864"
"217","MCO","Monaco","ACTIVE","22763"
"218","MCO","Monaco","ACTIVE","22960"
"219","MCO","Monaco","ACTIVE","21639"
"220","MCO","Monaco","ACTIVE","23016"
"221","MCO","Monaco","ACTIVE","24590"
"222","MCO","Monaco","ACTIVE","22211"
"223","MCO","Monaco","ACTIVE","22216"
"224","MCO","Monaco","ACTIVE","22225"
"225","MCO","Monaco","ACTIVE","22547"
"226","MCO","Monaco","ACTIVE","22727"
"227","MCO","Monaco","SUSPENDED","23174"
"228","MCO","Monaco","ACTIVE","24125"
"229","MCO","Monaco","SUSPENDED","22480"
"230","MCO","Monaco","ACTIVE","25016"
"231","MCO","Monaco","ACTIVE","22199"
"232","MCO","Monaco","SUSPENDED","3014"
"233","MCO","Monaco","ACTIVE","22220"
"234","MCO","Monaco","SUSPENDED","27155"
"235","MCO","Monaco","ACTIVE","24566"
"236","MCO","Monaco","SUSPENDED","2721"
"237","MCO","Monaco","ACTIVE","25864"
"238","MCO","Monaco","ACTIVE","3204"
"239","MCO","Monaco","ACTIVE","32441"
"240","MCO","Monaco","SUSPENDED","30053"
"241","MCO","Monaco","ACTIVE","30205"
"242","MCO","Monaco","INACTIVE","1130"
"243","MCO","Monaco","ACTIVE","31550"
"244","MCO","Monaco","ACTIVE","3505"
"245","MCO","Monaco","ACTIVE","35357"
"246","MCO","Monaco","UNRECOVERABLE ACCOUNTS","3200"
"247","MCO","Monaco","SUSPENDED","3665"
"248","MCO","Monaco","ACTIVE","27968"
"249","MCO","Monaco","ACTIVE","37030"
"250","MCO","Monaco","SUSPENDED","2752"
"251","MCO","Monaco","SUSPENDED","3010"
"252","MCO","Monaco","SUSPENDED","30110"
"253","MCO","Monaco","SUSPENDED","3022"
"254","MCO","Monaco","ACTIVE","29485"
"255","MCO","Monaco","ACTIVE","28974"
"256","MCO","Monaco","SUSPENDED","3046"
"257","MCO","Monaco","ACTIVE","29018"
"258","MCO","Monaco","ACTIVE","39203"
"259","MCO","Monaco","SUSPENDED","297"
"260","MCO","Monaco","ACTIVE","39432"
"261","MCO","Monaco","ACTIVE","39827"
"262","MCO","Monaco","SUSPENDED","3150"
"263","MCO","Monaco","ACTIVE","33620"
"264","MCO","Monaco","ACTIVE","33645"
"265","MCO","Monaco","ACTIVE","30983"
"266","MCO","Monaco","ACTIVE","31903"
"267","MCO","Monaco","SUSPENDED","3688"
"268","MCO","Monaco","SUSPENDED","3199"
"269","MCO","Monaco","ACTIVE","32477"
"270","MCO","Monaco","SUSPENDED","516"
"271","MCO","Monaco","SUSPENDED","3373"
"272","MCO","Monaco","UNRECOVERABLE ACCOUNTS","3263"
"273","MCO","Monaco","ACTIVE","33847"
"274","MCO","Monaco","SUSPENDED","3789"
"275","MCO","Monaco","ACTIVE","33765"
"276","MCO","Monaco","SUSPENDED","363"
"277","MCO","Monaco","SUSPENDED","3379"
"278","MCO","Monaco","ACTIVE","351"
"279","MCO","United Kingdom;Monaco","ACTIVE","34287"
"280","MCO","Monaco","ACTIVE","37469"
"281","MCO","Monaco","SUSPENDED","3532"
"282","MCO","Monaco","ACTIVE","8587"
"283","MCO","Monaco","SUSPENDED","3499"
"284","MCO","Monaco","SUSPENDED","4907"
"285","MCO","Monaco","SUSPENDED","5083"
"286","MCO","Monaco","ACTIVE","417"
"287","MCO","Monaco","SUSPENDED","921"
"288","MCO","United States;Monaco","ACTIVE","3835"
"289","MCO","Monaco","SUSPENDED","3842"
"290","MCO","Monaco","SUSPENDED","388"
"291","MCO","Monaco","SUSPENDED","4693"
"292","MCO","Monaco","SUSPENDED","3751"
"293","MCO","Monaco","ACTIVE","39817"
"294","MCO","Monaco","SUSPENDED","5326"
"295","MCO","Monaco","ACTIVE","4867"
"296","MCO","Monaco","ACTIVE","38075"
"297","MCO","Monaco","INACTIVE","6126"
"298","MCO","Monaco","ACTIVE","7360"
"299","MCO","Monaco","SUSPENDED","6918"
"300","MCO","Monaco","ACTIVE","696"
"301","MCO","Monaco","SUSPENDED","70"
"302","MCO","Monaco","SUSPENDED","4772"
"303","MCO","Monaco","SUSPENDED","4493"
"304","MCO","Monaco","INACTIVE","740"
"305","MCO","Monaco","SUSPENDED","4938"
"306","MCO","Monaco","SUSPENDED","4684"
"307","MCO","Monaco","ACTIVE","5111"
"308","MCO","Monaco","ACTIVE","80"
"309","MCO","Monaco","SUSPENDED","8140"
"310","MCO","Monaco","ACTIVE","9126"
"311","MCO","Monaco","SUSPENDED","9168"
"312","MCO","France;Monaco","SUSPENDED","9197"
"313","MCO","Monaco","ACTIVE","8772"
"314","MCO","Monaco","SUSPENDED","6761"
"315","MCO","Monaco","ACTIVE","7066"
"316","MCO","United Kingdom;Monaco","SUSPENDED","7172"
"317","MCO","Monaco","SUSPENDED","892"
"318","MCO","Monaco","SUSPENDED","9041"
"319","MCO","Monaco","SUSPENDED","6925"
"320","MCO","Monaco","ACTIVE","9968"
"321","MCO","Monaco","SUSPENDED","9485"
"322","MCO","Monaco","SUSPENDED","9698"
"323","MCO","Monaco","ACTIVE","7571"
"324","MCO","Monaco","SUSPENDED","897"
"325","MCO","Monaco","ACTIVE","9865"
"326","MCO","Switzerland;Monaco","SUSPENDED","14138"
"327","MCO","Monaco","ACTIVE","9969"
"328","MCO","Monaco","SUSPENDED","9579"
"329","MCO","Monaco","SUSPENDED","9668"
"330","MCO","Monaco","ACTIVE","16978"
"331","MCO","Monaco","ACTIVE","17939"
"332","MCO","Monaco","SUSPENDED","215"
"333","MCO","Switzerland;Monaco","SUSPENDED","22222"
"334","MCO","Monaco","INACTIVE","3193"
"335","MCO","Monaco","ACTIVE","3314"
"336","MCO","Monaco","UNRECOVERABLE ACCOUNTS","332"
"337","MCO","Monaco","SUSPENDED","3378"
"338","MCO","Monaco","SUSPENDED","3467"
"339","MCO","Monaco","ACTIVE","36125"
"340","MCO","Monaco","ACTIVE","38306"
"341","MCO","Monaco","SUSPENDED","3978"
"342","MCO","Monaco","ACTIVE","4742"
"343","MCO","Monaco","ACTIVE","7203"
"344","MCO","Monaco","SUSPENDED","9294"
"345","BEL","Belgium","SUSPENDED","10015"
"346","BEL","Belgium;Netherlands","SUSPENDED","10789"
"347","BEL","Belgium","SUSPENDED","12201"
"348","BEL","Belgium","SUSPENDED","1448"
"349","BEL","Russian Federation;Belgium","SUSPENDED","15698"
"350","BEL","Belgium","SUSPENDED","15811"
"351","BEL","Belgium","SUSPENDED","15044"
"352","BEL","Belgium","ACTIVE","22178"
"353","BEL","Belgium","ACTIVE","23791"
"354","BEL","Belgium","ACTIVE","22880"
"355","BEL","Belgium","ACTIVE","26176"
"356","BEL","Belgium","ACTIVE","32098"
"357","BEL","Belgium","PROSPECT","29506"
"358","BEL","Belgium","SUSPENDED","28596"
"359","BEL","Belgium","ACTIVE","34475"
"360","BEL","Belgium","SUSPENDED","4392"
"361","BEL","Belgium","SUSPENDED","458"
"362","BEL","Belgium","ACTIVE","36104"
"363","BEL","Belgium","SUSPENDED","36505"
"364","BEL","Belgium","SUSPENDED","4483"
"365","BEL","Belgium","SUSPENDED","3461"
"366","BEL","Belgium","SUSPENDED","4115"
"367","BEL","Belgium","SUSPENDED","9330"
"368","BEL","Belgium","SUSPENDED","6398"
"369","BEL","Belgium","UNRECOVERABLE ACCOUNTS","6917"
"370","BEL","Belgium","SUSPENDED","436"
"371","BEL","Belgium","SUSPENDED","4791"
"372","BEL","Belgium","SUSPENDED","4482"
"373","BEL","Belgium","SUSPENDED","6416"
"374","BEL","Belgium","SUSPENDED","552"
"375","BEL","Belgium","SUSPENDED","602"
"376","BEL","Belgium;Canada","SUSPENDED","12934"
"377","BEL","Belgium","SUSPENDED","9445"
"378","BEL","Belgium","UNRECOVERABLE ACCOUNTS","3421"
"379","BEL","Belgium","SUSPENDED","3856"
"380","BEL","Belgium","SUSPENDED","48"
"381","BEL","Belgium","SUSPENDED","8902"
"382","BEL","Belgium","UNRECOVERABLE ACCOUNTS","9313"
"383","LBN","Lebanon","ACTIVE","10029"
"384","LBN","Lebanon","ACTIVE","10106"
"385","LBN","Lebanon","ACTIVE","10318"
"386","LBN","Lebanon","ACTIVE","11692"
"387","LBN","Lebanon","ACTIVE","12808"
"388","LBN","Lebanon","ACTIVE","14662"
"389","LBN","Lebanon","ACTIVE","15770"
"390","LBN","Lebanon","ACTIVE","17719"
"391","LBN","Lebanon","ACTIVE","1393"
"392","LBN","Lebanon","ACTIVE","20486"
"393","LBN","Lebanon","ACTIVE","26355"
"394","LBN","Lebanon","ACTIVE","25421"
"395","LBN","Lebanon","ACTIVE","21143"
"396","LBN","Lebanon","SUSPENDED","21307"
"397","LBN","Lebanon","ACTIVE","24691"
"398","LBN","Lebanon","ACTIVE","23569"
"399","LBN","Lebanon","ACTIVE","27237"
"400","LBN","Lebanon","ACTIVE","26616"
"401","LBN","Lebanon","ACTIVE","32027"
"402","LBN","Lebanon","ACTIVE","25823"
"403","LBN","Lebanon","SUSPENDED","27110"
"404","LBN","Lebanon","ACTIVE","35301"
"405","LBN","Lebanon","ACTIVE","27751"
"406","LBN","Lebanon","ACTIVE","288"
"407","LBN","Lebanon","ACTIVE","28314"
"408","LBN","Lebanon","ACTIVE","28438"
"409","LBN","Lebanon","ACTIVE","30615"
"410","LBN","Lebanon","ACTIVE","38668"
"411","LBN","Lebanon","SUSPENDED","31279"
"412","LBN","Lebanon","ACTIVE","36379"
"413","LBN","Lebanon","ACTIVE","34458"
"414","LBN","Lebanon","ACTIVE","4727"
"415","LBN","Lebanon","ACTIVE","4206"
"416","LBN","Lebanon","SUSPENDED","6456"
"417","LBN","Lebanon","SUSPENDED","8591"
"418","LBN","Lebanon","SUSPENDED","8856"
"419","LBN","Lebanon","SUSPENDED","9896"
"420","LBN","Lebanon","SUSPENDED","9844"
"421","LBN","Lebanon","SUSPENDED","23883"
"422","LBN","Lebanon","SUSPENDED","24964"
"423","LBN","Lebanon","ACTIVE","3418"
"424","LBN","Lebanon","SUSPENDED","9409"
"425","CHE","Switzerland","ACTIVE","10064"
"426","CHE","Switzerland","ACTIVE","10121"
"427","CHE","Switzerland","ACTIVE","10050"
"428","CHE","Switzerland","SUSPENDED","10069"
"429","CHE","Switzerland","ACTIVE","10078"
"430","CHE","Switzerland","ACTIVE","10096"
"431","CHE","Switzerland","SUSPENDED","10013"
"432","CHE","Switzerland","ACTIVE","10030"
"433","CHE","Switzerland","ACTIVE","10038"
"434","CHE","Switzerland","ACTIVE","10045"
"435","CHE","Switzerland","ACTIVE","10048"
"436","CHE","Switzerland","ACTIVE","10066"
"437","CHE","Switzerland","ACTIVE","10032"
"438","CHE","Switzerland","ACTIVE","10034"
"439","CHE","Switzerland","SUSPENDED","10054"
"440","CHE","Switzerland","ACTIVE","10081"
"441","CHE","Switzerland","ACTIVE","10097"
"442","CHE","Switzerland","ACTIVE","10101"
"443","CHE","Switzerland","ACTIVE","10111"
"444","CHE","Switzerland","ACTIVE","10115"
"445","CHE","Switzerland","ACTIVE","10110"
"446","CHE","Switzerland","SUSPENDED","10138"
"447","CHE","Switzerland","SUSPENDED","10146"
"448","CHE","Switzerland","SUSPENDED","10150"
"449","CHE","Switzerland","ACTIVE","10196"
"450","CHE","Switzerland","SUSPENDED","10197"
"451","CHE","Switzerland","SUSPENDED","10236"
"452","CHE","Switzerland","ACTIVE","10252"
"453","CHE","Switzerland","ACTIVE","10213"
"454","CHE","Switzerland","SUSPENDED","10216"
"455","CHE","Switzerland","ACTIVE","10217"
"456","CHE","Switzerland","SUSPENDED","10220"
"457","CHE","Switzerland","SUSPENDED","10241"
"458","CHE","Switzerland","SUSPENDED","10253"
"459","CHE","Switzerland","INACTIVE","10278"
"460","CHE","Switzerland","ACTIVE","10289"
"461","CHE","Switzerland","ACTIVE","10302"
"462","CHE","Switzerland","ACTIVE","10003"
"463","CHE","Switzerland","ACTIVE","10019"
"464","CHE","Switzerland","SUSPENDED","10023"
"465","CHE","Switzerland","SUSPENDED","10024"
"466","CHE","Switzerland","SUSPENDED","10025"
"467","CHE","Switzerland","ACTIVE","10043"
"468","CHE","Switzerland","SUSPENDED","10051"
"469","CHE","Switzerland","ACTIVE","10061"
"470","CHE","Switzerland","SUSPENDED","10009"
"471","CHE","Switzerland","SUSPENDED","10021"
"472","CHE","Switzerland","SUSPENDED","10046"
"473","CHE","Switzerland","ACTIVE","10049"
"474","CHE","Switzerland","SUSPENDED","10056"
"475","CHE","Switzerland","SUSPENDED","10062"
"476","CHE","Switzerland","ACTIVE","10065"
"477","CHE","Switzerland","ACTIVE","10084"
"478","CHE","Switzerland","SUSPENDED","10085"
"479","CHE","Switzerland","ACTIVE","10090"
"480","CHE","Switzerland","SUSPENDED","10105"
"481","CHE","Switzerland","ACTIVE","10130"
"482","CHE","Switzerland","SUSPENDED","10144"
"483","CHE","Switzerland","SUSPENDED","10164"
"484","CHE","Switzerland","SUSPENDED","10177"
"485","CHE","Switzerland","SUSPENDED","10178"
"486","CHE","Switzerland","ACTIVE","10182"
"487","CHE","Switzerland","ACTIVE","10221"
"488","CHE","Switzerland","ACTIVE","10228"
"489","CHE","Switzerland","SUSPENDED","10232"
"490","CHE","Switzerland","SUSPENDED","10261"
"491","CHE","Switzerland","ACTIVE","10354"
"492","CHE","Switzerland","ACTIVE","10378"
"493","CHE","Switzerland","ACTIVE","10395"
"494","CHE","Switzerland","SUSPENDED","10408"
"495","CHE","Switzerland","SUSPENDED","1041"
"496","CHE","Switzerland","SUSPENDED","1042"
"497","CHE","Switzerland","INACTIVE","10442"
"498","CHE","Switzerland","SUSPENDED","10458"
"499","CHE","Switzerland","SUSPENDED","10161"
"500","CHE","Switzerland","ACTIVE","10167"
"501","CHE","Switzerland","ACTIVE","10170"
"502","CHE","Switzerland","ACTIVE","10185"
"503","CHE","Switzerland","ACTIVE","10192"
"504","CHE","Switzerland","ACTIVE","10201"
"505","CHE","Switzerland","ACTIVE","10223"
"506","CHE","Switzerland","ACTIVE","10249"
"507","CHE","Switzerland","ACTIVE","10263"
"508","CHE","Switzerland","SUSPENDED","10258"
"509","CHE","Switzerland","SUSPENDED","10269"
"510","CHE","Switzerland","SUSPENDED","10272"
"511","CHE","Switzerland","ACTIVE","10291"
"512","CHE","Switzerland","ACTIVE","10298"
"513","CHE","Switzerland","SUSPENDED","10098"
"514","CHE","Switzerland","ACTIVE","10104"
"515","CHE","Switzerland","SUSPENDED","10113"
"516","CHE","Switzerland","ACTIVE","10123"
"517","CHE","Switzerland","SUSPENDED","10128"
"518","CHE","Switzerland","SUSPENDED","10132"
"519","CHE","Switzerland","SUSPENDED","10145"
"520","CHE","Switzerland","SUSPENDED","10147"
"521","CHE","Switzerland","ACTIVE","10103"
"522","CHE","Switzerland","SUSPENDED","10107"
"523","CHE","Switzerland","SUSPENDED","10126"
"524","CHE","Switzerland","SUSPENDED","10135"
"525","CHE","Switzerland","SUSPENDED","10174"
"526","CHE","Switzerland","SUSPENDED","10175"
"527","CHE","Switzerland","SUSPENDED","10181"
"528","CHE","Switzerland","ACTIVE","10188"
"529","CHE","Switzerland","SUSPENDED","10199"
"530","CHE","Switzerland","ACTIVE","10203"
"531","CHE","Switzerland","SUSPENDED","10282"
"532","CHE","Switzerland","ACTIVE","10287"
"533","CHE","Switzerland","ACTIVE","10304"
"534","CHE","Switzerland","SUSPENDED","10309"
"535","CHE","Switzerland","SUSPENDED","10322"
"536","CHE","Switzerland","SUSPENDED","10341"
"537","CHE","Switzerland","SUSPENDED","10357"
"538","CHE","Switzerland","ACTIVE","10000"
"539","CHE","Switzerland","INACTIVE","10042"
"540","CHE","Switzerland","SUSPENDED","10073"
"541","CHE","Switzerland","ACTIVE","10083"
"542","CHE","Switzerland","ACTIVE","10089"
"543","CHE","Switzerland","SUSPENDED","10091"
"544","CHE","Switzerland","ACTIVE","10151"
"545","CHE","Switzerland","SUSPENDED","10160"
"546","CHE","Switzerland","SUSPENDED","10007"
"547","CHE","Switzerland","ACTIVE","10010"
"548","CHE","Switzerland","SUSPENDED","10022"
"549","CHE","Switzerland","ACTIVE","10036"
"550","CHE","Switzerland","SUSPENDED","10039"
"551","CHE","Switzerland","ACTIVE","10053"
"552","CHE","Switzerland","SUSPENDED","10057"
"553","CHE","Switzerland","ACTIVE","10087"
"554","CHE","Switzerland","SUSPENDED","10100"
"555","CHE","Switzerland","SUSPENDED","1050"
"556","CHE","Switzerland","ACTIVE","10531"
"557","CHE","Switzerland","SUSPENDED","10392"
"558","CHE","Switzerland","SUSPENDED","10396"
"559","CHE","Switzerland","SUSPENDED","10397"
"560","CHE","Switzerland","SUSPENDED","10402"
"561","CHE","Switzerland","SUSPENDED","10363"
"562","CHE","Switzerland","SUSPENDED","10372"
