Arrieta, J 		22	6	229.0	1.77	52	45	10	0.86	.786	1.76	.236	.271	.507	9.28	1.89	5.90	4.92	15.01
Keuchel, D 		20	8	232.0	2.48	68	64	17	1.02	.714	2.29	.262	.314	.575	8.38	1.98	7.18	4.24	15.05
Cole, G 		19	8	208.0	2.60	71	60	11	1.09	.704	1.33	.287	.336	.623	8.74	1.90	7.92	4.59	15.57
Greinke, Z 		19	3	222.2	1.66	43	41	14	0.84	.864	1.21	.231	.276	.507	8.08	1.62	5.98	5.00	14.55
McHugh, C 		19	7	203.2	3.89	89	88	19	1.28	.731	1.10	.315	.390	.705	7.56	2.34	9.15	3.23	15.91
Bumgarner, M 		18	9	218.1	2.93	73	71	21	1.01	.667	0.87	.263	.349	.612	9.65	1.61	7.46	6.00	15.17
Hernandez, F 		18	9	201.2	3.53	80	79	23	1.18	.667	1.74	.301	.381	.682	8.52	2.59	8.03	3.29	15.07
Price, D 		18	5	220.1	2.45	70	60	17	1.08	.783	0.88	.271	.350	.621	9.19	1.92	7.76	4.79	15.38
Lewis, C 		17	9	204.2	4.66	114	106	26	1.24	.654	0.58	.308	.430	.738	6.24	1.85	9.28	3.38	15.54
Wacha, M 		17	7	181.1	3.38	74	68	19	1.21	.708	1.06	.300	.373	.672	7.59	2.88	8.04	2.64	16.20
Kershaw, C 		16	7	232.2	2.13	62	55	15	0.88	.696	1.35	.237	.284	.521	11.64	1.62	6.31	7.17	14.58
Buehrle, M 		15	8	198.2	3.81	100	84	22	1.24	.652	1.19	.311	.440	.751	4.12	1.49	9.69	2.76	14.24
Richards, G 		15	12	207.1	3.65	94	84	20	1.24	.556	1.59	.305	.359	.664	7.64	3.30	7.86	2.32	15.68
Carrasco, C 		14	12	183.2	3.63	75	74	18	1.07	.538	1.52	.277	.369	.646	10.58	2.11	7.55	5.02	15.12
Colon, B 		14	13	194.2	4.16	94	90	25	1.24	.519	0.95	.304	.437	.741	6.29	1.11	10.03	5.67	13.90
De La Rosa, R 		14	9	188.2	4.67	103	98	32	1.36	.609	1.42	.325	.457	.781	7.16	3.01	9.21	2.38	15.98
deGrom, J 		14	8	191.0	2.54	59	54	16	0.98	.636	1.02	.255	.318	.574	9.66	1.79	7.02	5.39	15.58
Eovaldi, N 		14	3	154.1	4.20	72	72	10	1.45	.824	1.37	.339	.377	.716	7.06	2.86	10.21	2.47	17.09
Gray, S 		14	7	208.0	2.73	71	63	17	1.08	.667	1.40	.273	.316	.590	7.31	2.55	7.18	2.86	14.80
Martinez, C 		14	7	179.2	3.01	65	60	13	1.29	.667	1.77	.320	.367	.687	9.22	3.16	8.42	2.92	15.83
Salazar, D 		14	10	185.0	3.45	79	71	23	1.13	.583	0.97	.286	.387	.673	9.49	2.58	7.59	3.68	16.48
Scherzer, M 		14	12	228.2	2.79	74	71	27	0.92	.538	0.73	.242	.358	.600	10.86	1.34	6.93	8.12	14.69
Estrada, M 		13	8	181.0	3.13	67	63	24	1.04	.619	0.56	.269	.364	.633	6.51	2.73	6.66	2.38	16.09
Gallardo, Y 		13	11	184.1	3.42	76	70	15	1.42	.542	1.46	.331	.399	.729	5.91	3.32	9.42	1.78	17.50
Hamels, C 		13	8	212.1	3.65	88	86	22	1.19	.619	1.23	.300	.369	.669	9.11	2.63	8.05	3.47	15.74
Harvey, M 		13	8	189.1	2.71	62	57	18	1.02	.619	1.06	.265	.344	.609	8.94	1.76	7.42	5.08	14.78
Hutchison, D 		13	5	150.1	5.57	103	93	22	1.48	.722	0.85	.352	.473	.825	7.72	2.63	10.72	2.93	16.70
Lackey, J 		13	10	218.0	2.77	71	67	21	1.21	.565	1.02	.303	.376	.679	7.22	2.19	8.71	3.30	14.34
Sale, C 		13	11	208.2	3.41	88	79	23	1.09	.542	0.93	.282	.368	.649	11.82	1.81	7.98	6.52	15.92
Shields, J 		13	7	202.1	3.91	93	88	33	1.33	.650	1.13	.327	.450	.776	9.61	3.60	8.41	2.67	16.49
Simon, A 		13	12	187.0	5.05	112	105	24	1.44	.520	1.04	.342	.466	.808	5.63	3.27	9.67	1.72	16.36
Ventura, Y 		13	8	163.1	4.08	75	74	14	1.30	.619	1.72	.319	.378	.698	8.60	3.20	8.49	2.69	16.23
Volquez, E 		13	9	200.1	3.55	89	79	16	1.31	.591	1.03	.320	.372	.692	6.96	3.23	8.54	2.15	16.46
Zimmermann, J 		13	10	201.2	3.66	89	82	24	1.20	.565	0.97	.305	.394	.699	7.32	1.74	9.10	4.21	15.39
Archer, C 		12	13	212.0	3.23	85	76	19	1.14	.480	0.99	.282	.331	.613	10.70	2.80	7.43	3.82	16.27
Heston, C 		12	11	177.2	3.95	82	78	16	1.31	.522	1.76	.331	.397	.728	7.14	3.24	8.56	2.20	15.71
Jimenez, U 		12	10	184.0	4.11	89	84	20	1.36	.545	1.37	.330	.397	.728	8.22	3.33	8.90	2.47	16.63
Liriano, F 		12	7	186.2	3.38	75	70	15	1.21	.632	1.68	.298	.332	.631	9.88	3.38	7.47	2.93	15.98
Lynn, L 		12	11	175.1	3.03	66	59	13	1.37	.522	1.02	.330	.378	.708	8.57	3.49	8.83	2.46	17.41
Pineda, M 		12	10	160.2	4.37	83	78	21	1.23	.545	1.35	.301	.451	.752	8.74	1.18	9.86	7.43	15.86
Tanaka, M 		12	7	154.0	3.51	66	60	25	0.99	.632	1.23	.254	.420	.674	8.12	1.58	7.36	5.15	14.87
Wood, A 		12	12	189.2	3.84	86	81	15	1.36	.500	1.35	.332	.392	.724	6.60	2.80	9.40	2.36	15.34
Bauer, T 		11	12	176.0	4.55	90	89	23	1.31	.478	0.82	.319	.394	.713	8.69	4.04	7.77	2.15	16.30
Chen, W 		11	8	191.1	3.34	78	71	28	1.22	.579	0.95	.302	.456	.758	7.20	1.93	9.03	3.73	15.73
Cueto, J 		11	13	212.0	3.44	87	81	21	1.13	.458	0.99	.288	.387	.675	7.47	1.95	8.24	3.83	15.42
Dickey, R 		11	11	214.1	3.91	97	93	25	1.19	.500	1.01	.303	.405	.708	5.29	2.56	8.19	2.07	15.23
Gibson, K 		11	11	194.2	3.84	88	83	18	1.29	.500	1.61	.317	.381	.698	6.70	3.01	8.60	2.23	16.62
Gonzalez, G 		11	8	175.2	3.79	79	74	8	1.42	.579	1.50	.336	.374	.711	8.66	3.54	9.27	2.45	16.78
Happ, J 		11	8	172.0	3.61	71	69	16	1.27	.579	0.90	.308	.391	.698	7.90	2.35	9.05	3.36	16.51
Haren, D 		11	9	187.1	3.60	79	75	31	1.13	.550	0.58	.289	.444	.734	6.34	1.83	8.36	3.47	15.51
Hughes, P 		11	9	155.1	4.40	76	76	29	1.29	.550	0.74	.311	.501	.812	5.45	0.93	10.66	5.88	14.52
Koehler, T 		11	14	187.1	4.08	96	85	22	1.37	.440	1.08	.331	.408	.739	6.58	3.70	8.65	1.78	15.89
Leake, M 		11	10	192.0	3.70	80	79	22	1.16	.524	1.58	.293	.393	.686	5.58	2.30	8.16	2.43	14.34
Lester, J 		11	12	205.0	3.34	83	76	16	1.12	.478	1.29	.288	.373	.661	9.09	2.06	8.03	4.40	15.54
Miley, W 		11	11	193.2	4.46	98	96	17	1.37	.500	1.37	.325	.416	.740	6.83	2.97	9.34	2.30	16.49
Nelson, J 		11	13	177.1	4.11	89	81	18	1.29	.458	1.45	.322	.382	.704	7.51	3.30	8.27	2.28	15.74
Ramirez, E 		11	6	163.1	3.75	73	68	16	1.13	.647	1.09	.292	.363	.655	6.94	2.20	7.99	3.15	14.75
Samardzija, J 		11	13	214.0	4.96	122	118	29	1.29	.458	0.83	.319	.446	.765	6.86	2.06	9.59	3.33	15.60
Strasburg, S 		11	7	127.1	3.46	56	49	14	1.11	.611	0.96	.278	.375	.653	10.96	1.84	8.13	5.96	16.04
Teheran, J 		11	8	200.2	4.04	99	90	27	1.31	.579	0.87	.325	.412	.737	7.67	3.27	8.48	2.34	16.32
Tillman, C 		11	11	173.0	4.99	97	96	20	1.39	.500	0.95	.332	.430	.763	6.24	3.33	9.16	1.88	17.01
Walker, T 		11	8	169.2	4.56	92	86	25	1.20	.579	0.83	.302	.415	.717	8.33	2.12	8.65	3.93	15.50
Young, C 		11	6	123.1	3.06	44	42	16	1.09	.647	0.39	.270	.370	.640	6.06	3.14	6.64	1.93	16.10
Anderson, B 		10	9	180.1	3.69	82	74	18	1.33	.526	3.04	.324	.402	.726	5.79	2.30	9.68	2.52	15.06
Garcia, J 		10	6	129.2	2.43	37	35	6	1.05	.625	2.15	.274	.299	.574	6.73	2.08	7.36	3.23	14.32
Hammel, J 		10	7	170.2	3.74	79	71	23	1.16	.588	0.90	.289	.425	.714	9.07	2.11	8.33	4.30	16.12
Kelly, J 		10	6	134.1	4.82	76	72	15	1.44	.625	1.27	.341	.428	.769	7.37	3.28	9.71	2.24	17.70
Rodriguez, E 		10	6	121.2	3.85	55	52	13	1.29	.625	1.05	.312	.389	.701	7.25	2.74	8.88	2.65	16.51
Ross, T 		10	12	196.0	3.26	78	71	9	1.31	.455	2.21	.322	.330	.652	9.73	3.86	7.90	2.52	16.47
Sanchez, A 		10	10	157.0	4.99	89	87	29	1.28	.500	0.88	.308	.459	.768	7.91	2.81	8.71	2.82	16.13
Burnett, A 		9	7	164.0	3.18	64	58	11	1.36	.563	1.64	.336	.381	.716	7.85	2.69	9.55	2.92	15.24
De La Rosa, J 		9	7	149.0	4.17	73	69	17	1.36	.563	1.66	.325	.413	.739	8.09	3.93	8.28	2.06	16.50
DeSclafani, A 		9	13	184.2	4.05	93	83	17	1.35	.409	1.05	.328	.414	.742	7.36	2.68	9.45	2.75	15.77
Gonzalez, M 		9	12	144.2	4.91	81	79	24	1.40	.429	0.87	.339	.456	.795	6.78	3.17	9.39	2.14	16.86
Hellickson, J 		9	12	146.0	4.62	79	75	22	1.33	.429	1.09	.318	.462	.781	7.46	2.65	9.31	2.81	16.97
Iwakuma, H 		9	5	129.2	3.54	53	51	18	1.06	.643	1.46	.271	.402	.674	7.70	1.46	8.12	5.29	14.41
Jungmann, T 		9	8	119.1	3.77	55	50	11	1.28	.529	1.26	.323	.380	.703	8.07	3.54	7.99	2.28	17.14
Kennedy, I 		9	15	168.1	4.28	95	80	31	1.30	.375	0.95	.319	.497	.816	9.30	2.78	8.88	3.35	17.29
Kluber, C 		9	16	222.0	3.49	92	86	22	1.05	.360	0.99	.279	.371	.650	9.93	1.82	7.66	5.44	14.74
