Layne, T 		2	1	3.97	47.2	41	22	21	3	27	45	.234	1.43
Liberatore, A 		2	2	4.25	29.2	26	14	14	3	9	29	.232	1.18
Loup, A 		2	5	4.46	42.1	47	24	21	6	7	46	.275	1.28
Lyles, J 		2	5	5.14	49.0	54	32	28	2	19	30	.290	1.49
Machi, J 		2	0	5.12	58.0	59	35	33	8	22	42	.258	1.40
Martin, C 		2	5	7.92	30.2	40	27	27	8	12	27	.325	1.70
Martin, R 		2	0	5.11	12.1	12	9	7	4	5	25	.245	1.38
Masset, N 		2	2	4.68	25.0	30	15	13	3	9	18	.300	1.56
Mattheus, R 		2	4	4.02	56.0	67	31	25	3	18	37	.296	1.52
Matzek, T 		2	1	4.09	22.0	21	10	10	2	19	15	.269	1.82
McFarland, T 		2	2	4.91	40.1	52	26	22	4	18	26	.306	1.74
Morrow, B 		2	0	2.73	33.0	29	10	10	3	7	23	.248	1.09
Neris, H 		2	2	3.79	40.1	38	19	17	8	10	41	.245	1.19
Oberholtzer, B 		2	2	4.46	38.1	44	21	19	4	17	27	.293	1.59
Osich, J 		2	0	2.20	28.2	24	12	7	4	8	27	.218	1.12
Otero, D 		2	4	6.75	46.2	64	35	35	7	6	28	.333	1.50
Parnell, B 		2	4	6.38	24.0	30	20	17	0	17	13	.323	1.96
Pena, A 		2	1	4.28	27.1	24	14	13	2	14	27	.238	1.39
Perez, O 		2	4	4.17	41.0	39	24	19	4	15	51	.239	1.32
Ramos, A 		2	4	2.30	70.1	45	18	18	6	26	87	.184	1.01
Ramos, C 		2	1	2.75	52.1	55	17	16	2	15	43	.279	1.34
Rasmussen, R 		2	1	9.98	15.1	26	18	17	2	8	17	.366	2.22
Ravin, J 		2	1	6.75	9.1	13	7	7	3	4	12	.310	1.82
Rea, C 		2	2	4.26	31.2	29	16	15	2	11	26	.246	1.26
Rivero, F 		2	1	2.79	48.1	35	15	15	2	11	43	.199	0.95
Rosenthal, T 		2	4	2.10	68.2	62	16	16	3	25	83	.238	1.27
Rosscup, Z 		2	1	4.39	26.2	26	13	13	5	13	29	.252	1.46
Ryan, K 		2	4	4.47	56.1	60	29	28	9	20	30	.282	1.42
Rzepczynski, M 		2	4	5.66	35.0	40	29	22	3	14	41	.292	1.54
Sampson, K 		2	6	6.54	52.1	67	43	38	7	26	42	.303	1.78
Scahill, R 		2	4	2.64	30.2	33	15	9	3	16	24	.268	1.60
Scribner, E 		2	2	4.35	60.0	58	31	29	14	4	64	.251	1.03
Smith, C 		2	5	2.31	70.0	49	19	18	2	22	92	.194	1.01
Soriano, R 		2	0	6.35	5.2	8	4	4	2	1	4	.333	1.59
Storen, D 		2	2	3.44	55.0	45	23	21	4	16	67	.220	1.11
Strop, P 		2	6	2.91	68.0	39	24	22	5	29	81	.167	1.00
Tazawa, J 		2	7	4.14	58.2	65	28	27	5	13	56	.280	1.33
Thayer, D 		2	2	4.06	37.2	37	17	17	5	15	25	.262	1.38
Thornton, M 		2	1	2.18	41.1	33	12	10	2	11	23	.212	1.06
Treinen, B 		2	5	3.86	67.2	62	32	29	4	32	65	.254	1.39
Uehara, K 		2	4	2.23	40.1	28	14	10	3	9	47	.188	0.92
Venditte, P 		2	2	4.40	28.2	22	14	14	3	12	23	.210	1.19
VerHagen, D 		2	0	2.05	26.1	18	6	6	1	14	13	.200	1.22
Wainwright, A 		2	1	1.61	28.0	25	7	5	0	4	20	.238	1.04
Wilhelmsen, T 		2	2	3.19	62.0	56	24	22	3	29	60	.246	1.37
Wilson, T 		2	2	3.50	36.0	39	14	14	1	11	13	.289	1.39
Aardsma, D 		1	1	4.70	30.2	25	17	16	6	14	35	.223	1.27
Adcock, N 		1	2	6.00	18.0	15	12	12	3	12	13	.221	1.50
Alvarez, D 		1	0	12.27	3.2	5	5	5	2	1	2	.333	1.64
Atchison, S 		1	1	6.86	19.2	23	15	15	6	4	12	.288	1.37
Balester, C 		1	1	7.47	15.2	17	13	13	3	13	13	.274	1.91
Banuelos, M 		1	4	5.13	26.1	30	17	15	4	12	19	.283	1.59
Bassitt, C 		1	8	3.56	86.0	78	36	34	5	30	64	.244	1.26
Bedrosian, C 		1	0	5.40	33.1	40	21	20	3	19	34	.303	1.77
Belisle, M 		1	1	2.67	33.2	34	10	10	1	15	25	.266	1.46
Blevins, J 		1	0	0.00	5.0	0	0	0	0	0	4	.000	0.00
Boyd, M 		1	6	7.53	57.1	71	50	48	17	20	43	.313	1.59
Brothers, R 		1	0	1.74	10.1	9	2	2	0	8	5	.243	1.65
Brown, B 		1	3	4.91	33.0	32	18	18	2	16	20	.254	1.45
Cahill, T 		1	3	5.40	43.1	44	27	26	4	16	36	.267	1.38
Capps, C 		1	0	1.16	31.0	18	5	4	2	7	58	.168	0.81
Carlyle, B 		1	0	5.63	8.0	8	5	5	0	1	6	.276	1.13
Carroll, S 		1	1	3.44	36.2	40	19	14	2	13	27	.280	1.45
Choate, R 		1	0	3.95	27.1	29	14	12	2	5	22	.279	1.24
Claudio, A 		1	1	2.87	15.2	12	6	5	4	6	13	.211	1.15
Coleman, L 		1	0	0.00	3.0	1	0	0	0	2	1	.111	1.00
Cooney, T 		1	0	3.16	31.1	28	12	11	3	10	29	.241	1.21
Copeland, S 		1	1	6.46	15.1	24	11	11	1	2	6	.369	1.70
Cotham, C 		1	0	6.52	9.2	14	7	7	4	1	11	.326	1.55
Cotts, N 		1	0	3.41	63.1	58	26	24	12	22	58	.245	1.26
Detwiler, R 		1	5	7.25	58.1	82	51	47	10	36	41	.340	2.02
Dominguez, J 		1	0	0.00	5.2	2	0	0	0	2	5	.125	0.71
Doolittle, S 		1	0	3.95	13.2	12	6	6	1	5	15	.235	1.24
Dull, R 		1	2	4.24	17.0	12	8	8	4	6	16	.203	1.06
Erlin, R 		1	2	4.76	17.0	16	9	9	1	2	10	.258	1.06
Farquhar, D 		1	8	5.12	51.0	53	33	29	9	17	48	.266	1.37
Flores, K 		1	2	4.97	12.2	16	8	7	0	4	9	.314	1.58
Francis, J 		1	2	6.14	22.0	27	16	15	3	9	21	.300	1.64
Frasor, J 		1	0	1.29	28.0	27	5	4	1	18	22	.260	1.61
Frieri, E 		1	0	4.63	23.1	20	12	12	6	11	19	.233	1.33
Furbush, C 		1	1	2.08	21.2	9	6	5	2	5	17	.122	0.65
Garcia, J 		1	0	4.25	29.2	25	19	14	3	17	22	.223	1.42
Goeddel, E 		1	1	2.43	33.1	24	9	9	1	9	34	.203	0.99
Goforth, D 		1	0	4.01	24.2	32	13	11	4	8	24	.323	1.62
Graham, J 		1	1	4.95	63.2	73	41	35	10	21	53	.287	1.48
Harrison, M 		1	2	6.75	16.0	19	12	12	3	6	5	.306	1.56
Hernandez, D 		1	5	4.28	33.2	33	18	16	6	11	33	.256	1.31
Hochevar, L 		1	1	3.73	50.2	49	23	21	7	16	49	.250	1.28
Holmberg, D 		1	4	7.62	28.1	36	24	24	10	16	15	.321	1.84
Klein, P 		1	0	6.75	17.1	23	15	13	4	10	12	.303	1.90
Laffey, A 		1	0	3.68	7.1	8	3	3	1	3	3	.296	1.50
Lamb, J 		1	5	5.80	49.2	58	32	32	8	19	58	.296	1.55
Liz, R 		1	4	4.24	23.1	26	11	11	4	12	27	.286	1.63
Loewen, A 		1	0	6.98	19.1	20	15	15	3	17	22	.282	1.91
Lopez, J 		1	0	1.60	39.1	19	8	7	1	16	26	.145	0.89
Lopez, J 		1	1	5.40	10.0	14	6	6	0	5	10	.350	1.90
Lowe, M 		1	3	1.96	55.0	46	15	12	4	12	61	.231	1.05
Madson, R 		1	2	2.13	63.1	47	17	15	5	14	58	.205	0.96
Manship, J 		1	0	0.92	39.1	20	4	4	1	10	33	.155	0.76
Mateo, M 		1	1	4.00	27.0	22	16	12	5	9	33	.222	1.15
Matusz, B 		1	4	2.94	49.0	38	18	16	5	20	56	.211	1.18
McGee, J 		1	2	2.41	37.1	27	11	10	3	8	48	.197	0.94
McGowan, D 		1	2	6.94	23.1	29	21	18	7	20	21	.296	2.10
McKirahan, A 		1	0	5.93	27.1	40	18	18	2	10	22	.345	1.83
Medina, Y 		1	0	4.71	21.0	23	12	11	2	11	16	.267	1.62
Mejia, J 		1	0	0.00	7.1	4	0	0	0	2	7	.167	0.82
Moreno, D 		1	0	5.23	10.1	9	6	6	1	3	8	.225	1.16
Moscot, J 		1	1	4.63	11.2	11	6	6	2	5	6	.250	1.37
Moylan, P 		1	0	3.48	10.1	12	5	4	1	0	8	.273	1.16
Nesbitt, A 		1	1	5.40	21.2	22	14	13	2	8	14	.265	1.38
Nicasio, J 		1	3	3.86	58.1	59	25	25	1	32	65	.263	1.56
Nolin, S 		1	2	5.28	29.0	35	19	17	4	12	15	.302	1.62
Nuno, V 		1	5	3.74	89.0	90	38	37	15	22	81	.264	1.26
O'Flaherty, E 		1	2	8.10	30.0	47	30	27	2	18	21	.343	2.17
O'Sullivan, S 		1	6	6.08	71.0	94	49	48	16	20	35	.322	1.61
Olmos, E 		1	0	4.50	14.0	16	8	7	1	8	4	.281	1.71
Olson, T 		1	1	5.40	13.1	18	8	8	2	10	8	.346	2.10
Osuna, R 		1	6	2.58	69.2	48	21	20	7	16	75	.191	0.92
Ottavino, A 		1	0	0.00	10.1	3	0	0	0	2	13	.094	0.48
Parra, M 		1	2	3.90	32.1	32	15	14	2	6	23	.264	1.18
Patton, S 		1	1	9.00	24.0	24	24	24	5	12	28	.261	1.50
Pestano, V 		1	0	5.40	11.2	15	9	7	3	8	13	.306	1.97
Petit, Y 		1	1	3.67	76.0	75	32	31	11	15	59	.256	1.18
Ramirez, J 		1	2	5.32	23.2	25	14	14	3	11	16	.266	1.52
Ramirez, J 		1	0	12.91	7.2	15	14	11	0	10	5	.385	3.26
Ramirez, N 		1	0	3.21	14.0	12	5	5	1	6	15	.231	1.29
Reyes, J 		1	0	0.00	0.1	0	0	0	0	0	0	.000	0.00
Riefenhauser, C 		1	0	5.52	14.2	15	10	9	3	7	7	.283	1.50
Roberts, K 		1	1	7.24	13.2	22	11	11	0	3	6	.379	1.83
Rodriguez, F 		1	3	2.21	57.0	38	15	14	6	11	62	.189	0.86
Rogers, E 		1	1	6.27	33.0	41	29	23	5	14	31	.306	1.67
Rondon, B 		1	0	5.81	31.0	31	22	20	3	19	36	.261	1.61
Rumbelow, N 		1	1	4.02	15.2	16	8	7	2	5	15	.254	1.34
Sadler, C 		1	0	3.60	5.0	4	2	2	1	1	5	.222	1.00
Schlitter, B 		1	2	7.36	7.1	12	6	6	2	2	4	.364	1.91
Solis, S 		1	1	3.38	21.1	25	11	8	2	4	17	.291	1.36
Stauffer, T 		1	0	6.97	20.2	32	18	16	6	9	14	.360	1.98
Stults, E 		1	5	5.85	47.2	48	31	31	10	13	31	.268	1.28
Thatcher, J 		1	3	3.18	22.2	23	8	8	1	12	26	.274	1.54
Thomas, I 		1	1	3.86	23.1	20	11	10	2	11	23	.235	1.33
Thompson, A 		1	3	5.01	32.1	32	19	18	2	11	17	.264	1.33
Tsao, C 		1	1	10.29	7.0	15	9	8	3	3	7	.441	2.57
Urena, J 		1	5	5.25	61.2	73	37	36	5	25	28	.307	1.59
Velasquez, V 		1	1	4.37	55.2	50	28	27	5	21	58	.240	1.28
Verrett, L 		1	2	3.59	47.2	34	20	19	6	15	39	.202	1.03
Villarreal, P 		1	3	3.42	50.0	57	24	19	6	12	29	.294	1.38
Wada, T 		1	1	3.62	32.1	30	14	13	5	11	31	.246	1.27
Webb, D 		1	0	6.30	30.0	41	26	21	3	22	22	.325	2.10
Webb, R 		1	0	3.20	50.2	46	21	18	4	12	31	.245	1.14
Webster, A 		1	1	5.81	31.0	32	28	20	10	20	17	.271	1.68
Whitley, C 		1	2	4.19	19.1	20	9	9	3	5	16	.260	1.29
Yates, K 		1	0	7.97	20.1	23	18	18	10	7	21	.274	1.48
Achter, A 		0	1	6.75	13.1	12	10	10	4	6	14	.231	1.35
Albers, A 		0	0	3.38	2.2	1	1	1	1	2	1	.111	1.13
Alexander, S 		0	0	4.50	6.0	5	3	3	0	3	3	.238	1.33
Almonte, M 		0	2	6.23	8.2	7	6	6	4	7	10	.212	1.62
Alvarez, H 		0	4	6.45	22.1	28	18	16	1	7	9	.311	1.57
Alvarez, R 		0	0	9.90	20.0	27	23	22	7	13	23	.318	2.00
Amarista, A 		0	0	0.00	0.1	0	0	0	0	0	0	.000	0.00
Armstrong, S 		0	0	2.25	8.0	5	2	2	1	2	11	.179	0.88
Aro, J 		0	1	6.97	10.1	15	8	8	2	4	8	.341	1.84
Asher, A 		0	6	9.31	29.0	42	30	30	8	10	16	.339	1.79
Aumont, P 		0	1	13.50	4.0	5	6	6	2	7	3	.313	3.00
Axelrod, D 		0	1	7.30	12.1	11	13	10	5	8	12	.220	1.54
Bailey, A 		0	1	5.19	8.2	9	8	5	2	5	6	.265	1.62
Bailey, H 		0	1	5.56	11.1	16	7	7	3	4	3	.340	1.76
Baker, S 		0	1	5.73	11.0	11	7	7	4	3	8	.262	1.27
Balfour, G 		0	0	6.23	4.1	3	3	3	1	4	0	.200	1.62
Barrios, Y 		0	0	0.00	6.2	3	0	0	0	0	7	.136	0.45
Bass, A 		0	0	4.50	64.0	66	33	32	5	20	45	.269	1.34
Beachy, B 		0	1	7.88	8.0	10	7	7	1	6	5	.313	2.00
Beck, C 		0	1	6.00	6.0	10	5	4	0	4	3	.385	2.33
Beeler, D 		0	1	9.72	8.1	14	11	9	0	7	7	.359	2.52
Belisario, R 		0	0	7.88	8.0	8	7	7	0	4	6	.250	1.50
Beliveau, J 		0	0	13.50	2.2	6	4	4	1	1	2	.429	2.63
Bochy, B 		0	0	0.00	3.0	1	0	0	0	1	3	.100	0.67
Bracho, S 		0	0	1.46	12.1	9	2	2	2	4	17	.200	1.05
Breslow, C 		0	4	4.15	65.0	69	33	30	12	23	46	.279	1.42
Brigham, J 		0	1	8.64	16.2	28	16	16	1	8	12	.384	2.16
Broadway, M 		0	2	5.19	17.1	20	10	10	1	7	13	.294	1.56
Buchanan, J 		0	0	2.00	9.0	5	2	2	1	4	5	.161	1.00
Burawa, D 		0	0	6.23	13.0	11	9	9	2	5	11	.239	1.23
Cabral, C 		0	0	0.00	1.0	0	0	0	0	1	1	.000	1.00
Campos, L 		0	0	9.00	1.0	1	1	1	0	1	1	.250	2.00
Capuano, C 		0	4	7.97	40.2	52	38	36	6	22	38	.310	1.82
Carpenter, D 		0	1	4.01	24.2	25	12	11	4	9	15	.269	1.38
Carpenter, D 		0	0	7.36	3.2	6	3	3	2	0	5	.353	1.64
Castro, A 		0	1	2.25	4.0	8	1	1	1	3	4	.444	2.75
Castro, M 		0	3	6.11	17.2	21	13	12	4	10	18	.296	1.75
Chamberlain, J 		0	2	4.88	27.2	38	20	15	6	9	23	.325	1.70
Chapman, K 		0	0	3.38	5.1	4	2	2	1	3	8	.211	1.31
Chen, B 		0	1	12.79	6.1	17	9	9	3	1	4	.500	2.84
Cingrani, T 		0	3	5.67	33.1	31	21	21	3	25	39	.250	1.68
Coke, P 		0	0	5.68	12.2	15	8	8	2	5	12	.300	1.58
Cole, A 		0	0	5.79	9.1	14	11	6	1	1	9	.341	1.61
Contreras, C 		0	0	4.82	28.0	22	16	15	3	20	19	.214	1.50
Cook, R 		0	2	18.69	8.2	20	19	18	4	7	6	.426	3.12
Cordier, E 		0	0	5.84	12.1	13	8	8	1	6	7	.271	1.54
Cornely, J 		0	0	36.00	1.0	3	4	4	1	1	1	.500	4.00
Correia, K 		0	3	6.56	23.1	37	23	17	4	8	14	.363	1.93
Coulombe, D 		0	0	5.63	16.0	17	10	10	0	9	11	.270	1.63
Cravy, T 		0	8	5.70	42.2	47	30	27	5	22	35	.281	1.62
Crockett, K 		0	0	4.08	17.2	17	9	8	1	7	15	.266	1.36
Davies, K 		0	0	0.00	2.1	3	0	0	0	0	2	.300	1.29
Davis, I 		0	0	0.00	2.0	1	0	0	0	1	1	.143	1.00
De Fratus, J 		0	2	5.51	80.0	92	52	49	9	32	68	.291	1.55
De Los Santos, A 		0	0	5.40	1.2	2	1	1	1	1	3	.286	1.80
De Paula, J 		0	0	2.70	3.1	2	1	1	1	4	2	.182	1.80
Decker, J 		0	0	0.00	1.0	2	0	0	0	0	0	.400	2.00
Deduno, S 		0	1	6.86	21.0	24	16	16	3	9	17	.293	1.57
Denorfia, C 		0	0	0.00	0.1	0	0	0	0	0	0	.000	0.00
Diaz, J 		0	1	2.37	19.0	16	6	5	2	6	18	.222	1.16
Drabek, K 		0	0	5.06	5.1	9	3	3	1	2	3	.375	2.06
Drake, O 		0	0	2.87	15.2	16	7	5	1	9	17	.262	1.60
Edwards, C 		0	0	3.86	4.2	3	3	2	0	3	4	.188	1.29
Edwards, J 		0	0	4.32	16.2	12	8	8	4	16	22	.211	1.68
Elmore, J 		0	0	9.00	1.0	3	1	1	1	0	0	.500	3.00
Eveland, D 		0	1	5.40	3.1	5	2	2	1	3	4	.357	2.40
Farmer, B 		0	4	7.36	40.1	53	35	33	10	17	24	.323	1.74
Faulkner, A 		0	0	2.79	9.2	8	3	3	2	3	10	.216	1.14
Feliz, M 		0	0	7.88	8.0	9	7	7	2	4	7	.273	1.63
Ferrell, J 		0	0	6.35	11.1	12	8	8	3	4	6	.267	1.41
Floyd, G 		0	0	2.70	13.1	11	4	4	0	4	7	.220	1.13
Francoeur, J 		0	0	9.00	2.0	1	2	2	1	3	1	.167	2.00
Franklin, N 		0	0	18.00	1.0	3	2	2	1	0	0	.500	3.00
Freeman, S 		0	0	3.05	38.1	31	13	13	4	25	40	.218	1.46
Friedrich, C 		0	4	5.25	58.1	75	37	34	5	25	45	.321	1.71
Fujikawa, K 		0	0	16.20	1.2	2	3	3	1	0	1	.286	1.20
Garces, F 		0	1	5.21	38.0	41	23	22	9	22	30	.281	1.66
Garcia, L 		0	0	0.00	1.0	1	0	0	0	0	1	.250	1.00
Gearrin, C 		0	0	4.91	3.2	1	2	2	0	1	5	.083	0.55
Gee, D 		0	3	5.90	39.2	55	29	26	5	11	25	.329	1.66
Germen, G 		0	0	4.42	38.2	41	19	19	4	26	33	.275	1.73
Gomes, J 		0	0	18.00	1.0	3	2	2	1	0	1	.600	3.00
Gonzales, M 		0	0	13.50	2.2	7	4	4	1	1	1	.500	3.00
Goody, N 		0	0	4.76	5.2	6	3	3	0	3	3	.273	1.59
Gray, J 		0	2	5.53	40.2	52	26	25	4	14	40	.319	1.62
Greenwood, N 		0	1	-.--	0.0	2	2	2	1	0	0	1.000	-
Gregg, K 		0	2	10.13	10.2	13	12	12	3	5	14	.289	1.69
Guaipe, M 		0	3	5.40	26.2	34	19	16	5	13	22	.330	1.76
Guerra, J 		0	0	0.00	1.2	2	0	0	0	1	0	.333	1.80
Guerra, J 		0	0	6.75	4.0	7	3	3	1	1	3	.412	2.00
Guilmet, P 		0	0	11.05	7.1	9	9	9	2	4	6	.310	1.77
Gurka, J 		0	0	9.39	7.2	16	8	8	1	2	7	.432	2.35
Hagadone, N 		0	1	4.28	27.1	30	16	13	3	12	28	.273	1.54
Hall, C 		0	0	6.48	8.1	10	6	6	1	4	7	.278	1.68
Hand, D 		0	0	0.00	3.0	2	0	0	0	1	3	.182	1.00
Hatley, M 		0	0	0.00	1.1	1	0	0	0	2	2	.200	2.25
Hessler, K 		0	1	8.03	12.1	16	11	11	4	4	12	.302	1.62
Hill, T 		0	0	3.75	12.0	14	5	5	2	4	9	.304	1.50
House, T 		0	4	13.15	13.0	21	19	19	1	12	7	.362	2.54
Houser, A 		0	0	0.00	2.0	1	0	0	0	2	0	.167	1.50
Huff, D 		0	0	9.00	6.0	11	6	6	2	1	4	.407	2.00
Hynes, C 		0	0	6.00	3.0	8	2	2	0	2	4	.500	3.33
Ibarra, E 		0	0	2.25	4.0	4	1	1	0	3	3	.250	1.75
Jackson, J 		0	0	6.23	4.1	7	3	3	0	1	4	.368	1.85
Jackson, L 		0	0	4.26	6.1	5	3	3	1	2	6	.200	1.11
Jaime, J 		0	1	6.75	1.1	0	1	1	0	4	1	.000	3.00
Jenkins, C 		0	0	4.91	3.2	3	2	2	1	3	2	.214	1.64
Jimenez, C 		0	0	3.13	23.0	17	8	8	2	8	25	.205	1.09
Johnson, B 		0	1	8.31	4.1	3	4	4	0	4	3	.214	1.62
Johnson, S 		0	0	10.13	5.1	8	6	6	2	5	3	.333	2.44
Jones, G 		0	0	0.00	0.2	0	0	0	0	1	0	.000	1.50
Jordan, T 		0	2	5.29	17.0	20	10	10	0	6	11	.290	1.53
Kahnle, T 		0	1	4.86	33.1	31	22	18	3	28	39	.250	1.77
Kelly, C 		0	2	7.94	11.1	19	13	10	1	3	7	.365	1.94
Kelly, R 		0	0	7.02	16.2	21	14	13	5	6	10	.313	1.62
Kintzler, B 		0	1	6.43	7.0	12	6	5	1	5	7	.387	2.43
Knebel, C 		0	0	3.22	50.1	44	18	18	8	17	58	.232	1.21
Knudson, G 		0	0	18.00	5.0	13	10	10	5	3	6	.464	3.20
Kohn, M 		0	0	0.00	4.2	0	0	0	0	6	4	.000	1.29
LaFromboise, B 		0	0	1.13	8.0	5	1	1	1	1	8	.179	0.75
LaRoche, A 		0	0	0.00	1.0	0	0	0	0	0	1	.000	0.00
Lazo, R 		0	0	3.18	5.2	5	2	2	1	2	5	.238	1.24
Leathersich, J 		0	1	2.31	11.2	12	3	3	0	7	14	.273	1.63
LeCure, S 		0	2	3.15	20.0	16	9	7	2	7	15	.216	1.15
Lee, C 		0	0	5.40	1.2	4	1	1	0	1	3	.444	3.00
Lee, Z 		0	1	13.50	4.2	11	7	7	1	1	3	.478	2.57
Leon, A 		0	2	4.39	26.2	30	14	13	3	9	19	.291	1.46
Leone, D 		0	5	8.40	15.0	19	15	14	2	9	9	.302	1.87
Lindgren, J 		0	0	5.14	7.0	5	4	4	3	4	8	.208	1.29
Logan, B 		0	3	4.33	35.1	40	17	17	3	17	44	.280	1.61
Luetge, L 		0	0	0.00	2.1	0	0	0	0	2	2	.000	0.86
Marimon, S 		0	1	7.36	25.2	30	21	21	3	14	14	.300	1.71
Mariot, M 		0	0	3.00	3.0	2	1	1	1	2	1	.200	1.33
Marksberry, M 		0	3	5.01	23.1	22	16	13	2	16	21	.247	1.63
Marshall, E 		0	2	6.08	13.1	20	9	9	3	5	7	.357	1.88
Martin, C 		0	2	5.66	20.2	28	13	13	2	6	18	.304	1.65
Mazzaro, V 		0	0	3.75	12.0	15	6	5	0	6	6	.319	1.75
Mazzoni, C 		0	0	20.77	8.2	23	22	20	2	5	8	.489	3.23
McGough, S 		0	0	9.45	6.2	12	7	7	0	4	4	.387	2.40
Mendez, R 		0	1	5.27	13.2	14	8	8	2	8	10	.286	1.61
Meyer, A 		0	0	16.88	2.2	4	5	5	2	3	3	.364	2.63
Mills, B 		0	0	5.40	5.0	7	3	3	1	1	1	.333	1.60
Mitchell, B 		0	2	6.37	29.2	37	24	21	4	16	29	.296	1.79
Montas, F 		0	2	4.80	15.0	14	8	8	1	9	20	.246	1.53
Montero, R 		0	1	4.50	10.0	9	6	5	0	5	13	.225	1.40
Moore, T 		0	0	0.00	0.2	0	0	0	0	0	0	.000	0.00
Morris, A 		0	0	67.50	0.2	3	5	5	1	3	0	.600	9.00
Murata, T 		0	1	8.10	3.1	4	5	3	2	1	2	.267	1.50
Murphy, D 		0	0	0.00	0.1	2	5	0	1	1	0	.500	9.00
Murray, C 		0	1	5.87	7.2	11	5	5	2	2	9	.314	1.70
Nathan, J 		0	0	0.00	0.1	0	0	0	0	0	1	.000	0.00
Noesi, H 		0	4	6.89	32.2	41	26	25	7	17	22	.301	1.78
O'Rourke, R 		0	0	6.14	22.0	16	15	15	3	15	24	.200	1.41
Ogando, N 		0	0	9.00	4.0	7	5	4	0	2	2	.368	2.25
Pazos, J 		0	0	0.00	5.0	3	0	0	0	3	3	.176	1.20
Peacock, B 		0	1	5.40	5.0	5	3	3	0	2	3	.278	1.40
Pimentel, S 		0	1	3.97	11.1	11	5	5	1	3	7	.268	1.24
Pinder, B 		0	2	2.93	27.2	28	9	9	4	14	25	.262	1.52
Pino, Y 		0	2	3.26	19.1	23	8	7	2	3	13	.291	1.34
Raburn, R 		0	0	0.00	0.2	1	2	0	0	1	0	.333	3.00
Ramirez, A 		0	0	0.00	1.0	1	0	0	0	0	0	.250	1.00
Ramirez, N 		0	1	4.15	13.0	13	12	6	3	7	13	.250	1.54
Ranaudo, A 		0	1	7.63	15.1	18	13	13	2	8	11	.295	1.70
Rasmus, C 		0	0	5.23	20.2	15	12	12	3	11	27	.200	1.26
Rearick, C 		0	0	12.00	3.0	6	4	4	2	2	4	.462	2.67
Redmond, T 		0	0	7.31	16.0	17	13	13	3	7	13	.266	1.50
Reed, C 		0	0	4.50	4.0	6	2	2	0	1	1	.375	1.75
Reynolds, M 		0	0	4.61	13.2	14	7	7	6	7	18	.259	1.54
Rienzo, A 		0	1	5.95	19.2	17	14	13	2	13	15	.230	1.53
Rivera, R 		0	0	-.--	0.0	0	0	0	0	0	0	-	-
Roach, D 		0	1	10.80	3.1	8	4	4	0	1	1	.471	2.70
Robinson, C 		0	0	0.00	1.0	1	0	0	0	0	1	.250	1.00
Robinson, S 		0	0	0.00	1.0	0	0	0	0	1	1	.000	1.00
Rodriguez, P 		0	0	2.61	10.1	10	3	3	0	3	8	.263	1.26
Rollins, D 		0	2	7.56	25.0	37	21	21	3	8	21	.346	1.80
Romero, E 		0	2	5.10	30.0	39	18	17	1	13	31	.312	1.73
Romo, S 		0	5	2.98	57.1	51	20	19	3	10	71	.235	1.06
Rondon, J 		0	1	13.19	14.1	28	26	21	3	9	9	.389	2.58
Rosales, A 		0	0	9.00	2.0	2	3	2	2	1	1	.250	1.50
Rosin, S 		0	0	22.50	2.0	7	5	5	1	1	0	.636	4.00
Ross, R 		0	2	3.86	60.2	59	28	26	7	20	53	.254	1.30
Ross, D 		0	0	0.00	2.0	0	0	0	0	0	0	.000	0.00
Rucinski, D 		0	2	7.71	7.0	10	6	6	1	6	4	.357	2.29
Russell, J 		0	2	5.29	34.0	42	24	20	3	9	20	.307	1.50
Ryan, B 		0	0	0.00	2.0	2	0	0	0	0	0	.250	1.00
Santos, S 		0	0	4.96	16.1	16	9	9	3	7	18	.246	1.41
Schugel, A 		0	0	5.00	9.0	17	13	5	2	5	5	.370	2.44
Schultz, B 		0	1	3.56	43.0	32	19	17	7	14	31	.205	1.07
Smith, C 		0	0	33.75	1.1	5	5	5	0	3	2	.556	6.00
Smith, J 		0	4	6.89	32.2	42	27	25	5	21	30	.316	1.93
Soto, G 		0	0	0.00	3.1	3	0	0	0	0	0	.231	0.90
Stammen, C 		0	0	0.00	4.0	2	0	0	0	3	3	.154	1.25
Stites, M 		0	0	12.46	8.2	14	14	12	1	5	6	.368	2.19
Straily, D 		0	1	5.40	16.2	16	11	10	2	8	14	.239	1.44
Sucre, J 		0	0	13.50	2.0	6	3	3	1	0	0	.545	3.00
Surkamp, E 		0	0	10.80	3.1	4	4	4	2	1	4	.308	1.50
Suzuki, I 		0	0	9.00	1.0	2	1	1	0	0	0	.400	2.00
Swarzak, A 		0	0	3.38	13.1	18	9	5	1	4	13	.316	1.65
Teaford, E 		0	0	1.59	5.2	5	1	1	0	3	4	.250	1.41
Tepera, R 		0	2	3.27	33.0	23	14	12	8	6	22	.193	0.88
Thielbar, C 		0	0	5.40	5.0	5	3	3	0	0	5	.263	1.00
Thornburg, T 		0	2	3.67	34.1	31	22	14	7	12	34	.231	1.25
Tonkin, M 		0	0	3.47	23.1	21	9	9	4	9	19	.239	1.29
Torres, A 		0	0	3.15	34.1	26	16	12	6	26	35	.206	1.51
Tracy, M 		0	0	0.00	2.0	2	3	0	0	2	1	.222	2.00
Tuivailala, S 		0	1	3.07	14.2	13	5	5	2	8	20	.228	1.43
