"ERA" "R" "ER" "HR" "WHIP" "GO_AO" "OBP" "SLG" "OPS" "K_9" "BB_9" "H_9" "K_BB" "P_IP" "WR"
"3768" 5.95 0.716112531969309 0.664961636828645 0.10230179028133 1.73 0.97 0.391 0.487 0.878 8.24 5.26 10.3 1.57 17.14 0
"3769" 4.24 0.647058823529412 0.470588235294118 0 2 2.18 0.417 0.438 0.855 7.41 4.24 13.76 1.75 18.12 0.333333333333333
"3770" 6.48 0.740740740740741 0.740740740740741 0.308641975308642 1.74 0.93 0.405 0.671 1.077 9.18 1.62 14.04 5.67 18.42 1
"3771" 3.67 0.518518518518518 0.407407407407407 0.148148148148148 1.59 1 0.355 0.398 0.754 5 4.33 10 1.15 16.15 0.333333333333333
"3772" 3.55 0.398406374501992 0.398406374501992 0.199203187250996 1.34 0.54 0.321 0.474 0.795 5.33 3.2 8.88 1.67 15.47 1
"3773" 1.55 0.172413793103448 0.172413793103448 0.0689655172413793 0.66 1.04 0.198 0.212 0.41 11.17 1.55 4.34 7.2 14.97 0.333333333333333
"3774" 0.73 0.12396694214876 0.0826446280991736 0.0413223140495868 1.05 0.86 0.265 0.222 0.487 8.39 4.01 5.47 2.09 17.39 1
"3775" 2.41 0.268714011516315 0.268714011516315 0.115163147792706 0.78 0.51 0.215 0.298 0.513 13.76 1.38 5.68 10 15.19 0.333333333333333
"3776" 4.95 0.55 0.55 0.125 1.15 0.56 0.288 0.431 0.72 6.08 1.8 8.55 3.38 15.1 -0.428571428571429
"3777" 3.99 0.499108734402852 0.445632798573975 0.053475935828877 1.4 2.4 0.329 0.335 0.664 7.35 3.83 8.79 1.92 16.67 -0.2
"3778" 4.46 0.54380664652568 0.498489425981873 0.0755287009063444 1.46 2.02 0.354 0.388 0.743 6.75 2.7 10.4 2.5 15.81 -0.5
"3779" 3.32 0.368421052631579 0.368421052631579 0.263157894736842 0.95 1.45 0.257 0.438 0.695 12.79 2.84 5.68 4.5 14.79 0
"3780" 2.45 0.352250489236791 0.273972602739726 0.0782778864970646 1.09 0.79 0.273 0.323 0.596 11.05 2.63 7.19 4.2 15.76 0
"3781" 5.87 0.662251655629139 0.662251655629139 0.132450331125828 1.24 0.78 0.297 0.375 0.672 7.63 4.11 7.04 1.86 16.63 0.333333333333333
"3782" 5.79 0.678571428571429 0.642857142857143 0.142857142857143 1.71 1.12 0.394 0.454 0.847 8.36 5.46 9.96 1.53 19.18 -0.2
"3783" 3.97 0.466101694915254 0.444915254237288 0.0635593220338983 1.43 1.56 0.341 0.343 0.684 8.5 5.1 7.74 1.67 16.74 0.333333333333333
"3784" 4.25 0.479452054794521 0.479452054794521 0.102739726027397 1.18 1 0.287 0.384 0.671 8.8 2.73 7.89 3.22 16.28 0
"3785" 4.46 0.570071258907363 0.498812351543943 0.142517814726841 1.28 2.2 0.326 0.45 0.776 9.78 1.49 9.99 6.57 17.08 -0.428571428571429
"3786" 5.14 0.653061224489796 0.571428571428571 0.0408163265306122 1.49 1.36 0.364 0.387 0.751 5.51 3.49 9.92 1.58 15.65 -0.428571428571429
"3787" 5.12 0.603448275862069 0.568965517241379 0.137931034482759 1.4 1.51 0.322 0.45 0.771 6.52 3.41 9.16 1.91 14.95 1
"3788" 7.92 0.894039735099338 0.894039735099338 0.264900662251656 1.7 0.71 0.388 0.602 0.99 7.92 3.52 11.74 2.25 16.24 -0.428571428571429
"3789" 5.11 0.743801652892562 0.578512396694215 0.330578512396694 1.38 0.86 0.321 0.531 0.852 18.24 3.65 8.76 5 20.03 1
"3790" 4.68 0.6 0.52 0.12 1.56 1.25 0.363 0.45 0.813 6.48 3.24 10.8 2 15.88 0
"3791" 4.02 0.553571428571429 0.446428571428571 0.0535714285714286 1.52 1.48 0.349 0.398 0.748 5.95 2.89 10.77 2.06 16.79 -0.333333333333333
"3792" 4.09 0.454545454545455 0.454545454545455 0.0909090909090909 1.82 1.1 0.426 0.397 0.823 6.14 7.77 8.59 0.79 18.14 0.333333333333333
"3793" 4.91 0.648379052369077 0.548628428927681 0.0997506234413965 1.74 3 0.372 0.441 0.814 5.8 4.02 11.6 1.44 17.03 0
"3794" 2.73 0.303030303030303 0.303030303030303 0.0909090909090909 1.09 1.16 0.288 0.393 0.681 6.27 1.91 7.91 3.29 14.67 1
"3795" 3.79 0.473815461346633 0.423940149625935 0.199501246882793 1.19 0.79 0.308 0.465 0.772 9.15 2.23 8.48 4.1 16.88 0
"3796" 4.46 0.551181102362205 0.498687664041995 0.10498687664042 1.59 1.41 0.365 0.447 0.811 6.34 3.99 10.33 1.59 17.09 0
"3797" 2.2 0.425531914893617 0.24822695035461 0.141843971631206 1.12 1.18 0.269 0.364 0.633 8.48 2.51 7.53 3.38 16.01 1
"3798" 6.75 0.757575757575758 0.757575757575758 0.151515151515152 1.5 1.42 0.355 0.531 0.886 5.4 1.16 12.34 4.67 15.58 -0.333333333333333
"3799" 6.38 0.833333333333333 0.708333333333333 0 1.96 1.48 0.423 0.366 0.789 4.88 6.38 11.25 0.76 17 -0.333333333333333
"3800" 4.28 0.516605166051661 0.47970479704797 0.0738007380073801 1.39 0.96 0.339 0.416 0.755 8.89 4.61 7.9 1.93 18.26 0.333333333333333
"3801" 4.17 0.585365853658537 0.463414634146341 0.0975609756097561 1.32 0.8 0.319 0.362 0.681 11.2 3.29 8.56 3.4 17.85 -0.333333333333333
"3802" 2.3 0.256776034236805 0.256776034236805 0.0855920114122682 1.01 0.81 0.268 0.294 0.562 11.13 3.33 5.76 3.35 15.45 -0.333333333333333
"3803" 2.75 0.326295585412668 0.307101727447217 0.0383877159309021 1.34 1.28 0.335 0.35 0.685 7.39 2.58 9.46 2.87 15.08 0.333333333333333
"3804" 9.98 1.19205298013245 1.12582781456954 0.132450331125828 2.22 0.47 0.43 0.521 0.952 9.98 4.7 15.26 2.13 21.59 0.333333333333333
"3805" 6.75 0.769230769230769 0.769230769230769 0.32967032967033 1.82 1.13 0.383 0.524 0.907 11.57 3.86 12.54 3 20.25 0.333333333333333
"3806" 4.26 0.512820512820513 0.480769230769231 0.0641025641025641 1.26 1.28 0.311 0.39 0.7 7.39 3.13 8.24 2.36 16.58 0
"3807" 2.79 0.311850311850312 0.311850311850312 0.0415800415800416 0.95 1.11 0.249 0.295 0.544 8.01 2.05 6.52 3.91 15.74 0.333333333333333
"3808" 2.1 0.234604105571847 0.234604105571847 0.0439882697947214 1.27 0.87 0.308 0.312 0.619 10.88 3.28 8.13 3.32 17.55 -0.333333333333333
"3809" 4.39 0.49618320610687 0.49618320610687 0.190839694656489 1.46 0.85 0.336 0.524 0.86 9.79 4.39 8.78 2.23 19.5 0.333333333333333
"3810" 4.47 0.516934046345811 0.499108734402852 0.160427807486631 1.42 1.1 0.345 0.451 0.795 4.79 3.2 9.59 1.5 15.82 -0.333333333333333
"3811" 5.66 0.828571428571429 0.628571428571429 0.0857142857142857 1.54 4.45 0.365 0.394 0.76 10.54 3.6 10.29 2.93 16.43 -0.333333333333333
"3812" 6.54 0.825335892514395 0.72936660268714 0.134357005758157 1.78 0.84 0.373 0.48 0.853 7.22 4.47 11.52 1.62 19.95 -0.5
"3813" 2.64 0.496688741721854 0.298013245033113 0.0993377483443709 1.6 2.4 0.355 0.407 0.761 7.04 4.7 9.68 1.5 17.45 -0.333333333333333
"3814" 4.35 0.516666666666667 0.483333333333333 0.233333333333333 1.03 0.83 0.269 0.489 0.758 9.6 0.6 8.7 16 15.35 0
"3815" 2.31 0.271428571428571 0.257142857142857 0.0285714285714286 1.01 2.68 0.278 0.262 0.539 11.83 2.83 6.3 4.18 15.26 -0.428571428571429
"3816" 6.35 0.769230769230769 0.769230769230769 0.384615384615385 1.59 0.71 0.36 0.708 1.068 6.35 1.59 12.71 4 18.88 1
"3817" 3.44 0.418181818181818 0.381818181818182 0.0727272727272727 1.11 0.86 0.291 0.312 0.603 10.96 2.62 7.36 4.19 15.6 0
"3818" 2.91 0.352941176470588 0.323529411764706 0.0735294117647059 1 1.34 0.268 0.27 0.538 10.72 3.84 5.16 2.79 15.56 -0.5
"3819" 4.14 0.481099656357388 0.463917525773196 0.0859106529209622 1.33 0.75 0.32 0.431 0.751 8.59 1.99 9.97 4.31 16.26 -0.555555555555556
"3820" 4.06 0.456989247311828 0.456989247311828 0.134408602150538 1.38 0.8 0.331 0.433 0.764 5.97 3.58 8.84 1.67 16.38 0
"3821" 2.18 0.291970802919708 0.24330900243309 0.048661800486618 1.06 0.98 0.266 0.314 0.58 5.01 2.4 7.19 2.09 14.35 0.333333333333333
"3822" 3.86 0.476190476190476 0.431547619047619 0.0595238095238095 1.39 3.25 0.344 0.348 0.692 8.65 4.26 8.25 2.03 15.22 -0.428571428571429
"3823" 2.23 0.349127182044888 0.249376558603491 0.0748129675810474 0.92 0.52 0.233 0.329 0.562 10.49 2.01 6.25 5.22 15.69 -0.333333333333333
"3824" 4.4 0.49645390070922 0.49645390070922 0.106382978723404 1.19 0.51 0.288 0.39 0.679 7.22 3.77 6.91 1.92 17.06 0
"3825" 2.05 0.229885057471264 0.229885057471264 0.0383141762452107 1.22 5 0.314 0.244 0.559 4.44 4.78 6.15 0.93 15.49 1
"3826" 1.61 0.25 0.178571428571429 0 1.04 1.58 0.266 0.324 0.59 6.43 1.29 8.04 5 13.68 0.333333333333333
"3827" 3.19 0.387096774193548 0.354838709677419 0.0483870967741935 1.37 0.92 0.332 0.364 0.696 8.71 4.21 8.13 2.07 17.21 0
"3828" 3.5 0.388888888888889 0.388888888888889 0.0277777777777778 1.39 1.5 0.342 0.415 0.757 3.25 2.75 9.75 1.18 14.44 0
"3829" 4.7 0.562913907284768 0.529801324503311 0.198675496688742 1.27 0.51 0.313 0.446 0.759 10.27 4.11 7.34 2.5 16.04 0
"3830" 6 0.666666666666667 0.666666666666667 0.166666666666667 1.5 2 0.341 0.456 0.797 6.5 6 7.5 1.08 18.78 -0.333333333333333
"3831" 12.27 1.5625 1.5625 0.625 1.64 0.29 0.444 0.733 1.178 4.91 2.45 12.27 2 19.09 1
"3832" 6.86 0.78125 0.78125 0.3125 1.37 1.04 0.322 0.575 0.897 5.49 1.83 10.53 3 17.19 0
"3833" 7.47 0.855263157894737 0.855263157894737 0.197368421052632 1.91 0.32 0.403 0.516 0.919 7.47 7.47 9.77 1 17.87 0
"3834" 5.13 0.651340996168582 0.574712643678161 0.153256704980843 1.59 0.84 0.372 0.453 0.825 6.49 4.1 10.25 1.58 17.85 -0.6
"3835" 3.56 0.418604651162791 0.395348837209302 0.0581395348837209 1.26 1 0.325 0.359 0.684 6.7 3.14 8.16 2.13 16.51 -0.777777777777778
"3836" 5.4 0.634441087613293 0.604229607250755 0.0906344410876133 1.77 0.85 0.394 0.439 0.833 9.18 5.13 10.8 1.79 18.96 1
"3837" 2.67 0.301204819277108 0.301204819277108 0.0301204819277108 1.46 1.32 0.354 0.336 0.69 6.68 4.01 9.09 1.67 17.64 0
"3838" 0 0 0 0 0 1.2 0 0 0 7.2 0 0 NA 11 1
"3839" 7.53 0.875656742556918 0.840630472854641 0.297723292469352 1.59 0.63 0.367 0.612 0.979 6.75 3.14 11.15 2.15 17.49 -0.714285714285714
"3840" 1.74 0.198019801980198 0.198019801980198 0 1.65 2 0.37 0.378 0.748 4.35 6.97 7.84 0.63 16.26 1
"3841" 4.91 0.545454545454545 0.545454545454545 0.0606060606060606 1.45 1.44 0.343 0.373 0.716 5.45 4.36 8.73 1.25 17.39 -0.5
"3842" 5.4 0.626450116009281 0.603248259860789 0.0928074245939675 1.38 2.3 0.337 0.388 0.725 7.48 3.32 9.14 2.25 15.67 -0.5
"3843" 1.16 0.161290322580645 0.129032258064516 0.0645161290322581 0.81 0.74 0.231 0.243 0.474 16.84 2.03 5.23 8.29 14.35 1
"3844" 5.63 0.625 0.625 0 1.13 1.13 0.281 0.379 0.661 6.75 1.13 9 6 14.88 1
"3845" 3.44 0.524861878453039 0.386740331491713 0.0552486187845304 1.45 1.82 0.348 0.427 0.774 6.63 3.19 9.82 2.08 16.39 0
"3846" 3.95 0.516605166051661 0.44280442804428 0.0738007380073801 1.24 2.24 0.345 0.375 0.72 7.24 1.65 9.55 4.4 14.85 1
"3847" 2.87 0.394736842105263 0.328947368421053 0.263157894736842 1.15 1.62 0.288 0.474 0.762 7.47 3.45 6.89 2.17 16.02 0
"3848" 0 0 0 0 1 0.75 0.273 0.222 0.495 3 6 3 0.5 14 1
"3849" 3.16 0.385852090032154 0.353697749196141 0.0964630225080386 1.21 0.88 0.307 0.397 0.704 8.33 2.87 8.04 2.9 15.35 1
"3850" 6.46 0.728476821192053 0.728476821192053 0.0662251655629139 1.7 1.85 0.382 0.523 0.905 3.52 1.17 14.09 3 16.43 0
"3851" 6.52 0.760869565217391 0.760869565217391 0.434782608695652 1.55 1.38 0.341 0.651 0.992 10.24 0.93 13.03 11 18.52 1
"3852" 3.41 0.412044374009509 0.380348652931854 0.190174326465927 1.26 0.85 0.317 0.43 0.747 8.24 3.13 8.24 2.64 16.93 1
"3853" 7.25 0.877796901893287 0.80895008605852 0.172117039586919 2.02 1.16 0.432 0.552 0.984 6.33 5.55 12.65 1.14 20.04 -0.666666666666667
"3854" 0 0 0 0 0.71 9 0.222 0.188 0.41 7.94 3.18 3.18 2.5 12.71 1
"3855" 3.95 0.454545454545455 0.454545454545455 0.0757575757575758 1.24 0.56 0.298 0.353 0.651 9.88 3.29 7.9 3 18.59 1
"3856" 4.24 0.470588235294118 0.470588235294118 0.235294117647059 1.06 0.88 0.273 0.441 0.713 8.47 3.18 6.35 2.67 14.94 -0.333333333333333
"3857" 4.76 0.529411764705882 0.529411764705882 0.0588235294117647 1.06 1.25 0.292 0.371 0.663 5.29 1.06 8.47 5 12.94 -0.333333333333333
"3858" 5.12 0.647058823529412 0.568627450980392 0.176470588235294 1.37 0.96 0.326 0.492 0.818 8.47 3 9.35 2.82 16.16 -0.777777777777778
"3859" 4.97 0.655737704918033 0.573770491803279 0 1.58 0.59 0.368 0.373 0.741 6.39 2.84 11.37 2.25 15.87 -0.333333333333333
"3860" 6.14 0.727272727272727 0.681818181818182 0.136363636363636 1.64 1 0.37 0.444 0.814 8.59 3.68 11.05 2.33 18.18 -0.333333333333333
"3861" 1.29 0.178571428571429 0.142857142857143 0.0357142857142857 1.61 0.9 0.366 0.356 0.722 7.07 5.79 8.68 1.22 19.39 1
"3862" 4.63 0.519480519480519 0.519480519480519 0.25974025974026 1.33 0.44 0.32 0.477 0.797 7.33 4.24 7.71 1.73 16.2 1
"3863" 2.08 0.283018867924528 0.235849056603774 0.0943396226415094 0.65 1.13 0.198 0.216 0.414 7.06 2.08 3.74 3.4 13.89 0
"3864" 4.25 0.650684931506849 0.479452054794521 0.102739726027397 1.42 1.06 0.333 0.384 0.717 6.67 5.16 7.58 1.29 16.62 1
"3865" 2.43 0.27190332326284 0.27190332326284 0.0302114803625378 0.99 0.85 0.265 0.288 0.553 9.18 2.43 6.48 3.78 14.97 0
"3866" 4.01 0.537190082644628 0.454545454545455 0.165289256198347 1.62 1.14 0.367 0.495 0.862 8.76 2.92 11.68 3 16.14 1
"3867" 4.95 0.64873417721519 0.55379746835443 0.158227848101266 1.48 1.16 0.349 0.461 0.809 7.49 2.97 10.32 2.52 16.82 0
"3868" 6.75 0.75 0.75 0.1875 1.56 0.95 0.362 0.516 0.878 2.81 3.38 10.69 0.83 16.94 -0.333333333333333
"3869" 4.28 0.542168674698795 0.481927710843373 0.180722891566265 1.31 0.83 0.329 0.45 0.778 8.82 2.94 8.82 3 17.44 -0.666666666666667
"3870" 3.73 0.458167330677291 0.418326693227092 0.139442231075697 1.28 0.71 0.308 0.429 0.737 8.7 2.84 8.7 3.06 17.19 0
"3871" 7.62 0.854092526690391 0.854092526690391 0.355871886120996 1.84 0.86 0.409 0.616 1.025 4.76 5.08 11.44 0.94 18.92 -0.6
"3872" 6.75 0.87719298245614 0.760233918128655 0.233918128654971 1.9 0.95 0.384 0.513 0.897 6.23 5.19 11.94 1.2 20.08 1
"3873" 3.68 0.422535211267606 0.422535211267606 0.140845070422535 1.5 1.57 0.387 0.444 0.832 3.68 3.68 9.82 1 14.32 1
"3874" 5.8 0.650406504065041 0.650406504065041 0.16260162601626 1.55 0.89 0.362 0.49 0.852 10.51 3.44 10.51 3.05 18.36 -0.666666666666667
"3875" 4.24 0.476190476190476 0.476190476190476 0.173160173160173 1.63 1.11 0.387 0.451 0.837 10.41 4.63 10.03 2.25 16.63 -0.6
"3876" 6.98 0.785340314136126 0.785340314136126 0.157068062827225 1.91 0.94 0.435 0.465 0.9 10.24 7.91 9.31 1.29 20.33 1
"3877" 1.6 0.20460358056266 0.179028132992327 0.0255754475703325 0.89 2.91 0.238 0.221 0.459 5.95 3.66 4.35 1.63 13.86 1
"3878" 5.4 0.6 0.6 0 1.9 1.29 0.435 0.425 0.86 9 4.5 12.6 2 18.7 0
"3879" 1.96 0.272727272727273 0.218181818181818 0.0727272727272727 1.05 0.88 0.276 0.337 0.612 9.98 1.96 7.53 5.08 14.8 -0.5
"3880" 2.13 0.269413629160063 0.237717908082409 0.0792393026941363 0.96 1.4 0.254 0.319 0.573 8.24 1.99 6.68 4.14 14.18 -0.333333333333333
"3881" 0.92 0.10230179028133 0.10230179028133 0.0255754475703325 0.76 1.29 0.215 0.225 0.44 7.55 2.29 4.58 3.3 13.98 1
"3882" 4 0.592592592592593 0.444444444444444 0.185185185185185 1.15 0.7 0.304 0.434 0.738 11 3 7.33 3.67 17.67 0
"3883" 2.94 0.36734693877551 0.326530612244898 0.102040816326531 1.18 0.62 0.299 0.339 0.638 10.29 3.67 6.98 2.8 17 -0.6
"3884" 2.41 0.296495956873315 0.269541778975741 0.0808625336927224 0.94 0.7 0.245 0.299 0.544 11.57 1.93 6.51 6 16.61 -0.333333333333333
"3885" 6.94 0.909090909090909 0.779220779220779 0.303030303030303 2.1 0.92 0.415 0.531 0.946 8.1 7.71 11.19 1.05 20.27 -0.333333333333333
"3886" 5.93 0.664206642066421 0.664206642066421 0.0738007380073801 1.83 1.75 0.403 0.44 0.843 7.24 3.29 13.17 2.2 16.9 1
"3887" 4.71 0.571428571428571 0.523809523809524 0.0952380952380952 1.62 1.04 0.351 0.442 0.792 6.86 4.71 9.86 1.45 18.52 1
"3888" 0 0 0 0 0.82 1.33 0.231 0.25 0.481 8.59 2.45 4.91 3.5 14.32 1
"3889" 5.23 0.594059405940594 0.594059405940594 0.099009900990099 1.16 0.77 0.311 0.375 0.686 6.97 2.61 7.84 2.67 15.97 1
"3890" 4.63 0.535714285714286 0.535714285714286 0.178571428571429 1.37 0.87 0.32 0.409 0.729 4.63 3.86 8.49 1.2 15.86 0
"3891" 3.48 0.495049504950495 0.396039603960396 0.099009900990099 1.16 2.43 0.273 0.364 0.636 6.97 0 10.45 NA 15.29 1
"3892" 5.4 0.660377358490566 0.613207547169811 0.0943396226415094 1.38 1 0.354 0.386 0.74 5.82 3.32 9.14 1.75 17.72 0
"3893" 3.86 0.430292598967298 0.430292598967298 0.0172117039586919 1.56 1.06 0.358 0.384 0.742 10.03 4.94 9.1 2.03 18.57 -0.5
"3894" 5.28 0.655172413793103 0.586206896551724 0.137931034482759 1.62 0.6 0.353 0.44 0.793 4.66 3.72 10.86 1.25 17.21 -0.333333333333333
"3895" 3.74 0.426966292134831 0.415730337078652 0.168539325842697 1.26 0.87 0.312 0.46 0.772 8.19 2.22 9.1 3.68 16.31 -0.666666666666667
"3896" 8.1 1 0.9 0.0666666666666667 2.17 2.09 0.427 0.482 0.909 6.3 5.4 14.1 1.17 18.57 -0.333333333333333
"3897" 6.08 0.690140845070423 0.676056338028169 0.225352112676056 1.61 1 0.372 0.572 0.943 4.44 2.54 11.92 1.75 16.62 -0.714285714285714
"3898" 4.5 0.571428571428571 0.5 0.0714285714285714 1.71 1.11 0.373 0.404 0.777 2.57 5.14 10.29 0.5 17.07 1
"3899" 5.4 0.610687022900763 0.610687022900763 0.152671755725191 2.1 1.55 0.46 0.596 1.056 5.4 6.75 12.15 0.8 16.43 0
"3900" 2.58 0.303468208092486 0.289017341040462 0.101156069364162 0.92 0.77 0.241 0.351 0.591 9.69 2.07 6.2 4.69 15.66 -0.714285714285714
"3901" 0 0 0 0 0.48 1.67 0.171 0.094 0.265 11.32 1.74 2.61 6.5 13.74 1
"3902" 3.9 0.467289719626168 0.43613707165109 0.0623052959501558 1.18 1.16 0.295 0.38 0.675 6.4 1.67 8.91 3.83 15.37 -0.333333333333333
"3903" 9 1 1 0.208333333333333 1.5 1.05 0.37 0.5 0.87 10.5 4.5 9 2.33 19.88 0
"3904" 5.4 0.803571428571429 0.625 0.267857142857143 1.97 0.21 0.4 0.551 0.951 10.03 6.17 11.57 1.63 21.09 1
"3905" 3.67 0.421052631578947 0.407894736842105 0.144736842105263 1.18 0.57 0.289 0.454 0.743 6.99 1.78 8.88 3.93 14.66 0
"3906" 5.32 0.603448275862069 0.603448275862069 0.129310344827586 1.52 0.83 0.349 0.415 0.764 6.08 4.18 9.51 1.45 17.45 -0.333333333333333
"3907" 12.91 1.94444444444444 1.52777777777778 0 3.26 0.73 0.538 0.615 1.154 5.87 11.74 17.61 0.5 28.04 1
"3908" 3.21 0.357142857142857 0.357142857142857 0.0714285714285714 1.29 0.59 0.3 0.385 0.685 9.64 3.86 7.71 2.5 17.93 1
"3909" 0 0 0 0 0 0 0 0 0 0 0 0 NA 3 1
"3910" 5.52 0.704225352112676 0.633802816901408 0.211267605633803 1.5 0.94 0.361 0.509 0.87 4.3 4.3 9.2 1 17.25 1
"3911" 7.24 0.833333333333333 0.833333333333333 0 1.83 1.2 0.406 0.483 0.889 3.95 1.98 14.49 2 17.2 0
"3912" 2.21 0.263157894736842 0.245614035087719 0.105263157894737 0.86 1.26 0.229 0.318 0.547 9.79 1.74 6 5.64 14.53 -0.5
"3913" 6.27 0.878787878787879 0.696969696969697 0.151515151515152 1.67 0.91 0.373 0.463 0.835 8.45 3.82 11.18 2.21 17.52 0
"3914" 5.81 0.709677419354839 0.645161290322581 0.0967741935483871 1.61 1.11 0.366 0.403 0.77 10.45 5.52 9 1.89 18.65 1
"3915" 4.02 0.526315789473684 0.460526315789474 0.131578947368421 1.34 0.88 0.309 0.413 0.722 8.62 2.87 9.19 3 17.87 0
"3916" 3.6 0.4 0.4 0.2 1 1.25 0.263 0.5 0.763 9 1.8 7.2 5 15.4 1
"3917" 7.36 0.845070422535211 0.845070422535211 0.28169014084507 1.91 4.67 0.4 0.606 1.006 4.91 2.45 14.73 2 19.09 -0.333333333333333
"3918" 3.38 0.521327014218009 0.37914691943128 0.0947867298578199 1.36 0.96 0.323 0.395 0.718 7.17 1.69 10.55 4.25 17.11 0
"3919" 6.97 0.891089108910891 0.792079207920792 0.297029702970297 1.98 2.67 0.42 0.685 1.105 6.1 3.92 13.94 1.56 18.63 1
"3920" 5.85 0.656779661016949 0.656779661016949 0.211864406779661 1.28 0.86 0.316 0.52 0.836 5.85 2.45 9.06 2.38 15.82 -0.666666666666667
"3921" 3.18 0.36036036036036 0.36036036036036 0.045045045045045 1.54 1.17 0.357 0.369 0.726 10.32 4.76 9.13 2.17 18.13 -0.5
"3922" 3.86 0.476190476190476 0.432900432900433 0.0865800865800866 1.33 1.39 0.323 0.365 0.688 8.87 4.24 7.71 2.09 17.44 0
"3923" 5.01 0.59190031152648 0.560747663551402 0.0623052959501558 1.33 0.64 0.319 0.364 0.682 4.73 3.06 8.91 1.55 15.59 -0.5
"3924" 10.29 1.28571428571429 1.14285714285714 0.428571428571429 2.57 1 0.486 0.824 1.31 9 3.86 19.29 2.33 18.86 0
"3925" 5.25 0.604575163398693 0.588235294117647 0.0816993464052288 1.59 1.2 0.373 0.445 0.818 4.09 3.65 10.65 1.12 16.17 -0.666666666666667
"3926" 4.37 0.507246376811594 0.489130434782609 0.0905797101449275 1.28 0.64 0.316 0.404 0.72 9.38 3.4 8.08 2.76 17.53 0
"3927" 3.59 0.423728813559322 0.402542372881356 0.127118644067797 1.03 0.92 0.271 0.345 0.617 7.36 2.83 6.42 2.6 14.62 -0.333333333333333
"3928" 3.42 0.48 0.38 0.12 1.38 0.95 0.34 0.438 0.778 5.22 2.16 10.26 2.42 15.78 -0.5
"3929" 3.62 0.43613707165109 0.404984423676012 0.155763239875389 1.27 1.03 0.311 0.459 0.77 8.63 3.06 8.35 2.82 16.52 0
"3930" 6.3 0.866666666666667 0.7 0.1 2.1 1.21 0.427 0.46 0.887 6.6 6.6 12.3 1 17.87 1
"3931" 3.2 0.418326693227092 0.358565737051793 0.0796812749003984 1.14 2.53 0.296 0.383 0.679 5.51 2.13 8.17 2.58 13.24 1
"3932" 5.81 0.903225806451613 0.645161290322581 0.32258064516129 1.68 1.37 0.383 0.585 0.968 4.94 5.81 9.29 0.85 16.68 0
"3933" 4.19 0.471204188481675 0.471204188481675 0.157068062827225 1.29 1.41 0.321 0.442 0.763 7.45 2.33 9.31 3.2 16.71 -0.333333333333333
"3934" 7.97 0.895522388059701 0.895522388059701 0.497512437810945 1.48 0.6 0.337 0.667 1.004 9.3 3.1 10.18 3 20.07 1
"3935" 6.75 0.763358778625954 0.763358778625954 0.305343511450382 1.35 0.53 0.31 0.481 0.791 9.45 4.05 8.1 2.33 17.1 -1
"3938" 6.23 0.731707317073171 0.731707317073171 0.487804878048781 1.62 1.67 0.366 0.576 0.942 10.38 7.27 7.27 1.43 21.35 -1
"3939" 6.45 0.81447963800905 0.723981900452489 0.0452488687782805 1.57 2.22 0.357 0.411 0.768 3.63 2.82 11.28 1.29 14.96 -1
"3943" 6.97 0.792079207920792 0.792079207920792 0.198019801980198 1.84 0.29 0.388 0.614 1.001 6.97 3.48 13.06 2 17.71 -1
"3944" 9.31 1.03448275862069 1.03448275862069 0.275862068965517 1.79 0.68 0.39 0.629 1.019 4.97 3.1 13.03 1.6 17.28 -1
"3945" 13.5 1.5 1.5 0.5 3 1.67 0.522 0.813 1.334 6.75 15.75 11.25 0.43 26 -1
"3946" 7.3 1.07438016528926 0.826446280991736 0.413223140495868 1.54 0.56 0.328 0.54 0.868 8.76 5.84 8.03 1.5 19.14 -1
"3947" 5.19 0.975609756097561 0.609756097560976 0.24390243902439 1.62 0.62 0.341 0.471 0.812 6.23 5.19 9.35 1.2 19.27 -1
"3948" 5.56 0.630630630630631 0.630630630630631 0.27027027027027 1.76 2.11 0.392 0.617 1.009 2.38 3.18 12.71 0.75 15.09 -1
"3949" 5.73 0.636363636363636 0.636363636363636 0.363636363636364 1.27 1.09 0.311 0.643 0.954 6.55 2.45 9 2.67 16.82 -1
"3953" 7.88 0.875 0.875 0.125 2 0.8 0.421 0.531 0.952 5.63 6.75 11.25 0.83 20 -1
"3954" 6 0.833333333333333 0.666666666666667 0 2.33 1.33 0.467 0.577 1.044 4.5 6 15 0.75 16.83 -1
"3955" 9.72 1.35802469135802 1.11111111111111 0 2.52 3.5 0.457 0.462 0.918 7.56 7.56 15.12 1 20.52 -1
"3960" 4.15 0.507692307692308 0.461538461538462 0.184615384615385 1.42 0.63 0.339 0.486 0.825 6.37 3.18 9.55 2 15.83 -1
"3961" 8.64 0.987654320987654 0.987654320987654 0.0617283950617284 2.16 1.33 0.44 0.548 0.988 6.48 4.32 15.12 1.5 18.48 -1
"3962" 5.19 0.584795321637427 0.584795321637427 0.0584795321637427 1.56 0.89 0.368 0.471 0.839 6.75 3.63 10.38 1.86 16.73 -1
"3967" 7.97 0.945273631840796 0.895522388059701 0.149253731343284 1.82 0.93 0.397 0.494 0.891 8.41 4.87 11.51 1.73 18.32 -1
"3968" 4.01 0.495867768595041 0.454545454545455 0.165289256198347 1.38 0.9 0.337 0.473 0.81 5.47 3.28 9.12 1.67 15.81 -1
