"","GS.Open","GS.High","GS.Low","GS.Close","GS.Volume","GS.Adjusted"
"946",65.779999,66.010002,65.080002,65.599998,4216700,56.808238
"947",64.160004,66.980003,64.160004,66.68,4778400,57.743497
"948",66.690002,66.690002,63.91,64.339996,4335200,55.717102
"949",64.339996,65.190002,62.919998,62.950001,4190400,54.513395
"950",62.959999,62.98,61.02,62.849998,8550000,54.426795
"951",63.299999,66.889999,63.299999,66.779999,7046700,57.830094
"952",66.779999,67.57,66,66.620003,4670000,57.69154
"953",66.620003,69.339996,65.910004,68.900002,6144200,59.665972
"954",68.900002,69.720001,68.209999,69.580002,5054000,60.254838
"955",69.800003,70.980003,68.790001,70.269997,6370000,60.852359
"956",69.980003,70.470001,68.169998,70.080002,6615800,60.687828
"957",70.360001,72.099998,69.82,72.099998,6861800,62.437103
"958",72.099998,72.099998,69.610001,69.919998,5603800,60.549268
"959",70.099998,71.290001,69.800003,70.690002,4289600,61.216076
"960",70.690002,71.489998,70.529999,71.050003,3662500,61.527829
"961",70.75,71.029999,69.870003,70.580002,4050900,61.120817
"962",70.580002,70.940002,69.870003,70.110001,2553300,60.713806
"963",68.010002,69.5,68,68.080002,4591300,58.955869
"964",68.480003,70.029999,68.059998,69.620003,4231600,60.289478
"965",71.5,72.870003,71.050003,72.400002,7036500,62.696899
"966",72.25,73.300003,71.699997,72.349998,4748300,62.653598
"967",72.349998,72.93,71.849998,72.059998,3704800,62.402463
"968",73.5,74.150002,72.120003,72.309998,4627000,62.618958
"969",72.309998,73,71.389999,72.699997,3343200,62.956689
"970",72.699997,73.75,71.860001,71.910004,4197600,62.272571
"971",71.919998,72.589996,71.599998,72.349998,3458700,62.653598
"972",72.610001,73.440002,71.809998,72.419998,2858600,62.714216
"973",72.419998,74.5,72.32,74.489998,3678500,64.506793
"974",74.489998,76.599998,73.709999,76.540001,6723400,66.282053
"975",76.550003,77.199997,74.860001,75.199997,6181600,65.121637
"976",75.199997,76.489998,74.830002,76.099998,4484200,65.90102
"977",76.099998,76.82,75.900002,76.349998,3176100,66.117515
"978",76.349998,78.389999,74.919998,78.330002,5508800,67.832157
"979",78.330002,78.900002,77.440002,78.43,4008300,67.918753
"980",78.43,78.43,76.599998,77.349998,3307100,66.983494
"981",77.230003,77.370003,75.5,75.870003,2820700,65.803937
"982",76.370003,77.199997,75.510002,76.510002,3606000,66.359025
"983",76.510002,78,75.260002,76.449997,5327400,66.306981
"984",76.239998,76.870003,75.629997,75.900002,3968900,65.829956
"985",75.900002,75.900002,74.5,75.330002,4106200,65.335581
"986",75.330002,76.980003,74.019997,76.599998,4131500,66.437081
"987",76.599998,77.18,75.949997,76.489998,3548700,66.341674
"988",76.489998,77.919998,76.010002,77.199997,3850100,66.957474
"989",76.419998,77.879997,76.25,77.199997,3728100,66.957474
"990",77.209999,77.209999,74,74.059998,7119900,64.234075
"991",74.059998,75.029999,74.019997,75,3849200,65.049362
"992",75,76,74.239998,75.489998,3895100,65.474349
"993",74.550003,75.910004,74.550003,74.949997,4053300,65.005993
"994",75,75.349998,74.349998,74.949997,3434300,65.005993
"995",74.650002,76.199997,74.650002,76.099998,4318500,66.003418
"996",75.199997,76.900002,75.199997,76.699997,4444000,66.523812
"997",76.699997,76.699997,74.349998,74.349998,3981600,64.4856
"998",74.400002,74.809998,73.220001,74.449997,4447500,64.572331
"999",74.400002,75.239998,73.699997,75.099998,3241500,65.136093
"1000",75.349998,76.370003,75.279999,76.029999,3193500,65.942706
"1001",76.029999,76.519997,75.849998,76.150002,2052500,66.046787
"1002",76.150002,78.739998,75.220001,78.480003,4096000,68.067655
"1003",78.480003,79.900002,78.449997,79.900002,4746800,69.299255
"1004",79.910004,81.080002,79.32,79.589996,5041500,69.03038
"1005",79.849998,81.669998,79.830002,81.5,3850100,70.686974
"1006",81.5,84.480003,81.5,83.540001,7151600,72.456317
"1007",83.5,83.910004,82.709999,83,4236300,71.987961
"1008",82.559998,85.589996,82.550003,85.25,4663300,73.939442
"1009",85.25,87.489998,84.550003,87.300003,5971400,75.71746
"1010",88.25,89.5,87.5,88.699997,9050400,76.93171
"1011",88.300003,88.699997,87.099998,87.540001,4954800,75.925616
"1012",87.900002,88.900002,87.239998,88.699997,4662700,76.93171
"1013",88.699997,89.889999,88.269997,89.739998,5230300,77.833728
"1014",89.739998,90.5,89.169998,90.349998,4612900,78.362797
"1015",90.349998,90.699997,88.809998,89.169998,4594100,77.339353
"1016",90,91.5,89.559998,91.5,4889800,79.360222
"1017",91.5,91.980003,90.699997,91.5,3906200,79.360222
"1018",90.099998,90.410004,88.400002,88.900002,5603300,77.105179
"1019",88.900002,89.25,85.449997,85.919998,5506700,74.520548
"1020",86.75,87.400002,86.010002,86.25,3792200,74.806767
"1021",86.25,86.25,84.599998,85.279999,3513300,73.96546
"1022",85.800003,87.059998,85.660004,86.599998,3866900,75.110329
"1023",85.870003,86.400002,84.620003,84.779999,7199400,73.531798
"1024",85,85.599998,83.309998,84.150002,6423200,72.985386
"1025",84.160004,84.599998,82.050003,82.379997,5158400,71.450217
"1026",83.099998,83.75,82.199997,83.75,5715700,72.638454
"1027",83.75,85.849998,82.360001,85.849998,6162300,74.459835
"1028",85.309998,86.199997,84.589996,85.400002,5484800,74.069542
"1029",83.269997,85.220001,83.269997,84.699997,2837600,73.46241
"1030",85.699997,88.209999,85.599998,87.739998,4436600,76.099079
"1031",87.75,88.400002,87.099998,88.059998,3994900,76.376622
"1032",88.07,88.650002,87.57,88.230003,4381900,76.524073
"1033",88.230003,88.230003,86,86.550003,3643900,75.066967
"1034",86.989998,87.949997,86.610001,87.32,3028300,75.734804
"1035",87.330002,90.349998,87.330002,89.440002,5519000,77.573535
"1036",89.949997,90.260002,87.849998,88.019997,5177400,76.341929
"1037",88.75,88.75,86.769997,87.260002,3544200,75.682766
"1038",86.949997,87,85.860001,86.440002,3178300,74.97156
"1039",86.440002,87.699997,85.769997,87.690002,2949400,76.055716
"1040",87.589996,87.690002,85.199997,85.699997,2958400,74.329735
"1041",85.949997,86.809998,85.209999,86.160004,3244700,74.72871
"1042",86.300003,86.419998,85.279999,86.099998,2417900,74.676666
"1043",86.870003,87.099998,85.400002,85.400002,2893700,74.069542
"1044",85.370003,86.779999,84.75,86.419998,3025400,75.174273
"1045",86.459999,87.300003,86.279999,86.5,2211400,75.243864
"1046",86.5,87.839996,85.980003,86.830002,3983000,75.530923
"1047",87.050003,87.349998,86.110001,86.949997,3306300,75.635303
"1048",87.949997,89.099998,87.040001,87.139999,4138500,75.800581
"1049",86.949997,87.050003,84.940002,85.099998,3897500,74.026043
"1050",85.099998,85.550003,83.43,84.650002,4024700,73.634603
"1051",84.849998,85.480003,82.900002,82.900002,3488600,72.112329
"1052",83,85.129997,82.959999,84.050003,4479100,73.112682
"1053",84.059998,84.779999,83.550003,84.75,2808700,73.721589
"1054",85.209999,86.099998,85.199997,85.82,2859900,74.652351
"1055",85.809998,85.989998,84.68,85.760002,2574600,74.600161
"1056",85.769997,87.68,85.769997,87.68,3216100,76.270312
"1057",87.900002,88,86.879997,87.400002,3118200,76.026749
"1058",87.160004,88.050003,86.449997,87.949997,2885400,76.505175
"1059",87.959999,88.239998,87.07,87.760002,991200,76.339904
"1060",87.760002,88.730003,86.870003,88.269997,2899000,76.783533
"1061",88.32,89.099998,87.900002,89.029999,2410300,77.444637
"1062",88.400002,88.68,87.599998,87.699997,2535400,76.287707
"1063",88.25,88.580002,87.389999,88.099998,2170400,76.635657
"1064",89.099998,89.099998,86.889999,86.989998,2836200,75.670099
"1065",87,87,86.019997,86.730003,2005800,75.443937
"1066",86.730003,86.889999,85.5,86.510002,2586700,75.252564
"1067",86.510002,86.510002,85.75,85.970001,1458500,74.782833
"1068",86.449997,86.959999,85.239998,86.860001,1741700,75.557018
"1069",86.900002,88.599998,86.75,88.489998,2374700,76.974906
"1070",88.540001,90.629997,88.540001,90.449997,3802000,78.679853
"1071",90.699997,91.489998,90.040001,90.82,3810600,79.001707
"1072",90.900002,91.489998,90.599998,91.260002,3691500,79.384453
"1073",91.260002,92.220001,90.339996,90.959999,2693200,79.123489
"1074",91.480003,91.980003,90.07,91.349998,4167700,79.462738
"1075",91.199997,92.110001,90.849998,91.790001,3078700,79.845484
"1076",91.199997,91.209999,89.32,89.440002,4240700,77.801288
"1077",89.440002,90.459999,88.809998,89.839996,3226500,78.149231
"1078",89.800003,90.919998,89.199997,90.730003,2838900,78.923422
"1079",89.93,90.739998,89.199997,89.199997,2756500,77.592514
"1080",89.480003,91.099998,89.449997,90.93,3992000,79.097394
"1081",90.699997,91.989998,90.400002,91,3188300,79.158285
"1082",91.699997,93.489998,91.059998,93.25,5804300,81.115495
"1083",93.25,93.739998,92.800003,93.730003,3771500,81.533036
"1084",92.900002,93.099998,92.059998,92.660004,3700400,80.602274
"1085",90.800003,91.349998,88.989998,89.059998,10655700,77.470732
"1086",89.07,89.07,85.709999,85.82,9448500,74.652351
"1087",85.82,86.459999,85.230003,85.519997,5768300,74.391387
"1088",86.019997,86.209999,84.199997,84.699997,4020600,73.678093
"1089",85.150002,85.989998,84.57,85,4695800,73.939057
"1090",84.75,84.860001,83.639999,83.900002,5257900,72.9822
"1091",83.900002,86.129997,83.900002,86,4332500,74.808928
"1092",86,86.410004,85.400002,85.959999,2957500,74.774133
"1093",86.239998,88.110001,86.239998,86.660004,4120100,75.383046
"1094",86.660004,88,86.449997,86.720001,3215900,75.435237
"1095",86.720001,87.32,85.839996,86.839996,3785600,75.539617
"1096",86.849998,87.120003,85.550003,86.260002,2808000,75.035097
"1097",87.68,88.449997,86.809998,87,4164200,75.6788
"1098",87.010002,87.330002,86.43,86.940002,2729900,75.626609
"1099",87.699997,88.68,87.620003,88.169998,1987100,76.696547
"1100",88.169998,88.769997,87.080002,88.639999,3297900,77.105388
"1101",89.449997,89.629997,88.550003,88.75,4037000,77.201074
"1102",88.25,88.610001,87.650002,87.989998,4122900,76.53997
"1103",88.029999,88.550003,86.730003,87.169998,3340500,75.826676
"1104",87,87.230003,85.940002,87.010002,3232600,75.6875
"1105",87.019997,88.910004,87.019997,87.620003,3029500,76.218122
"1106",86.5,86.849998,86.040001,86.470001,3431700,75.217769
"1107",86.220001,87.919998,86.019997,87,3889600,75.898234
"1108",87,87,85.010002,85.82,3396700,74.868809
"1109",87.5,88.519997,86.800003,88.190002,4347800,76.936384
"1110",88.949997,92.25,88.690002,92.25,7022300,80.478299
"1111",92.650002,93.160004,92,92.650002,5216600,80.827258
"1112",93.449997,94,93.169998,93.43,4359700,81.507724
"1113",93.43,94.889999,93.43,93.900002,3561200,81.91775
"1114",94.650002,96.800003,94.550003,96.190002,5128000,83.915532
"1115",96.199997,96.199997,94.709999,95.949997,3024200,83.706153
"1116",95.949997,96.25,94.260002,95.470001,4089800,83.287407
"1117",95.470001,96.690002,94.650002,96.529999,3294500,84.212142
"1118",96.529999,97.389999,96.199997,96.980003,3537700,84.604723
"1119",96.980003,96.980003,95.580002,96.080002,3144100,83.819568
"1120",96.089996,96.349998,95.449997,96.099998,1801200,83.837013
"1121",95.949997,96.849998,95.68,96.699997,2237700,84.360448
"1122",96.709999,96.709999,94.519997,96.019997,1991600,83.76722
"1123",96.089996,96.690002,93.449997,93.800003,3642800,81.830512
"1124",93.809998,94.699997,93.139999,94.25,3130100,82.223086
"1125",95,95.050003,93.349998,93.730003,2454400,81.769445
"1126",93.300003,94.019997,93.199997,93.93,2768900,81.943921
"1127",93.75,93.93,91.699997,91.760002,3723700,80.050828
"1128",92.349998,93.300003,92.089996,92.970001,3075500,81.106424
"1129",93.949997,95.089996,93.5,94.919998,2544200,82.807588
"1130",95.949997,96.639999,95.589996,96.25,3013900,83.967873
"1131",96.489998,96.699997,95.370003,96.669998,2038900,84.334277
"1132",96.669998,97.099998,95.760002,96.080002,1040000,83.819568
"1133",96.230003,97.769997,96.230003,97.480003,3381800,85.04092
"1134",97.800003,98.75,97.260002,97.400002,3055100,84.971127
"1135",98.25,100,97.900002,99.290001,4459800,86.61995
"1136",99.379997,99.5,98.32,98.730003,2085400,86.131412
"1137",98.730003,99.309998,97.599998,98.029999,2558100,85.520733
"1138",97.800003,98.800003,97.449997,98.800003,1822500,86.192479
"1139",98.800003,98.900002,97.599998,98.199997,2408100,85.669038
"1140",98.199997,99.5,97.239998,97.599998,2995400,85.145603
"1141",97.970001,99.110001,97.449997,98.339996,2323600,85.791173
"1142",98.5,99.360001,97.970001,99.150002,1720300,86.497816
"1143",99.93,100.779999,97.75,97.75,3164600,85.276464
"1144",97.760002,98.400002,96.910004,97.519997,3629200,85.07581
"1145",97.029999,98.5,96.769997,98.349998,4086700,85.799898
"1146",97,97.730003,95.730003,97.349998,5603100,84.927505
"1147",97.099998,97.389999,95.839996,96.379997,5135600,84.081282
"1148",96.379997,98.43,96.349998,98.150002,3618000,85.625422
"1149",98.339996,98.800003,98.150002,98.220001,2257200,85.68649
"1150",97.82,97.949997,97.449997,97.550003,985900,85.101988
"1151",97.550003,98.43,97.550003,97.940002,887100,85.44222
"1152",98.480003,99.75,98.199997,99.580002,2480400,86.872945
"1153",99.900002,99.900002,98.769997,99.160004,1768300,86.506542
"1154",99.57,99.580002,98,98.730003,2877800,86.131412
"1155",98.800003,99.089996,96.580002,97.129997,3042300,84.735577
"1156",97.300003,97.940002,96.150002,97.18,4817700,84.7792
"1157",97.360001,97.669998,96.379997,96.599998,4077800,84.27321
"1158",96.760002,98.860001,96.449997,98.629997,4457800,86.044167
"1159",98.730003,98.980003,97.699997,98.75,3687800,86.148857
"1160",98.739998,98.75,97.290001,97.5,3297300,85.058365
"1161",97.599998,97.849998,96.449997,97.779999,2844700,85.302634
"1162",97.849998,97.949997,97.040001,97.669998,3257500,85.20667
"1163",97.5,99.5,97.459999,99.379997,4243200,86.698463
"1164",100.400002,102,99.949997,101.139999,8331000,88.233877
"1165",101.150002,101.589996,100.029999,100.480003,6035000,87.658101
"1166",101.169998,101.550003,99.599998,100.400002,3095900,87.588308
"1167",100.300003,101.5,99.370003,101.5,3296000,88.547939
"1168",101.07,101.870003,100.400002,100.68,3893900,87.832577
"1169",101.080002,101.080002,98.790001,99.5,3742700,87.01923
"1170",99.419998,102.489998,99.349998,102.279999,4096200,89.45052
"1171",102.190002,102.75,100.800003,101.050003,3231600,88.374809
"1172",101.300003,101.5,97.699997,98.300003,4070300,85.969754
"1173",99.25,99.690002,97.809998,99.400002,3872500,86.931775
"1174",99.410004,100.43,98.82,99.550003,2982100,87.062961
"1175",99.230003,100.459999,98.470001,99.809998,3416300,87.290343
"1176",99.769997,101.360001,99.199997,101.150002,3663000,88.462264
"1177",101.150002,101.199997,99.699997,99.75,3228600,87.237871
"1178",99.769997,100.169998,98.43,98.839996,2803100,86.442014
"1179",99.290001,101.559998,99.139999,101.339996,3196000,88.628427
"1180",101.339996,102.470001,100.870003,101.870003,2518600,89.091952
"1181",101.650002,102.440002,101.43,102.18,2557900,89.363065
"1182",103.599998,107.260002,103.480003,107.089996,7277700,93.657176
"1183",107.330002,107.800003,106.5,107.400002,4058900,93.928296
"1184",107.349998,107.900002,105.029999,105.849998,4110200,92.572717
"1185",106.650002,107.82,106.57,106.919998,2640300,93.508502
"1186",107.160004,108,106.279999,106.900002,2413600,93.491013
"1187",107.099998,107.480003,105.559998,105.769997,2114600,92.50275
"1188",106.349998,107,105.400002,106.519997,2800500,93.158674
"1189",106.57,107.440002,105.919998,106.669998,2724600,93.28986
"1190",105.650002,106.199997,104,104.32,3547500,91.234634
"1191",104.57,106,104.440002,105.82,2810400,92.546481
"1192",105.830002,106.489998,104.489998,106.290001,2160000,92.957528
"1193",106.790001,107.800003,105.610001,105.870003,3598000,92.590212
"1194",107.300003,108,106.709999,107.349998,2849600,93.884565
"1195",106.900002,107.879997,106.400002,106.400002,2993100,93.053731
"1196",106.400002,106.760002,105.540001,106.510002,3033000,93.149933
"1197",107.029999,108.849998,106.830002,108.519997,3631900,94.907804
"1198",107.32,109.279999,107.080002,109.050003,3893200,95.371329
"1199",109.059998,109.290001,107.169998,107.349998,2860100,93.884565
"1200",107.349998,107.349998,105.050003,105.760002,3070800,92.494009
"1201",105.760002,105.900002,103.300003,103.550003,3450200,90.561221
"1202",103.559998,105.190002,102.870003,102.989998,3427600,90.07146
"1203",104.150002,105.120003,103.419998,104.93,3167300,91.768119
"1204",104.800003,104.809998,102.349998,102.82,3343000,89.922786
"1205",103.5,104.739998,102.260002,103.059998,4360800,90.13268
"1206",103.57,104.540001,102.440002,104.010002,3272900,90.96352
"1207",103.849998,104.080002,102.400002,103.699997,3203800,90.692401
"1208",103.110001,104.32,102.660004,102.660004,3018900,89.782859
"1209",102.160004,102.160004,99.839996,101.300003,4648000,88.59345
"1210",103.25,103.269997,101.389999,101.389999,6971100,88.672157
"1211",101.5,101.599998,98.379997,99.239998,6796300,86.791841
"1212",100,101.980003,99.599998,101.849998,4840900,89.074457
"1213",101.849998,104.220001,101.510002,103.75,4545500,90.736132
"1214",104.190002,105.099998,103.5,104.220001,3612300,91.147178
"1215",103.699997,104.650002,103.32,104.260002,3067700,91.182162
"1216",104.269997,104.660004,103.690002,104.349998,2480200,91.260869
"1217",104.239998,106.040001,104.239998,106,3358700,92.703903
"1218",107,107.5,104.839996,105.949997,3951700,92.660172
"1219",105.949997,106.300003,105.139999,105.699997,2880900,92.441531
"1220",105.699997,105.989998,104.669998,105.580002,2920000,92.336587
"1221",105.370003,105.769997,104.779999,105.25,2307100,92.047979
"1222",106.400002,106.480003,105.25,105.699997,3014400,92.441531
"1223",105.800003,106.139999,105.699997,105.82,1771200,92.546481
"1224",105.82,106.190002,102.75,103.120003,3977600,90.185158
"1225",102,102.550003,100.489998,101.410004,5584300,88.689652
"1226",101.650002,102.730003,100.230003,101.730003,3763400,88.969513
"1227",102.25,103.699997,101.82,103.360001,3314300,90.395052
"1228",103.25,103.300003,101.75,102.480003,2497200,89.625437
"1229",102.650002,103.07,99.910004,99.910004,2761100,87.377805
"1230",100.25,100.650002,99.150002,100,4035800,87.456512
"1231",100.010002,102.349998,100,101.800003,3700200,89.030732
"1232",101.050003,101.07,99.809998,100.410004,3034500,88.03128
"1233",101,102.269997,100.959999,101.150002,2243900,88.68005
"1234",100.550003,102.07,100.550003,100.910004,1888400,88.469639
"1235",100.25,100.25,98.400002,98.400002,3360600,86.269074
"1236",98.919998,99.839996,97.599998,98.260002,3899400,86.146334
"1237",98.510002,99,96.309998,96.75,3462600,84.822488
"1238",96.949997,97.559998,96.209999,96.919998,3267000,84.971529
"1239",97.75,98.5,96.779999,97.370003,3875200,85.366056
"1240",97.5,98.25,95.739998,96.150002,4822000,84.296458
"1241",95.150002,95.540001,93.830002,95.150002,5482900,83.41974
"1242",94.5,95.5,92.879997,93.040001,5480900,81.569864
"1243",90.75,92.129997,90.080002,92.099998,6861800,80.745747
"1244",92.25,93.110001,91.629997,93.110001,5288200,81.631234
"1245",91.849998,93.07,90.230003,92.919998,6639300,81.464656
"1246",93.120003,94.690002,92.650002,93.449997,4692400,81.929315
"1247",94.120003,94.620003,92.599998,94.010002,4569700,82.420282
"1248",92.800003,93.190002,91.449997,92.68,4520600,81.254245
"1249",93.099998,94.010002,92.519997,93.309998,3325600,81.806575
"1250",94.75,94.82,92.599998,92.68,4751400,81.254245
"1251",93.050003,93.739998,92.120003,92.400002,3904600,81.008765
"1252",92.620003,93.25,91.449997,91.739998,4060800,80.430128
"1253",92.449997,93.120003,91.349998,91.730003,3687700,80.421366
"1254",91.730003,93.260002,90.800003,93.110001,3927500,81.631234
"1255",93.029999,93.75,92.5,93.389999,2978600,81.876714
"1256",94.199997,94.300003,92.160004,93.290001,4652200,81.789044
"1257",93.290001,93.949997,92.989998,93.910004,2425800,82.332612
"1258",93.800003,93.900002,91.75,93,4142600,81.534795
"1259",93,93.010002,91.650002,91.769997,4320100,80.456428
"1260",91.779999,91.800003,90.269997,90.550003,4224700,79.386838
"1261",91.5,91.989998,91.230003,91.519997,3165000,80.237249
"1262",92.349998,93.699997,92.059998,93.580002,3493300,82.043293
"1263",93.580002,94.099998,92.639999,94,2949300,82.411513
"1264",94.010002,94.07,92.370003,93,1996500,81.534795
"1265",93.010002,93.010002,92.139999,93.010002,1702500,81.543564
"1266",92.150002,92.150002,90.639999,91.529999,3043300,80.246018
"1267",92.18,92.410004,89.980003,90.209999,5510300,79.08875
"1268",90.489998,90.980003,89.389999,89.980003,4149900,78.887109
"1269",89.25,89.650002,88.529999,89.339996,3500700,78.326003
"1270",89,90.25,88.699997,89.18,3823000,78.185731
"1271",89.889999,90,88.599998,88.790001,3217900,77.843812
"1272",88.349998,91.160004,87.68,90.599998,8249500,79.43067
"1273",91,91.989998,90.529999,91.720001,6149000,80.412596
"1274",92.25,94.169998,91.75,93.190002,5519100,81.701373
"1275",93.199997,94.849998,92.940002,94.550003,8047400,82.893711
"1276",95.150002,95.150002,92.809998,93.260002,4380100,81.762743
"1277",93,94.199997,92.779999,94,3359300,82.411513
"1278",94,94.849998,93.559998,94.160004,4135600,82.551791
"1279",94.169998,94.349998,92.68,93.650002,4569500,82.104663
"1280",93.849998,93.970001,92.5,93.610001,3330600,82.069593
"1281",92.610001,92.959999,91.889999,92.199997,2603700,80.833417
"1282",91.599998,91.800003,90.419998,90.57,4501900,79.404369
"1283",89.900002,91.230003,89.830002,90,3493200,78.90464
"1284",90.699997,90.980003,90.010002,90.050003,2518900,78.948479
"1285",90.050003,90.800003,88.800003,90.660004,3509600,79.483277
"1286",90,90.849998,89.190002,90.360001,3744000,79.220259
"1287",89.559998,91.480003,89.540001,89.889999,3447500,78.808201
"1288",90.199997,90.209999,88.110001,88.330002,3899700,77.440522
"1289",89.529999,89.580002,87.150002,87.25,3562400,76.493665
"1290",87.5,88.129997,86.669998,87.5,3308600,76.712845
"1291",87.25,89.849998,87.209999,89.699997,4131100,78.641622
"1292",89.699997,90.699997,87.400002,87.419998,4535400,76.642705
"1293",87.019997,88.5,85.720001,87.760002,4883400,76.940793
"1294",86.809998,88.199997,86.809998,87.550003,3096600,76.97596
"1295",87.720001,88.190002,86.629997,87.029999,3805400,76.51876
"1296",87.029999,88.980003,87.019997,88.790001,4131900,78.066194
"1297",88.269997,89.300003,87.330002,88.709999,4273500,77.995855
"1298",89.650002,90.050003,89.080002,89.690002,3588700,78.857496
"1299",89.050003,89.360001,87.709999,88.190002,3706400,77.538662
"1300",87.779999,88.639999,87.330002,88.440002,3020400,77.758467
"1301",88.400002,89.059998,87.480003,87.68,2726800,77.090256
"1302",87.349998,88.449997,86.75,87.650002,3460200,77.063881
"1303",88.099998,88.099998,85.690002,85.800003,3203000,75.43732
"1304",85,86.150002,84.199997,84.550003,5065600,74.338291
"1305",84.550003,85.199997,84.029999,84.550003,2916200,74.338291
"1306",84.699997,85.529999,84.269997,85.309998,5453300,75.006496
"1307",84.800003,85.599998,84.18,84.650002,3995400,74.426212
"1308",84.650002,85.199997,83.400002,83.860001,4773500,73.731625
"1309",83.860001,84.25,83.290001,84.25,2533900,74.074522
"1310",84.25,86.290001,84.25,85.82,2990100,75.454901
"1311",87.160004,87.25,86.239998,86.389999,3122600,75.956058
"1312",86.300003,87.5,86.059998,87.440002,2979700,76.879245
"1313",87.309998,87.690002,85.949997,86.599998,2669200,76.140694
"1314",86.599998,88.07,86.379997,87.809998,2651200,77.204553
"1315",87.809998,88.339996,87.279999,87.5,4164200,76.931996
"1316",88.150002,88.370003,87.459999,87.529999,2371300,76.958372
"1317",87.779999,90.25,87.559998,90.029999,4104300,79.156429
"1318",89.93,91.57,89.760002,91.120003,3366000,80.114785
"1319",91.120003,91.199997,90.169998,90.480003,1642400,79.552083
"1320",90.230003,90.349998,89.010002,89.150002,1824400,78.382715
"1321",89.559998,89.809998,88.459999,89.650002,2403900,78.822326
"1322",89.849998,90.5,88.949997,89.190002,1913900,78.417885
"1323",89.199997,91.300003,88.889999,91.059998,2361400,80.062027
"1324",91.059998,91.720001,90,90.199997,1667700,79.305895
"1325",91.199997,92.779999,91.059998,92.230003,3903300,81.090723
"1326",92.290001,92.550003,91.360001,91.440002,2901400,80.396136
"1327",92.099998,92.160004,90.610001,91.870003,3081200,80.774202
"1328",91.870003,93.230003,91.699997,93.129997,2846100,81.882018
"1329",93.400002,93.599998,92.769997,93.599998,2957800,82.295254
"1330",93.279999,94.25,92.900002,94.099998,2900100,82.734865
"1331",94,94.010002,92.410004,92.410004,2768000,81.248983
"1332",92.650002,93.620003,92.400002,93.160004,2530000,81.9084
"1333",93.290001,93.459999,91.809998,92.050003,2890900,80.932462
"1334",91,92.120003,90.970001,91.68,3017600,80.607148
"1335",93,94.959999,92.75,94.900002,6120400,83.438246
"1336",93.080002,94.18,92.5,93.389999,6459600,82.110618
"1337",92.5,93.639999,92.5,93.07,4313900,81.829267
"1338",93.669998,93.769997,92.839996,93.480003,2614100,82.189751
"1339",93.480003,93.489998,92.120003,92.75,3414700,81.547916
"1340",92.75,93.239998,91.769997,93.059998,2806600,81.820473
"1341",93.059998,93.470001,92.400002,93.279999,3005900,82.013903
"1342",93.349998,93.57,92.449997,93.239998,2721700,81.978733
"1343",93.459999,94.690002,93.339996,93.919998,3184800,82.576605
"1344",94.800003,95.449997,94.440002,94.870003,3640600,83.41187
"1345",94.949997,95.099998,93.790001,94.07,3938300,82.708489
"1346",94.07,95.660004,93.75,95.529999,3445200,83.992154
"1347",95,95.419998,94.360001,94.849998,2758300,83.394282
"1348",94.849998,95.5,93.910004,94.239998,3029400,82.857956
"1349",94.800003,94.910004,94.040001,94.139999,1624700,82.770035
"1350",93.25,94.800003,93.239998,94.589996,2613100,83.165682
"1351",95,95.25,94.190002,94.720001,2924600,83.279986
"1352",94,94.160004,92.400002,92.93,3915000,81.706176
"1353",93.699997,94.32,93.089996,94.160004,3188100,82.787623
"1354",94.160004,94.449997,93.089996,94.25,2572100,82.86675
"1355",94.25,95,92.599998,93.059998,4144600,81.820473
"1356",92.110001,92.690002,90.739998,92.339996,3934700,81.187431
"1357",92,93.849998,91.980003,93.470001,4023000,82.404058
"1358",93.019997,93.739998,92.010002,92.699997,3515900,81.725214
"1359",91.75,92.709999,91.110001,92.419998,3019600,81.478365
"1360",92.800003,94.779999,92.800003,93.760002,3445400,82.659725
"1361",93.279999,96.300003,93,96.099998,4620900,84.722689
"1362",96.099998,98.139999,95.800003,97.43,5321900,85.895231
"1363",97.43,98.449997,97.43,98.379997,3862600,86.732758
"1364",98.199997,98.910004,97.800003,98.32,2519900,86.679863
"1365",98.849998,99.730003,98.5,98.550003,4270100,86.882636
"1366",100.010002,100.5,98.68,99.370003,4333900,87.605556
"1367",99.370003,100.550003,98.449997,100,4381500,88.160968
"1368",100.5,101.739998,99.349998,100.849998,5101400,88.910335
"1369",100.400002,100.800003,99.779999,100.209999,2819200,88.346105
"1370",100.220001,101.279999,99.889999,100.870003,2826500,88.927971
"1371",100.910004,101.330002,100.379997,100.75,2612000,88.822175
"1372",101.25,103.300003,101.209999,103,3966100,90.805797
"1373",103.449997,104.900002,103.269997,104.660004,4435100,92.269272
"1374",104.849998,105.099998,103.650002,104.620003,3208200,92.234007
"1375",104.629997,104.629997,103.419998,103.720001,3694200,91.440557
"1376",104.050003,105.400002,103.940002,104.709999,3666000,92.313349
"1377",104.900002,104.980003,104.120003,104.830002,2086700,92.419144
"1378",104.769997,104.769997,101.910004,103.040001,3579400,90.841062
"1379",102.75,103.900002,102.139999,103.419998,2344000,91.176071
"1380",103.75,104.07,103.080002,103.809998,2628300,91.519899
"1381",104.099998,105.220001,104.099998,105,2427600,92.569016
"1382",104.949997,105.400002,104.830002,104.839996,796200,92.427955
"1383",105.43,105.589996,104.510002,105.080002,2881900,92.639547
"1384",104.550003,105.309998,104.540001,104.760002,2966500,92.357432
