"","GS.Open","GS.High","GS.Low","GS.Close","GS.Volume","GS.Adjusted"
"98",60.25,60.25,57.9375,59.25,732700,50.197457
"99",59.5,61,59.5,60.375,1082700,51.150573
"100",60.5,62.375,60.5,61.75,499800,52.315493
"101",61.25,61.8125,61.125,61.8125,281900,52.470411
"102",62.75,65.75,62.6875,65.5,1644700,55.600597
"103",64.9375,65,63.25,64,665000,54.327301
"104",63.5,64.5625,61.8125,61.8125,650200,52.470411
"105",62.0625,64.75,62,64.375,1412500,54.645625
"106",64.5,72.5,64.5,72,3983400,61.118214
"107",72.0625,73.75,70.1875,71,2490500,60.26935
"108",70.5,71,69.3125,69.375,949300,58.889945
"109",69.1875,71.75,69.125,69.75,543000,59.208269
"110",69.8125,69.875,68.3125,68.75,924000,58.359405
"111",69.6875,70.75,69.4375,70.125,570400,59.526594
"112",72,74.3125,71.25,73.6875,1304900,62.550672
"113",73.5,73.5,72.5,73,651600,61.967078
"114",73.5,73.5625,71.75,71.875,695600,61.012106
"115",71,72.75,70.625,71.9375,678700,61.06516
"116",72,73.5,71.5625,73.3125,574300,62.232348
"117",73.9375,79.8125,73.75,79.75,2227700,67.69691
"118",78.75,79.9375,77.25,78,997100,66.211398
"119",78.375,83,78.375,82.8125,1505100,70.296557
"120",81.125,81.375,78.5625,79.5625,1245400,67.537748
"121",79.8125,81.125,79.25,80.1875,1111500,68.068288
"122",80,80.875,79.625,79.9375,329600,67.856072
"123",79.5,80.25,78.5,79.6875,329900,67.643856
"124",79.9375,80.625,77.5,77.75,656300,65.999182
"125",77.5,77.75,76.75,77.125,515700,65.468642
"126",77.1875,77.75,76.625,77.3125,107600,65.627804
"127",77.25,77.25,74.375,74.5,517900,63.240374
"128",74.75,77.125,74.5,75.125,925000,63.770914
"129",74.75,76.1875,74.75,76.1875,5e+05,64.672832
"130",76.25,77.625,76.25,77.5,453600,65.786966
"131",78.5,80.6875,78.375,79.0625,669500,67.113316
"132",79.1875,79.3125,76.5625,77,295100,65.362534
"133",77.25,80.9375,77.25,80.9375,883100,68.704936
"134",81.8125,81.8125,80,80,732200,67.909126
"135",80.75,82.25,79.75,80,1205700,67.909126
"136",80,82.4375,79.5625,82,1386300,69.606854
"137",81.5,82.9375,81.0625,82.0625,938500,69.659908
"138",81.4375,81.4375,77.8125,78.75,1105800,66.848046
"139",77.75,79.5,77.75,79.4375,1073800,67.43164
"140",79.1875,79.5,77.75,78.5625,307900,66.688884
"141",78.625,80.5625,78.4375,80.1875,542100,68.068288
"142",82,83.625,80.75,81.875,1302600,69.500746
"143",80.625,83,79.5,80.9375,1189900,68.704936
"144",81,81.375,79.125,79.6875,526800,67.643856
"145",81,82.4375,80.6875,81,532000,68.75799
"146",80.5,82.875,80.5,82.0625,389200,69.659908
"147",82.0625,85.6875,82.0625,85,821800,72.153447
"148",85.5,88.1875,85.375,88,794800,74.700039
"149",90,92.875,89.5625,92.1875,969200,78.254657
"150",91.9375,94.8125,91.5,94.1875,383500,79.952385
"151",94.1875,94.375,87.75,88.3125,1822600,74.965309
"152",87,87.5,82.25,82.75,1647700,70.243502
"153",80.875,81.875,78.375,78.875,1516600,66.954154
"154",78.625,84.5,78.625,82.25,1845100,69.81907
"155",83.0625,83.1875,79.875,82.5625,1127400,70.08434
"156",81.75,84.875,81.75,84.375,803100,71.622907
"157",85,86.25,84.5625,84.8125,808600,71.994285
"158",84.125,86,83.375,84.375,916100,71.622907
"159",85.125,85.125,82.875,84.5,711000,71.729015
"160",85.5,86.9375,85.3125,85.625,607000,72.683987
"161",85,89.125,84.75,86.875,1095700,73.745067
"162",86.875,89.375,86.75,87.5625,636900,74.328661
"163",87,87.9375,84.875,85.9375,621800,73.049366
"164",86.1875,86.1875,84.5625,85.6875,542500,72.836859
"165",87.5,87.5,81.5,81.75,712900,69.48987
"166",83,84.1875,82.375,83.875,749300,71.296182
"167",84.125,88.5,84.125,88.25,1086600,75.015059
"168",88.25,89.9375,87.625,89,702000,75.65258
"169",87.5,88,86.125,87,776800,73.952522
"170",87,91.6875,86.5,91.625,801800,77.883906
"171",92.875,93,90.5,91.25,813100,77.565145
"172",90.75,91.625,88.625,91.125,964700,77.458892
"173",90,91.125,84.8125,85.375,2213300,72.571225
"174",87.25,87.25,83.5625,84.6875,1451700,71.98683
"175",84.4375,86.5,83.5,85.75,929800,72.889986
"176",85.75,89.625,85.75,89.4375,1024800,76.024468
"177",89.4375,89.4375,86.5625,86.75,397100,73.740015
"178",86.75,87.3125,85.5,86.625,503200,73.633761
"179",86.4375,88.75,85,85.125,856900,72.358718
"180",85.125,86.875,84.625,86.5,627800,73.527508
"181",86.25,86.625,85.125,86.5,542400,73.527508
"182",86.75,87.3125,82.875,82.9375,720300,70.499279
"183",84.75,84.75,81.125,82.125,895500,69.808631
"184",84.5,84.5,80.75,80.8125,925500,68.692968
"185",81.25,82.375,80.6875,81.5625,720100,69.33049
"186",81.3125,87,81.0625,85.75,702900,72.889986
"187",85.8125,89.9375,85.5,89.625,1199800,76.183848
"188",89.4375,94,88.25,89.25,1333000,75.865088
"189",89.25,89.25,87,88,518000,74.802551
"190",88.75,92.5,88,92.5,1381200,78.627682
"191",93.25,96.75,93.1875,94.75,1488900,80.540247
"192",95.25,97.875,94.125,96.25,1819200,81.81529
"193",97,102.5,96.75,102.5,2295900,87.127972
"194",102.75,105.25,102.375,103.6875,1421000,88.137381
"195",103.9375,105.75,102.4375,104.875,1041300,89.146791
"196",105,105.375,99.6875,101.75,1041100,86.49045
"197",101.75,108.1875,101.25,107.1875,535500,91.112483
"198",109.75,119,108.5,112.25,2034400,95.415754
"199",107.5,115.5,106.5,110.375,1454200,93.82195
"200",111.5,112.875,103.5,104.75,653100,89.040537
"201",102.5,105.5,101.375,103.5625,700300,88.031127
"202",103.875,105,99.25,103.3125,2024800,87.81862
"203",104.125,117.375,103.25,116.5,2099400,99.028378
"204",117.625,123,112.5625,113.4375,2254000,96.425164
"205",111,119.8125,106.5,118.25,2692800,100.515928
"206",114.875,117.9375,114.8125,117.156197,1258900,99.586164
"207",116.5,119,115.125,119,1656900,101.15345
"208",119,128,117.6875,121.3125,1934400,103.119142
"209",118.25,119.375,111.75,112,1315000,95.203247
"210",109.5,115.5,108.5,113.25,1649400,96.265783
"211",114,116.125,110.75,114.1875,754300,97.062685
"212",112.625,115,105.125,106.875,1241200,90.846848
"213",108,111.875,103.3125,105.25,1693300,89.465551
"214",108.75,110.8125,105.5,105.5,1789500,89.678059
"215",106,106.25,91.125,98.25,3739600,83.515348
"216",97.5,99.625,93.5,97.4375,3238700,82.8247
"217",101,106,100,106,1675700,90.103073
"218",106.25,107.25,101.1875,102.5,1373500,87.127972
"219",104,109.125,103.5625,107.0625,1749900,91.006229
"220",107.125,108.3125,104.3125,104.8125,1147200,89.093664
"221",106.5,107.25,96.5,96.5625,2598500,82.080925
"222",96.75,98.125,92.3125,95.25,3377700,80.965261
"223",92.75,92.75,79.4375,82.75,4855800,70.339899
"224",81.75,87.75,81,87.5,3489600,74.377537
"225",87.5,94.9375,86.875,93.75,2191500,79.690218
"226",93.4375,93.5,89.625,92.0625,1390200,78.356092
"227",91.8125,91.8125,88,88.8125,1061100,75.589957
"228",88.8125,91.5,84.625,86.875,1764300,73.940915
"229",88.625,97.875,87.5,97.0625,1341500,82.611684
"230",97.5625,99.125,94,94.5,1626100,80.430693
"231",91.5,96.25,90.375,95.1875,1772400,81.015837
"232",96.25,97.5,90.875,93.25,1145600,79.366795
"233",93.25,101.625,93.25,97,2319300,82.558489
"234",95,97.625,92.5,93,1666500,79.154015
"235",92.25,95.75,89.6875,91.125,1931000,77.558168
"236",91.375,92,88.125,90.1875,920700,76.760245
"237",89.375,92.1875,87.4375,89.875,1378100,76.49427
"238",86,87.875,85.75,87.3125,2817000,74.313279
"239",86,87,84.75,85.625,1739100,72.877017
"240",83,83.6875,80.5625,81.4375,2340600,69.312958
"241",81.5,83.25,80.4375,80.875,2276000,68.834204
"242",80.25,84.875,80.25,83.781197,1911200,71.307722
"243",83.8125,88,83.8125,87.0625,1668900,74.1005
"244",88,89.25,84,85.5,2538400,72.770627
"245",85.125,86,83,84.6875,1231000,72.079093
"246",83.875,87.5,83.875,85.25,1493000,72.557847
"247",84.25,85,82.125,84.5625,1537500,71.972704
"248",83.5,83.875,80.625,82,1345600,69.791713
"249",81.875,85.5,81.5,82.8125,1203900,70.483246
"250",82.625,83.625,79.5,80,1530200,68.089476
"251",80.5,83.375,71.9375,73,4030100,62.131647
"252",73.125,73.375,69.375,69.8125,2378100,59.418706
"253",71.5,73.4375,70.625,72,2205300,61.280528
"254",72,74.875,71.125,73.5625,1363800,62.610401
"255",74.5625,77.6875,73.625,76.375,1684900,65.004171
"256",84.5,87.25,83.5,86.875,3567900,73.940915
"257",86.875,87.875,84.5,84.5,1576600,71.919509
"258",84,85.125,81.75,83.125,1033200,70.749221
"259",82.875,88,82.375,86.6875,1319900,73.78133
"260",86.875,87.625,85.0625,85.0625,1255000,72.398263
"261",85.125,86.5625,83.25,83.25,1006800,70.855611
"262",83.3125,84.3125,81.75,83.3125,732800,70.908805
"263",83.5,85.75,82.625,85.125,773200,72.451458
"264",85.1875,90.375,84.8125,89.9375,1953600,76.547465
"265",89.9375,90.8125,87,90.25,2120900,76.81344
"266",90.25,91.4375,87.625,89.9375,1792300,76.547465
"267",90.1875,93,89.5,91.625,2092900,77.983728
"268",91.5,93.4375,87.375,89,2362600,75.749542
"269",88,88.375,84.25,86.625,2875200,73.728135
"270",86.625,86.625,82,84.25,1480100,71.706729
"271",85.25,87,84,86,1616700,73.196186
"272",86.75,88,85.75,87.75,1175700,74.685644
"273",87.75,89.375,87.625,88.3125,1175700,75.164398
"274",88,90.9375,88,89.875,1180400,76.49427
"275",90.125,93.125,88.3125,92.625,1385400,78.834846
"276",93,95.9375,92.5625,94.781197,2540600,80.670025
"277",94.375,94.9375,93.4375,94.9375,453100,80.803057
"278",94.375,97,93.875,95.9375,1077000,81.654176
"279",90,94,88.375,93.1875,3343100,79.3136
"280",93.1875,95.25,90.9375,94.9375,1265600,80.803057
"281",94.875,98.875,93.8125,97.6875,1498700,83.143633
"282",97.5625,99.1875,97.0625,98.5,1249100,83.835167
"283",100.125,104.25,100.125,101.9375,2751000,86.760887
"284",100.5,104.25,99.5,104.25,2207300,88.729098
"285",104.25,105.25,102.875,104.1875,1143000,88.675903
"286",104.0625,104.125,100,100,1225000,85.111845
"287",102,104.25,101.125,103.875,2449700,88.409929
"288",103.1875,103.5625,100.3125,100.75,874200,85.750183
"289",101,104.9375,101,103.6875,1027700,88.355581
"290",103.625,105.6875,102.8125,104.25,1155300,88.834906
"291",104.75,106.9375,102.75,105.375,1457700,89.793556
"292",105.75,106.75,103.6875,106,1092500,90.32614
"293",105.625,105.9375,102.75,105.9375,1247400,90.272881
"294",105.75,106.375,99.875,100,1299100,85.213339
"295",100.125,101.0625,95.9375,98.5,1370800,83.935139
"296",96,98.9375,94.5,98.6875,1734100,84.094914
"297",99,102.25,97,100.625,1990600,85.745923
"298",99.25,102.9375,99.25,102.125,13171500,87.024123
"299",101.625,105.625,100.5,105.625,2700200,90.00659
"300",109,112.9375,108,111.25,3709300,94.79984
"301",111.5,115,109.75,114.0625,2457700,97.196465
"302",114.0625,115.3125,112.8125,113,1984600,96.291073
"303",113,116.75,111.875,114.9375,1488800,97.942082
"304",115.375,116.75,111.375,112,1188900,95.43894
"305",111.75,119.875,111.75,119.875,1489600,102.149491
"306",118,121.75,116.625,120.75,2121700,102.895107
"307",120.8125,120.8125,117.75,118.1875,1548900,100.711515
"308",117,118.375,111.625,113,2521000,96.291073
"309",113.0625,118.875,113.0625,118.625,1780400,101.084324
"310",118.875,119,116,117,853900,99.699607
"311",116.9375,118.75,116.25,117.8125,1082000,100.391965
"312",117.9375,121.5,117.75,119.875,2178800,102.149491
"313",119.75,119.75,118.0625,119,1650600,101.403874
"314",119.0625,120.875,117.9375,118.25,1049600,100.764774
"315",118.5,120.1875,117.125,119.375,984200,101.723424
"316",118.25,124.5,118.25,122.4375,1422700,104.333082
"317",121.5,127.4375,121.375,127.4375,2495500,108.593749
"318",125.5,126.5,123.125,123.6875,2136000,105.398249
"319",124.5,129.5,123.875,129.5,1394100,110.351274
"320",128,129.8125,127.125,129.625,993800,110.457791
"321",128.6875,130.0625,127.1875,128.8125,1184400,109.765433
"322",128.6875,132.875,127.5,128.125,2104200,109.179591
"323",127.875,129.5,125.9375,128.6875,1046800,109.658916
"324",127.5,129.1875,124,124.25,1358800,105.877574
"325",127,132.4375,126.3125,132,2718400,112.481608
"326",132.3125,133.625,129.6875,131.3125,1905100,111.895766
"327",129.25,130.75,127.375,128.5,1437400,109.499141
"328",129.375,131.75,128.6875,129,1278100,109.925208
"329",128,128.125,124.3125,124.875,1441100,106.410157
"330",124,124.125,117.75,118.5625,2410400,101.031065
"331",118.5625,121.4375,115.3125,119.9375,3284700,102.202749
"332",121.5,122.9375,114.9375,118,2067500,100.55174
"333",114,114.3125,111.25,113.25,2324000,96.504107
"334",110,115.5,109.5,114.875,2382900,97.888824
"335",116.125,118.6875,116.0625,116.5,1337900,99.27354
"336",115.125,115.625,109.5,110.875,2032900,94.48029
"337",111,111.75,105.75,107.0625,2008800,91.231531
"338",107,114.5625,107,113,1891700,96.291073
"339",111.5,117.25,111.4375,114.0625,2193700,97.196465
"340",113.125,116.875,113.125,115.375,1258700,98.31489
"341",115.625,116.875,113,113.875,1502600,97.03669
"342",113.5,113.5625,108.625,109.4375,1757900,93.255348
"343",109.75,115.9375,109.75,114.875,1853900,97.888824
"344",113.375,113.625,105.4375,108.875,3625100,92.776023
"345",107,107.625,103.6875,105.25,1612200,89.68704
"346",105.3125,105.75,100,102.6875,2744500,87.503448
"347",99.5,106,96.5625,104,5509500,88.621873
"348",104,104,94.0625,94.3125,3723100,80.366831
"349",94.3125,102,94.3125,101.5,2798700,86.491539
"350",99.75,106.0625,98.5,103.625,3475400,88.302323
"351",103.375,103.8125,96.25,99.25,2111700,84.574239
"352",95.5,101.4375,91.875,98,4426400,83.509073
"353",101.75,104.4375,99.75,100.5625,2322600,85.797721
"354",100.5625,106.3125,99.75,104.9375,1707400,89.530375
"355",104.6875,105.125,101.25,102.4375,2019600,87.39743
"356",103.625,106.5,99,101.125,1904000,86.277634
"357",99.375,100.375,95.75,96.1875,2166600,82.065067
"358",96.1875,98,90.875,92.9375,2352000,79.292238
"359",94,95.75,91.875,93,2097000,79.345562
"360",92.75,98.4375,92.625,96.5,1803800,82.331685
"361",95.5,101.4375,94.1875,99.8125,1863800,85.157837
"362",96.75,97.75,94.5625,96.6875,2094600,82.491656
"363",97.625,100,96.3125,99.25,1505800,84.677925
"364",99.25,101.625,99.25,100.4375,1658600,85.691074
"365",98.375,99.25,96,96.0625,1927800,81.95842
"366",96.0625,97,93,93.75,1756700,79.985445
"367",92.5,93.5,90.625,92.4375,2051000,78.865649
"368",92,93,89.25,91.875,1845200,78.385736
"369",89,91.625,87.125,89.1875,2604300,76.09282
"370",86.375,87.9375,83.3125,86.375,3201700,73.693257
"371",90,92,88.25,88.875,2167100,75.826202
"372",87.25,92.25,87.0625,90.0625,1851400,76.839351
"373",90.0625,93.375,88.875,91.4375,1223400,78.012471
"374",91.1875,91.3125,86.5,88.0625,1398800,75.132995
"375",88,88.1875,82.75,83,1663000,70.813781
"376",82,84.75,79.625,84.1875,2066800,71.82693
"377",82.875,83.125,79.25,79.9375,2296900,68.200923
"378",80.75,82.5,80.6875,81.5,1086200,69.534014
"379",82.5,83.5,81.0625,82.5,1883700,70.387192
"380",83.75,84.25,80.5,80.5,1701300,68.680836
"381",81.625,82.875,80.125,82.875,2329300,70.707134
"382",81.875,82.4375,77,82.125,2514000,70.06725
"383",82.125,85.375,81.6875,82,1380900,69.960603
"384",80.5,82.9375,80.25,81.75,1601500,69.747308
"385",84,89.875,83.375,88.75,3981000,75.719555
"386",87.75,93.125,86.1875,87.75,3785000,74.866377
"387",87.6875,88.6875,84.625,85.875,1555400,73.266668
"388",88,92.0625,88,91.875,2063500,78.385736
"389",91.625,96.375,91.375,96,3869700,81.905096
"390",95.5,95.5625,91.75,92.4375,1789200,78.865649
"391",93.125,95.375,91.8125,94.0625,2573500,80.252064
"392",91.375,92.125,86.625,87.4375,3131400,74.599759
"393",87,87,83.875,86.6875,2963100,73.959875
"394",89,90.875,85.875,85.9375,3077600,73.319992
"395",87.25,95,86.5,89.375,6007800,76.252791
"396",87.75,93.125,87.75,90,3840500,76.786028
"397",90,94.9375,88.6875,93.8125,3072000,80.038769
"398",95.5,100.5625,94.0625,98.8125,2642900,84.304659
"399",98.5,102.5625,97.375,101.8125,2198000,86.864194
"400",100.5,102.9375,100,101.875,1782500,86.917517
"401",101,107.5,101,107.125,2483600,91.396702
"402",107.1875,108.375,106.3125,106.9375,2075000,91.236731
"403",104.375,105.5,97.5,100.25,3202400,85.531103
"404",100.0625,115.5,98.875,115.5,7355200,98.542069
"405",113.75,116.75,111,112.75,5867200,96.195829
"406",109,111,105.75,107.875,4328600,92.036586
"407",106.5,107.3125,102.625,106.375,2169500,90.756819
"408",107.625,108.5,103.3125,104.75,2295200,89.370404
"409",102.25,108.9375,102.25,108.5,2716200,92.569822
"410",108.5,112.125,107.5,110.5,3674000,94.276178
"411",110.4375,110.875,108.75,108.75,1806000,92.783117
"412",108.8125,113,108.0625,110,2267800,93.849589
"413",109.75,114.875,109.3125,110,3212700,93.849589
"414",109.5,109.875,107.25,107.5,2583900,91.816806
"415",108,111,107.8125,110.9375,2760600,94.752809
"416",110.9375,115,110.875,113.125,2783800,96.621174
"417",114.25,116.25,114,116,3270900,99.07674
"418",115,120,114,117.875,5110600,100.678195
"419",117.875,117.875,113.125,113.5625,2724100,96.994847
"420",113,115,111.5625,114.6875,2446000,97.95572
"421",114.5,117.75,114.5,115.910004,1630200,98.999873
"422",116.900002,118.699997,114.059998,118.620003,1700000,101.31451
"423",118.620003,119.75,113.080002,113.75,3500600,97.154992
"424",114.900002,118.5,114.5,118.199997,2579800,100.955779
"425",117.599998,118.849998,113.949997,113.959999,2158900,97.334355
"426",113.75,114,111.25,112.099998,2540100,95.74571
"427",112.949997,112.949997,108.349998,108.949997,2246600,93.055263
"428",109.400002,109.949997,104.080002,105.199997,3138200,89.852351
"429",105.699997,108.449997,105.300003,105.949997,2716600,90.492933
"430",105.099998,109,103.099998,107.75,2742100,92.030334
"431",107.699997,109.5,105.5,109.5,1952500,93.525026
"432",109.900002,110.650002,105,105.900002,2213400,90.450232
"433",106.400002,106.5,103.389999,104.25,2401000,89.040949
"434",105.949997,108.25,103.699997,107.199997,3020000,91.56057
"435",104.5,105.300003,101.300003,101.5,2620200,86.692147
"436",102.099998,102.110001,94.349998,96,3273600,81.994543
"437",96,98.599998,93.610001,94.400002,4273900,80.627969
"438",94.410004,97.5,91.260002,97.199997,4517900,83.019472
"439",96.199997,97.099998,90.25,96.040001,4350600,82.028708
"440",96.150002,98.5,92.629997,98.300003,3882100,83.958998
"441",97.75,100.5,96.510002,98.339996,4132200,83.993157
"442",97.099998,97.110001,91.269997,91.75,4745600,78.364576
"443",89.400002,91.800003,87.199997,91.610001,5330800,78.245001
"444",90.300003,93.599998,89.099998,91.400002,4105500,78.065639
"445",91.400002,93,88.720001,92.150002,2837300,78.706222
"446",93.949997,97.5,93.349998,95.349998,3156800,81.43937
"447",95.110001,95.650002,92.650002,94.949997,3780200,81.097725
"448",94.849998,95.699997,90.650002,91.75,3078300,78.364576
"449",91.610001,91.620003,86.900002,87,2968600,74.307555
"450",86.050003,86.5,81.57,82.489998,4860800,70.455518
"451",84.75,87.75,83.5,87.510002,4596400,74.743152
"452",84.900002,87.889999,83.110001,83.910004,6390800,71.668358
"453",86,89.910004,85.849998,87.949997,4706900,75.118956
"454",90.5,91,87.050003,87.550003,4385300,74.777318
"455",89,91.550003,88.25,90.940002,3205100,77.672749
"456",92,92.5,87.059998,87.059998,7271300,74.358799
"457",87.099998,89.5,84.849998,85,5204200,72.599335
"458",84.75,88.5,81,85.910004,5776900,73.376578
"459",87.5,89.879997,86.900002,89.809998,4026900,76.707601
"460",89.809998,92.5,88.57,89.239998,3292600,76.220759
"461",87.75,93.5,87.400002,93.5,3700100,79.859269
"462",92,92,86.5,87.25,4127400,74.521082
"463",86.68,89.650002,86,88.099998,3472000,75.247074
"464",87.900002,89.470001,85.099998,85.099998,2855900,72.684745
"465",85.099998,87.199997,84,84.160004,2939800,71.881886
"466",84.099998,84.900002,80.980003,81.309998,3203600,69.447668
"467",80.599998,81.75,77,77.529999,6130100,66.219134
"468",80,86,79.900002,86,5193500,73.453445
"469",84,85.559998,82.839996,84.199997,4452100,71.916045
"470",85.75,87.25,82.610001,84,2884500,71.745225
"471",85.599998,89.480003,85.510002,87.809998,2955000,74.999382
"472",91.5,91.949997,89.5,91.300003,3427000,77.98023
"473",89.599998,94,89.099998,94,3024400,80.286323
"474",94,94.25,91.779999,91.779999,2725300,78.390199
"475",90.800003,94.5,90.550003,93.099998,2838900,79.517623
"476",95.25,102.5,95.099998,99.650002,5979300,85.112045
"477",98.150002,99.889999,95.5,97.690002,3918600,83.437991
"478",95.5,96.449997,94.5,95.660004,2297300,81.804637
"479",94,94.75,92.5,92.959999,2063400,79.4957
"480",92.699997,93.739998,91.150002,91.400002,2786500,78.161652
"481",90,93.300003,89.699997,92.82,3109700,79.375978
"482",92.82,96.099998,91.5,92.489998,4163200,79.093774
"483",92,94.690002,91.949997,92.940002,4054700,79.4786
"484",95.080002,95.080002,91,91.099998,2716800,77.905102
"485",90,93.099998,89.290001,92.650002,3781600,79.230603
"486",94.400002,98.5,93.949997,98,4391200,83.805709
"487",96.150002,96.75,95.139999,96,3092900,82.095388
"488",94,97.800003,93.800003,97.199997,3000400,83.121578
"489",96.199997,98.199997,95.690002,96.010002,2135600,82.103942
"490",96.099998,96.550003,95.019997,95.25,1935100,81.454018
"491",94.940002,96.150002,94.449997,94.660004,1931800,80.949477
"492",95.910004,97.650002,94.489998,94.510002,1935600,80.821201
"493",94.400002,97,92.5,92.849998,2591600,79.401632
"494",92.400002,94.25,92.279999,94.099998,1616200,80.470583
"495",94.110001,95.699997,93.199997,94.849998,2560400,81.111953
"496",94.599998,99.949997,92.5,99.949997,3089700,85.473269
