Security,BCSWFPD CMPN Curncy                                             ,,
12/31/2015,15.18,-0.6997,-4.406254526
12/30/2015,15.8797,0.0604,0.38181209
12/29/2015,15.8193,0.0618,0.392194193
12/28/2015,15.7575,0.6675,4.423459245
12/24/2015,15.09,-0.7055,-4.466461967
12/23/2015,15.7955,-0.0562,-0.354536107
12/22/2015,15.8517,-0.1217,-0.761891645
12/21/2015,15.9734,0.0965,0.607801271
12/18/2015,15.8769,0.0209,0.131811302
12/17/2015,15.856,-0.1165,-0.72937862
12/16/2015,15.9725,0.0205,0.128510532
12/15/2015,15.952,-0.0557,-0.347957545
12/14/2015,16.0077,0.0743,0.466316041
12/11/2015,15.9334,0.0228,0.143300693
12/10/2015,15.9106,0.2071,1.318814277
12/9/2015,15.7035,-0.0141,-0.089708352
12/8/2015,15.7176,0.0213,0.13570077
12/7/2015,15.6963,0.0267,0.170393628
12/4/2015,15.6696,-0.0477,-0.30348724
12/3/2015,15.7173,0.0945,0.604885168
12/2/2015,15.6228,-0.0427,-0.27257349
12/1/2015,15.6655,-0.0399,-0.254052746
11/30/2015,15.7054,0.084,0.537723892
11/27/2015,15.6214,0.1518,0.981279413
11/26/2015,15.4696,0.2369,1.55520689
11/25/2015,15.2327,0.0736,0.48551695
11/24/2015,15.1591,0.0843,0.559211399
11/23/2015,15.0748,0.4848,3.322823852
11/20/2015,14.59,-0.5669,-3.740210729
11/19/2015,15.1569,-0.2466,-1.600934852
11/18/2015,15.4035,-0.0696,-0.449812901
11/17/2015,15.4731,0.0209,0.135255821
11/16/2015,15.4522,-0.1173,-0.753396063
11/13/2015,15.5695,0.0342,0.220143802
11/12/2015,15.5353,0.131,0.850411898
11/11/2015,15.4043,-0.0928,-0.598821715
11/10/2015,15.4971,0.0288,0.186187235
11/9/2015,15.4683,0.1505,0.982517072
11/6/2015,15.3178,0.0252,0.164785583
11/5/2015,15.2926,0.0177,0.115876372
11/4/2015,15.2749,-0.0214,-0.139903114
11/3/2015,15.2963,-0.1,-0.6495067
10/30/2015,15.3963,0.0549,0.357855215
10/29/2015,15.3414,0.0649,0.424835532
10/28/2015,15.2765,0.1577,1.043072201
10/27/2015,15.1188,-0.1214,-0.796577473
10/26/2015,15.2402,-0.0118,-0.077366903
10/23/2015,15.252,0.065,0.42799763
10/22/2015,15.187,-0.1518,-0.989647169
10/21/2015,15.3388,0.0581,0.380218184
10/20/2015,15.2807,-0.0416,-0.27149971
10/19/2015,15.3223,-0.1321,-0.854772751
10/16/2015,15.4544,0.1653,1.081162397
10/15/2015,15.2891,-0.1755,-1.134849915
10/14/2015,15.4646,-0.2208,-1.407678478
10/13/2015,15.6854,0.2354,1.523624595
10/9/2015,15.45,0.2611,1.719018494
10/8/2015,15.1889,-0.1991,-1.29386535
10/7/2015,15.388,0.1839,1.209542163
10/6/2015,15.2041,-0.192,-1.247069063
10/5/2015,15.3961,0.0339,0.220671518
10/2/2015,15.3622,-0.3242,-2.066758466
10/1/2015,15.6864,0.1602,1.031804305
9/30/2015,15.5262,-0.3603,-2.267963365
9/29/2015,15.8865,-0.1009,-0.631122009
9/28/2015,15.9874,0.4883,3.150505513
9/25/2015,15.4991,0.0081,0.052288426
9/24/2015,15.491,-0.7329,-4.517409501
9/23/2015,16.2239,0.5482,3.497132504
9/22/2015,15.6757,0.1294,0.832352393
9/21/2015,15.5463,0.1413,0.917234664
9/18/2015,15.405,0.2854,1.887616074
9/17/2015,15.1196,0.0932,0.620241708
9/16/2015,15.0264,0.0345,0.230124267
9/15/2015,14.9919,0.045,0.301065773
9/14/2015,14.9469,-0.1894,-1.251296552
9/11/2015,15.1363,-0.0625,-0.411216675
9/10/2015,15.1988,0.2888,1.936955064
9/9/2015,14.91,0.0022,0.014757375
9/8/2015,14.9078,-0.102,-0.679556023
9/4/2015,15.0098,0.2963,2.013796853
9/3/2015,14.7135,-0.173,-1.162126759
9/2/2015,14.8865,0.3323,2.283189732
9/1/2015,14.5542,0.1598,1.110153949
8/31/2015,14.3944,0.1987,1.399719633
8/28/2015,14.1957,0.0727,0.514763152
8/27/2015,14.123,-0.093,-0.654192459
8/26/2015,14.216,-0.0916,-0.640219184
8/25/2015,14.3076,0.0361,0.252951687
8/24/2015,14.2715,0.1904,1.352167089
8/21/2015,14.0811,0.0313,0.222778972
8/20/2015,14.0498,-0.071,-0.502804374
8/19/2015,14.1208,-0.0322,-0.227513601
8/18/2015,14.153,-0.0019,-0.013422914
8/17/2015,14.1549,-0.0154,-0.10867801
8/14/2015,14.1703,-0.0308,-0.216884608
8/13/2015,14.2011,0.0426,0.30087933
8/12/2015,14.1585,-0.0528,-0.371535328
8/11/2015,14.2113,-0.1739,-1.20888135
8/10/2015,14.3852,-0.1641,-1.127889314
8/7/2015,14.5493,0.0857,0.592521917
8/6/2015,14.4636,0.3387,2.397893082
8/5/2015,14.1249,0.0464,0.329580566
8/4/2015,14.0785,0.0715,0.510459056
8/3/2015,14.007,0.0562,0.402844281
7/31/2015,13.9508,-0.0439,-0.313690183
7/30/2015,13.9947,-0.2751,-1.927847622
7/29/2015,14.2698,0.0046,0.032246306
7/28/2015,14.2652,-0.0119,-0.08335026
7/27/2015,14.2771,-0.0014,-0.009804952
7/24/2015,14.2785,0.2467,1.758149346
7/23/2015,14.0318,0.2529,1.835415019
7/22/2015,13.7789,0.0073,0.053007639
7/21/2015,13.7716,0.0291,0.211751865
7/20/2015,13.7425,-0.1395,-1.00489843
7/17/2015,13.882,-0.0317,-0.227832999
7/16/2015,13.9137,-0.0164,-0.11773067
7/15/2015,13.9301,-0.0324,-0.232050134
7/14/2015,13.9625,0.0062,0.044424382
7/13/2015,13.9563,0.0273,0.195993969
7/10/2015,13.929,-0.1263,-0.898593413
7/8/2015,14.0553,-0.0462,-0.327624721
7/7/2015,14.1015,-0.0234,-0.16566489
7/6/2015,14.1249,0.0198,0.140374758
7/3/2015,14.1051,-0.0478,-0.337739968
7/2/2015,14.1529,-0.1593,-1.11303643
7/1/2015,14.3122,0.0297,0.207946788
6/30/2015,14.2825,-0.0549,-0.382914615
6/29/2015,14.3374,-0.0228,-0.158772162
6/26/2015,14.3602,-1E-04,-0.000696364
6/25/2015,14.3603,0.0892,0.625039415
6/24/2015,14.2711,0.1003,0.707793491
6/23/2015,14.1708,-0.0655,-0.460091456
6/22/2015,14.2363,-0.0806,-0.562971034
6/19/2015,14.3169,0.0584,0.40958025
6/18/2015,14.2585,0.0429,0.301781142
6/17/2015,14.2156,-0.0996,-0.695763943
6/16/2015,14.3152,-0.0241,-0.168069571
6/15/2015,14.3393,0.1125,0.790761099
6/12/2015,14.2268,0.0054,0.037970945
6/11/2015,14.2214,0.1044,0.739533895
6/10/2015,14.117,0.1212,0.865974078
6/9/2015,13.9958,0.0026,0.018580453
6/8/2015,13.9932,-0.031,-0.221046477
6/5/2015,14.0242,0.0703,0.503801805
6/3/2015,13.9539,0.0653,0.47016978
6/2/2015,13.8886,0.0236,0.170212766
6/1/2015,13.865,0.0934,0.678207325
5/29/2015,13.7716,0.0527,0.384141586
5/28/2015,13.7189,0.0015,0.010935017
5/27/2015,13.7174,0.0611,0.44741255
5/26/2015,13.6563,-0.0128,-0.093641864
5/25/2015,13.6691,-0.0246,-0.179644654
5/22/2015,13.6937,-0.0434,-0.315932766
5/21/2015,13.7371,0.0359,0.262020845
5/20/2015,13.7012,-0.1012,-0.733205819
5/19/2015,13.8024,0.0328,0.238205903
5/18/2015,13.7696,0.0457,0.332995723
5/15/2015,13.7239,-0.0412,-0.299307669
5/14/2015,13.7651,-0.0327,-0.236994303
5/13/2015,13.7978,0.017,0.123360037
5/12/2015,13.7808,-0.0165,-0.119588615
5/11/2015,13.7973,0.0273,0.198257081
5/8/2015,13.77,-0.04,-0.289645185
5/7/2015,13.81,0.1135,0.82867886
5/6/2015,13.6965,0.0115,0.084033613
5/5/2015,13.685,-0.005,-0.036523009
5/4/2015,13.69,0.005,0.036536354
4/30/2015,13.685,0.21,1.558441558
4/29/2015,13.475,-0.03,-0.222139948
4/28/2015,13.505,0.04,0.297066469
4/27/2015,13.465,-0.12,-0.883327199
4/24/2015,13.585,0.04,0.295311923
4/23/2015,13.545,0.03,0.221975583
4/22/2015,13.515,0,0
4/20/2015,13.515,0.08,0.59545962
4/17/2015,13.435,0.1338,1.005924278
4/16/2015,13.3012,0.0462,0.348547718
4/15/2015,13.255,0.01,0.075500189
4/14/2015,13.245,-0.0119,-0.089764575
4/13/2015,13.2569,0.0119,0.089845225
4/10/2015,13.245,-0.01,-0.075443229
4/9/2015,13.255,0.035,0.264750378
4/8/2015,13.22,-0.08,-0.601503759
4/7/2015,13.3,-0.04,-0.299850075
4/6/2015,13.34,-0.035,-0.261682243
4/2/2015,13.375,0.0244,0.182763321
4/1/2015,13.3506,-0.1588,-1.175477815
3/31/2015,13.5094,-0.0912,-0.670558652
3/30/2015,13.6006,-0.0332,-0.243512447
3/27/2015,13.6338,0.0484,0.356264814
3/26/2015,13.5854,0.0204,0.150387025
3/25/2015,13.565,-0.0215,-0.158245317
3/24/2015,13.5865,-0.0309,-0.226915564
3/23/2015,13.6174,-0.0726,-0.530314098
3/20/2015,13.69,-0.0982,-0.712203188
3/19/2015,13.7882,0.1882,1.383823529
3/18/2015,13.6,-0.1826,-1.32485888
3/17/2015,13.7826,-0.1374,-0.987068966
3/16/2015,13.92,0.0146,0.104995182
3/13/2015,13.9054,0.0454,0.327561328
3/12/2015,13.86,0.1381,1.006420394
3/11/2015,13.7219,-0.0254,-0.184763554
3/10/2015,13.7473,-0.14,-1.008115328
3/9/2015,13.8873,0.3573,2.640798226
3/6/2015,13.53,0.215,1.61472024
3/5/2015,13.315,0.0784,0.592297116
3/4/2015,13.2366,0.0716,0.543866312
3/3/2015,13.165,0.0385,0.293299813
3/2/2015,13.1265,0.0805,0.617047371
2/27/2015,13.046,-0.0916,-0.697235416
2/26/2015,13.1376,0.01,0.076175386
2/25/2015,13.1276,0.0026,0.019809524
2/24/2015,13.125,-0.13,-0.980761977
2/23/2015,13.255,-0.015,-0.113036925
2/20/2015,13.27,0.0322,0.243242835
2/19/2015,13.2378,0.0828,0.629418472
2/18/2015,13.155,0.345,2.693208431
2/13/2015,12.81,-0.4081,-3.087433141
2/12/2015,13.2181,-0.0219,-0.165407855
2/11/2015,13.24,0.205,1.572688914
2/10/2015,13.035,0.1391,1.078637396
2/9/2015,12.8959,0.044,0.34236183
2/6/2015,12.8519,-0.0031,-0.02411513
2/5/2015,12.855,0.0509,0.397528917
2/4/2015,12.8041,0.0591,0.463711259
2/3/2015,12.745,-0.1,-0.77851304
2/2/2015,12.845,0.0979,0.768017824
1/30/2015,12.7471,0.0826,0.652216827
1/29/2015,12.6645,-0.0005,-0.003947888
1/28/2015,12.665,0.01,0.07902015
1/27/2015,12.655,-0.0299,-0.235713328
1/26/2015,12.6849,0.0169,0.13340701
1/23/2015,12.668,-0.0102,-0.080453061
1/22/2015,12.6782,0.0932,0.740564164
1/21/2015,12.585,-0.0379,-0.300247962
1/20/2015,12.6229,-0.0423,-0.33398604
1/19/2015,12.6652,0.1167,0.929991632
1/16/2015,12.5485,-0.0615,-0.487708168
1/15/2015,12.61,-0.06,-0.47355959
1/14/2015,12.67,-0.0092,-0.072559783
1/13/2015,12.6792,-0.0755,-0.591938658
1/12/2015,12.7547,0.0597,0.470263883
1/9/2015,12.695,-0.0244,-0.191832948
1/8/2015,12.7194,-0.0106,-0.083267871
1/7/2015,12.73,-0.0394,-0.308550128
1/6/2015,12.7694,-0.0896,-0.696788242
1/5/2015,12.859,-0.036,-0.279177976
1/2/2015,12.895,-0.0583,-0.450078358
1/1/2015,12.9533,0,0
12/31/2014,12.9533,0,0
12/30/2014,12.9533,-0.0067,-0.051697531
12/29/2014,12.96,0.0209,0.161525918
12/26/2014,12.9391,0.0291,0.225406662
12/23/2014,12.91,0.0412,0.320154171
12/22/2014,12.8688,-0.0548,-0.424030456
12/19/2014,12.9236,0.0236,0.182945736
12/18/2014,12.9,0.0031,0.024036784
12/17/2014,12.8969,-0.0981,-0.754905733
12/16/2014,12.995,0.3642,2.883427811
12/15/2014,12.6308,0.1058,0.844710579
12/12/2014,12.525,0.0323,0.258550994
12/11/2014,12.4927,0.0277,0.222222222
12/10/2014,12.465,0.02,0.160707111
12/9/2014,12.445,-0.02,-0.160449258
12/8/2014,12.465,0.07,0.564743848
12/5/2014,12.395,0.01,0.080742834
12/4/2014,12.385,-0.196,-1.557904777
12/3/2014,12.581,0.016,0.127337843
12/2/2014,12.565,0.0852,0.682703248
12/1/2014,12.4798,0.0389,0.312678343
11/28/2014,12.4409,0.1576,1.283042831
11/27/2014,12.2833,-0.009,-0.073216566
11/26/2014,12.2923,0.0531,0.433851886
11/25/2014,12.2392,0.0251,0.205500201
11/24/2014,12.2141,-0.007,-0.057277986
11/21/2014,12.2211,-0.1797,-1.449100058
11/20/2014,12.4008,0.058,0.469909583
11/19/2014,12.3428,-0.0769,-0.619177597
11/18/2014,12.4197,-0.0478,-0.383396832
11/17/2014,12.4675,0.0121,0.097146619
11/14/2014,12.4554,-0.0178,-0.142705962
11/13/2014,12.4732,0.048,0.386311689
11/12/2014,12.4252,0.067,0.542150151
11/11/2014,12.3582,0.0481,0.390736062
11/10/2014,12.3101,0.02,0.162732606
11/7/2014,12.2901,-0.0678,-0.548636904
11/6/2014,12.3579,0.1101,0.898936952
11/5/2014,12.2478,-0.011,-0.089731458
11/4/2014,12.2588,0.0191,0.156049576
11/3/2014,12.2397,0.1039,0.85614463
10/31/2014,12.1358,0.048,0.397094591
10/30/2014,12.0878,0.3677,3.137345244
10/29/2014,11.7201,0.0151,0.129004699
10/28/2014,11.705,-0.05,-0.425350915
10/27/2014,11.755,-0.1181,-0.994685465
10/24/2014,11.8731,-0.0419,-0.351657574
10/23/2014,11.915,0.0606,0.511202591
10/22/2014,11.8544,-0.095,-0.795018997
10/21/2014,11.9494,-0.0206,-0.172096909
10/20/2014,11.97,0.125,1.055297594
10/17/2014,11.845,-0.1086,-0.908512917
10/16/2014,11.9536,0.0621,0.522221755
10/15/2014,11.8915,0.1241,1.054608495
10/14/2014,11.7674,-0.0327,-0.277116296
10/13/2014,11.8001,-0.0935,-0.786137082
10/10/2014,11.8936,0.1104,0.936927151
10/9/2014,11.7832,0.053,0.451825203
10/8/2014,11.7302,0.055,0.471084007
10/7/2014,11.6752,-0.0548,-0.467178176
10/6/2014,11.73,-0.0282,-0.239832627
10/3/2014,11.7582,-0.1218,-1.025252525
10/2/2014,11.88,0.0224,0.188908379
10/1/2014,11.8576,0.0918,0.780227439
9/30/2014,11.7658,-0.0606,-0.512412907
9/29/2014,11.8264,0.2842,2.462268892
9/26/2014,11.5422,-0.0279,-0.241138797
9/25/2014,11.5701,0.0772,0.671719061
9/24/2014,11.4929,-0.0931,-0.803556016
9/23/2014,11.586,-0.0378,-0.325194859
9/22/2014,11.6238,0.1017,0.8826516
9/19/2014,11.5221,0.0546,0.476128188
9/18/2014,11.4675,0.036,0.314919302
9/17/2014,11.4315,0.035,0.307111833
9/16/2014,11.3965,0.0252,0.221610546
9/15/2014,11.3713,-0.0732,-0.639608546
9/12/2014,11.4445,0.1459,1.291310428
9/11/2014,11.2986,-0.0317,-0.279780765
9/10/2014,11.3303,-0.0206,-0.181483407
9/9/2014,11.3509,0.0668,0.59198341
9/8/2014,11.2841,0.0248,0.220262361
9/5/2014,11.2593,-0.0061,-0.054148099
9/4/2014,11.2654,0.1004,0.899238692
9/3/2014,11.165,-0.01,-0.089485459
9/2/2014,11.175,0.03,0.269179004
9/1/2014,11.145,0.04,0.360198109
8/29/2014,11.105,0.0168,0.151512419
8/28/2014,11.0882,-0.0299,-0.268930843
8/27/2014,11.1181,0.0101,0.090925459
8/26/2014,11.108,1E-04,0.00090026
8/25/2014,11.1079,-0.0045,-0.040495303
8/22/2014,11.1124,-0.0276,-0.247755835
8/21/2014,11.14,0.0287,0.258295609
8/20/2014,11.1113,0.0228,0.205618434
8/19/2014,11.0885,-0.0248,-0.223156038
8/18/2014,11.1133,-0.0477,-0.427381059
8/15/2014,11.161,-0.0489,-0.436221554
8/14/2014,11.2099,-0.0517,-0.459082191
8/13/2014,11.2616,0.0437,0.389555978
8/12/2014,11.2179,-0.0127,-0.113083896
8/11/2014,11.2306,0.0056,0.049888641
8/8/2014,11.225,-0.055,-0.487588652
8/7/2014,11.28,0.055,0.489977728
8/6/2014,11.225,-0.06,-0.53167922
8/5/2014,11.285,0.2,1.804239964
8/4/2014,11.085,0,0
8/1/2014,11.085,0.1252,1.142356612
7/31/2014,10.9598,0.004,0.036510342
7/30/2014,10.9558,0.044,0.403233197
7/29/2014,10.9118,0.0111,0.101828323
7/28/2014,10.9007,0.043,0.396032309
7/25/2014,10.8577,-0.0584,-0.534989603
7/24/2014,10.9161,0.0811,0.748500231
7/23/2014,10.835,0.0488,0.452429957
7/22/2014,10.7862,-0.0314,-0.290267712
7/21/2014,10.8176,-0.0074,-0.068360277
7/18/2014,10.825,0.035,0.324374421
7/17/2014,10.79,-0.095,-0.87276068
7/16/2014,10.885,0.0076,0.069869638
7/15/2014,10.8774,0.0112,0.103071911
7/14/2014,10.8662,-0.0136,-0.125002298
7/11/2014,10.8798,-0.0074,-0.067969726
7/10/2014,10.8872,0.04,0.368758758
7/8/2014,10.8472,0.0029,0.026742159
7/7/2014,10.8443,-0.0206,-0.189601377
7/4/2014,10.8649,0.0059,0.054332811
7/3/2014,10.859,0.0092,0.08479419
7/2/2014,10.8498,0.01,0.092252625
7/1/2014,10.8398,-0.048,-0.440860413
6/30/2014,10.8878,0.0052,0.047782699
6/27/2014,10.8826,-0.0079,-0.072540287
6/26/2014,10.8905,0.028,0.257767549
6/25/2014,10.8625,-0.0459,-0.420776649
6/24/2014,10.9084,-0.0079,-0.072368843
6/23/2014,10.9163,-0.0212,-0.193828571
6/20/2014,10.9375,0.0184,0.168512057
6/19/2014,10.9191,-0.0359,-0.327704245
6/18/2014,10.955,0.0095,0.086793659
6/17/2014,10.9455,-0.0098,-0.089454419
6/16/2014,10.9553,0.0311,0.284689039
6/13/2014,10.9242,-0.0537,-0.489164594
6/12/2014,10.9779,-0.01,-0.091009201
6/11/2014,10.9879,-0.0171,-0.155383916
6/10/2014,11.005,0.0593,0.541765259
6/9/2014,10.9457,0.0282,0.258300893
6/6/2014,10.9175,-0.0975,-0.885156605
6/5/2014,11.015,-0.0525,-0.47436187
6/4/2014,11.0675,-0.0232,-0.209184272
6/3/2014,11.0907,0.0059,0.053226039
6/2/2014,11.0848,0.008,0.072223025
5/30/2014,11.0768,-0.0732,-0.656502242
5/29/2014,11.15,0.0098,0.087969695
5/28/2014,11.1402,-0.0461,-0.412111243
5/27/2014,11.1863,0.031,0.277894812
5/26/2014,11.1553,0.0113,0.101399856
5/23/2014,11.144,-0.008,-0.071736011
5/22/2014,11.152,-0.0809,-0.720205824
5/21/2014,11.2329,-0.0199,-0.176844874
5/20/2014,11.2528,-0.0058,-0.051516174
5/19/2014,11.2586,-0.012,-0.106471705
5/16/2014,11.2706,-0.0065,-0.057638932
5/15/2014,11.2771,-0.0379,-0.334953601
5/14/2014,11.315,-0.015,-0.13239188
5/13/2014,11.33,0.0129,0.113986799
5/12/2014,11.3171,0.0332,0.294224515
5/9/2014,11.2839,-0.0664,-0.585006564
5/8/2014,11.3503,0.051,0.451355394
5/7/2014,11.2993,-0.0457,-0.402820626
5/6/2014,11.345,0.0249,0.219962721
5/5/2014,11.3201,0.0314,0.27815426
5/2/2014,11.2887,-0.0281,-0.248303407
5/1/2014,11.3168,0.0142,0.12563481
4/30/2014,11.3026,-0.0242,-0.213652576
4/29/2014,11.3268,0.0151,0.133490103
4/28/2014,11.3117,-0.0183,-0.161518094
4/25/2014,11.33,0.0479,0.424566348
4/24/2014,11.2821,0.0157,0.139352411
4/23/2014,11.2664,-0.0786,-0.692816219
4/22/2014,11.345,0.0308,0.272224285
4/18/2014,11.3142,0.034,0.301413096
4/17/2014,11.2802,-0.0898,-0.789797713
4/16/2014,11.37,-0.025,-0.219394471
4/15/2014,11.395,0.0272,0.239272331
4/14/2014,11.3678,0.0496,0.438232228
4/11/2014,11.3182,0.0154,0.136249425
4/10/2014,11.3028,-0.0402,-0.354403597
4/9/2014,11.343,0.0504,0.446309973
4/8/2014,11.2926,-0.0524,-0.461877479
4/7/2014,11.345,0.0438,0.387569462
4/4/2014,11.3012,0.0128,0.113390737
4/3/2014,11.2884,-0.0499,-0.44010125
4/2/2014,11.3383,-0.0551,-0.48361332
4/1/2014,11.3934,-0.0016,-0.014041246
3/31/2014,11.395,0.0229,0.20137002
3/28/2014,11.3721,0.0496,0.438065798
3/27/2014,11.3225,-0.0389,-0.342387382
3/26/2014,11.3614,-0.0186,-0.16344464
3/25/2014,11.38,-0.008,-0.070249385
3/24/2014,11.388,-0.0128,-0.112272823
3/21/2014,11.4008,-0.0433,-0.378360902
3/20/2014,11.4441,0.0101,0.088333042
3/19/2014,11.434,0.0583,0.512495934
3/18/2014,11.3757,0.0434,0.382976095
3/17/2014,11.3323,0.0104,0.091857374
3/14/2014,11.3219,-0.0431,-0.379234492
3/13/2014,11.365,0.07,0.619743249
3/12/2014,11.295,0.0109,0.096596095
3/11/2014,11.2841,-0.0809,-0.71183458
3/10/2014,11.365,0.025,0.220458554
3/7/2014,11.34,0.1304,1.16328861
3/6/2014,11.2096,0.0046,0.041053101
3/5/2014,11.205,-0.06,-0.532623169
2/28/2014,11.265,0.182,1.642154651
2/27/2014,11.083,-0.072,-0.645450471
2/26/2014,11.155,0.0341,0.306629859
2/25/2014,11.1209,-0.0369,-0.330710355
2/24/2014,11.1578,0.0118,0.105867576
2/21/2014,11.146,-0.009,-0.080681309
2/20/2014,11.155,-0.083,-0.738565581
2/19/2014,11.238,-0.001,-0.008897589
2/18/2014,11.239,-0.106,-0.934332305
2/17/2014,11.345,-0.095,-0.83041958
2/14/2014,11.44,-0.0434,-0.377936848
2/13/2014,11.4834,-0.0147,-0.12784721
2/12/2014,11.4981,0.0695,0.60812348
2/11/2014,11.4286,0.0141,0.123527093
2/10/2014,11.4145,-0.0474,-0.413544002
2/7/2014,11.4619,-0.1057,-0.91375912
2/6/2014,11.5676,0.0239,0.207039337
2/5/2014,11.5437,-0.1252,-1.072937466
2/4/2014,11.6689,-0.1524,-1.289198312
2/3/2014,11.8213,0.0963,0.821321962
1/31/2014,11.725,0.0315,0.269380425
1/30/2014,11.6935,0.2043,1.778191693
1/29/2014,11.4892,0.2245,1.992951432
1/28/2014,11.2647,0.0084,0.074624877
1/27/2014,11.2563,0.1087,0.975097779
1/24/2014,11.1476,-0.0379,-0.338831523
1/23/2014,11.1855,0.076,0.684099194
1/22/2014,11.1095,0.036,0.325100465
1/21/2014,11.0735,0.042,0.380727916
1/20/2014,11.0315,0.1019,0.932330552
1/17/2014,10.9296,-0.0454,-0.413667426
1/16/2014,10.975,0.215,1.998141264
1/15/2014,10.76,-0.0296,-0.274338252
1/14/2014,10.7896,0.0765,0.714079025
1/13/2014,10.7131,0.0681,0.639736966
1/10/2014,10.645,0.08,0.757217227
1/9/2014,10.565,0,0
1/8/2014,10.565,0.0425,0.403896412
1/7/2014,10.5225,-0.0209,-0.198228276
1/6/2014,10.5434,-0.0047,-0.044557788
1/2/2014,10.5481,-0.0103,-0.097552659
12/31/2013,10.5584,0.0017,0.016103517
12/30/2013,10.5567,-0.0053,-0.05017989
12/27/2013,10.562,-0.0554,-0.521784994
12/26/2013,10.6174,0.0259,0.244535713
12/24/2013,10.5915,0.0036,0.034001077
12/23/2013,10.5879,-0.0229,-0.215817846
12/20/2013,10.6108,0.1054,1.003293544
12/19/2013,10.5054,0.0711,0.681406515
12/18/2013,10.4343,0.0016,0.015336394
12/17/2013,10.4327,-0.02,-0.191338123
12/16/2013,10.4527,-0.0115,-0.109898511
12/13/2013,10.4642,0.0306,0.293283239
12/12/2013,10.4336,0.0018,0.017254932
